product_id,product_name,brand_name,current_price,max_price,percent_off,variants,offers,category_name
pimprod2025370,Jelly Pop Watermelon Cleanser,e.l.f. Cosmetics,3.99,8.0,0.5,,Free Gift,Skin Care
pimprod2025370,Jelly Pop Watermelon Cleanser,e.l.f. Cosmetics,3.99,8.0,0.5,,Free Gift,Cleansers
pimprod2025370,Jelly Pop Watermelon Cleanser,e.l.f. Cosmetics,3.99,8.0,0.5,,Free Gift,Face Wash
pimprod2025512,Pure Botanicals Snow Mushroom Concentrated Serum,Botanics,5.99,11.99,0.5,,Free Gift,Skin Care
pimprod2025512,Pure Botanicals Snow Mushroom Concentrated Serum,Botanics,5.99,11.99,0.5,,Free Gift,Treatment & Serums
pimprod2025512,Pure Botanicals Snow Mushroom Concentrated Serum,Botanics,5.99,11.99,0.5,,Free Gift,Face Serums
pimprod2025516,Revive & Protect Postbiotic Aqua Oil,Botanics,8.99,17.99,0.5,,Free Gift,Skin Care
pimprod2025516,Revive & Protect Postbiotic Aqua Oil,Botanics,8.99,17.99,0.5,,Free Gift,Moisturizers
pimprod2025516,Revive & Protect Postbiotic Aqua Oil,Botanics,8.99,17.99,0.5,,Free Gift,Face Serums & Oils
pimprod2025522,Truly Glowing Reawakening Glow Booster Face Serum,Burt's Bees,8.99,17.99,0.5,,Free Gift,Skin Care
pimprod2025522,Truly Glowing Reawakening Glow Booster Face Serum,Burt's Bees,8.99,17.99,0.5,,Free Gift,Treatment & Serums
pimprod2025522,Truly Glowing Reawakening Glow Booster Face Serum,Burt's Bees,8.99,17.99,0.5,,Free Gift,Face Serums
pimprod2025529,Truly Glowing Day Lotion Face Cream,Burt's Bees,8.99,17.99,0.5,,Free Gift,Skin Care
pimprod2025529,Truly Glowing Day Lotion Face Cream,Burt's Bees,8.99,17.99,0.5,,Free Gift,Moisturizers
pimprod2025529,Truly Glowing Day Lotion Face Cream,Burt's Bees,8.99,17.99,0.5,,Free Gift,Face Moisturizer
pimprod2025532,Truly Glowing Replenishing Gel Cream,Burt's Bees,8.99,17.99,0.5,,Free Gift,Skin Care
pimprod2025532,Truly Glowing Replenishing Gel Cream,Burt's Bees,8.99,17.99,0.5,,Free Gift,Moisturizers
pimprod2025532,Truly Glowing Replenishing Gel Cream,Burt's Bees,8.99,17.99,0.5,,Free Gift,Face Moisturizer
pimprod2025719,Witch Hazel Radiance Boosting Cleanser,Thayers,5.49,10.95,0.5,,Free Gift,Skin Care
pimprod2025719,Witch Hazel Radiance Boosting Cleanser,Thayers,5.49,10.95,0.5,,Free Gift,Cleansers
pimprod2025719,Witch Hazel Radiance Boosting Cleanser,Thayers,5.49,10.95,0.5,,Free Gift,Face Wash
pimprod2025860,Jessie imPRESS X Jess Conte Press On Manicure Kit,Kiss,4.49,8.99,0.5,,,Nails
pimprod2025860,Jessie imPRESS X Jess Conte Press On Manicure Kit,Kiss,4.49,8.99,0.5,,,Press On Nails
pimprod2025861,Bondi imPRESS X Jess Conte Press On Manicure Kit,Kiss,4.49,8.99,0.5,,,Nails
pimprod2025861,Bondi imPRESS X Jess Conte Press On Manicure Kit,Kiss,4.49,8.99,0.5,,,Press On Nails
pimprod2025862,1218 imPRESS X Jess Conte Press On Manicure Kit,Kiss,4.49,8.99,0.5,,,Nails
pimprod2025862,1218 imPRESS X Jess Conte Press On Manicure Kit,Kiss,4.49,8.99,0.5,,,Press On Nails
pimprod2025886,Neon Heat Limitless Shadow Palette,Makeup Revolution,12.49,25.0,0.5,,,Gifts
pimprod2025886,Neon Heat Limitless Shadow Palette,Makeup Revolution,12.49,25.0,0.5,,,By Category
pimprod2025886,Neon Heat Limitless Shadow Palette,Makeup Revolution,12.49,25.0,0.5,,,Makeup Gifts
pimprod2025887,Neon Heat Dynamic Face Palette,Makeup Revolution,2.25,9.0,0.75,"Peach Heat (medium to dark skin tones), Scorched Rose (fair to medium skin tones), Midnight Sands (dark to deeper skin tones)",,Makeup
pimprod2025887,Neon Heat Dynamic Face Palette,Makeup Revolution,2.25,9.0,0.75,"Peach Heat (medium to dark skin tones), Scorched Rose (fair to medium skin tones), Midnight Sands (dark to deeper skin tones)",,Face
pimprod2025887,Neon Heat Dynamic Face Palette,Makeup Revolution,2.25,9.0,0.75,"Peach Heat (medium to dark skin tones), Scorched Rose (fair to medium skin tones), Midnight Sands (dark to deeper skin tones)",,Blush
pimprod2025888,Neon Heat Eyeshadow Palette,Makeup Revolution,3.99,8.0,0.5,Orange Blaze,,Gifts
pimprod2025888,Neon Heat Eyeshadow Palette,Makeup Revolution,3.99,8.0,0.5,Orange Blaze,,By Category
pimprod2025888,Neon Heat Eyeshadow Palette,Makeup Revolution,3.99,8.0,0.5,Orange Blaze,,Makeup Gifts
pimprod2025895,HEAVEN IN HAIR Moisturizing Deep Conditioner,DevaCurl,28.0,48.0,0.42,8.0 oz,Free Gift,Hair
pimprod2025895,HEAVEN IN HAIR Moisturizing Deep Conditioner,DevaCurl,28.0,48.0,0.42,8.0 oz,Free Gift,Shampoo & Conditioner
pimprod2025895,HEAVEN IN HAIR Moisturizing Deep Conditioner,DevaCurl,28.0,48.0,0.42,8.0 oz,Free Gift,Conditioner
pimprod2025918,Revolution X Rachel Leary Shimmer Bomb Lip Gloss,Makeup Revolution,1.75,7.0,0.75,,,Makeup
pimprod2025918,Revolution X Rachel Leary Shimmer Bomb Lip Gloss,Makeup Revolution,1.75,7.0,0.75,,,Lips
pimprod2025918,Revolution X Rachel Leary Shimmer Bomb Lip Gloss,Makeup Revolution,1.75,7.0,0.75,,,Lip Gloss
pimprod2025919,Revolution Glow X Rachel Leary Shimmer Oil,Makeup Revolution,4.25,17.0,0.75,,,Bath & Body
pimprod2025919,Revolution Glow X Rachel Leary Shimmer Oil,Makeup Revolution,4.25,17.0,0.75,,,Body Moisturizers
pimprod2025919,Revolution Glow X Rachel Leary Shimmer Oil,Makeup Revolution,4.25,17.0,0.75,,,Body Serums & Oils
pimprod2025920,Revolution Glow X Rachel Leary Golden Hour Highlighter,Makeup Revolution,3.0,12.0,0.75,,,Makeup
pimprod2025920,Revolution Glow X Rachel Leary Golden Hour Highlighter,Makeup Revolution,3.0,12.0,0.75,,,Face
pimprod2025920,Revolution Glow X Rachel Leary Golden Hour Highlighter,Makeup Revolution,3.0,12.0,0.75,,,Highlighter
pimprod2025921,Revolution X Rachel Leary Shimmer Puff,Makeup Revolution,3.75,15.0,0.75,,,Makeup
pimprod2025921,Revolution X Rachel Leary Shimmer Puff,Makeup Revolution,3.75,15.0,0.75,,,Makeup Brushes & Tools
pimprod2025921,Revolution X Rachel Leary Shimmer Puff,Makeup Revolution,3.75,15.0,0.75,,,Sponges & Applicators
pimprod2025924,MELT INTO MOISTURE Treatment Mask,DevaCurl,36.0,64.0,0.44,8.0 oz,Free Gift,Hair
pimprod2025924,MELT INTO MOISTURE Treatment Mask,DevaCurl,36.0,64.0,0.44,8.0 oz,Free Gift,Treatment
pimprod2025924,MELT INTO MOISTURE Treatment Mask,DevaCurl,36.0,64.0,0.44,8.0 oz,Free Gift,Masks
pimprod2025927,PLUMPING PRIMER Body-Building Gelée,DevaCurl,22.0,40.0,0.45,5.0 oz,Free Gift,Hair
pimprod2025927,PLUMPING PRIMER Body-Building Gelée,DevaCurl,22.0,40.0,0.45,5.0 oz,Free Gift,Styling Products
pimprod2025927,PLUMPING PRIMER Body-Building Gelée,DevaCurl,22.0,40.0,0.45,5.0 oz,Free Gift,Volume & Texture
pimprod2025978,Exfoli-YAY Mask,Miss Spa,7.49,14.99,0.5,,Free Gift,Skin Care
pimprod2025978,Exfoli-YAY Mask,Miss Spa,7.49,14.99,0.5,,Free Gift,Treatment & Serums
pimprod2025978,Exfoli-YAY Mask,Miss Spa,7.49,14.99,0.5,,Free Gift,Face Masks
pimprod2025979,Pep Rally Mask,Miss Spa,7.49,14.99,0.5,,Free Gift,Skin Care
pimprod2025979,Pep Rally Mask,Miss Spa,7.49,14.99,0.5,,Free Gift,Treatment & Serums
pimprod2025979,Pep Rally Mask,Miss Spa,7.49,14.99,0.5,,Free Gift,Face Masks
pimprod2026372,Hard Rock X Color Dip Collection,Red Carpet Manicure,5.0,9.99,0.5,"Let's Get Into Treble (concrete grey crème), Play It Again (GOLD METALLIC)",,Nails
pimprod2026372,Hard Rock X Color Dip Collection,Red Carpet Manicure,5.0,9.99,0.5,"Let's Get Into Treble (concrete grey crème), Play It Again (GOLD METALLIC)",,Nail Polish
pimprod2026373,La Vie Est Belle Happiness Shot,Lancôme,19.5,39.0,0.5,,"Free Gift, Only at Ulta",Fragrance
pimprod2026373,La Vie Est Belle Happiness Shot,Lancôme,19.5,39.0,0.5,,"Free Gift, Only at Ulta",Women's Fragrance
pimprod2026373,La Vie Est Belle Happiness Shot,Lancôme,19.5,39.0,0.5,,"Free Gift, Only at Ulta",Rollerballs & Purse Sprays
pimprod2026527,Pumpkin Spice GLOSS Ultra Shine Gel Palette,Dashing Diva,1.75,6.99,0.75,,,Nails
pimprod2026527,Pumpkin Spice GLOSS Ultra Shine Gel Palette,Dashing Diva,1.75,6.99,0.75,,,Nail Polish Stickers
pimprod2026987,Complete Color Care Purple Conditioner for Blondes,Marc Anthony,4.47,8.99,0.5,,,Hair
pimprod2026987,Complete Color Care Purple Conditioner for Blondes,Marc Anthony,4.47,8.99,0.5,,,Shampoo & Conditioner
pimprod2026987,Complete Color Care Purple Conditioner for Blondes,Marc Anthony,4.47,8.99,0.5,,,Conditioner
pimprod2026988,Complete Color Care Purple Mask for Blondes,Marc Anthony,4.47,8.99,0.5,,,Hair
pimprod2026988,Complete Color Care Purple Mask for Blondes,Marc Anthony,4.47,8.99,0.5,,,Treatment
pimprod2026988,Complete Color Care Purple Mask for Blondes,Marc Anthony,4.47,8.99,0.5,,,Masks
pimprod2027145,Caramel Cookie Scented Soy Blend Candle,ULTA,8.0,20.0,0.6,,,ULTA Collection
pimprod2027145,Caramel Cookie Scented Soy Blend Candle,ULTA,8.0,20.0,0.6,,,Candles
pimprod2027146,Caramel Cookie Scented Soy Blend Candle,ULTA,8.0,20.0,0.6,,,ULTA Collection
pimprod2027146,Caramel Cookie Scented Soy Blend Candle,ULTA,8.0,20.0,0.6,,,Candles
pimprod2027162,Iced Pumpkin Scented Soy Blend Candle,ULTA,8.0,20.0,0.6,,,ULTA Collection
pimprod2027162,Iced Pumpkin Scented Soy Blend Candle,ULTA,8.0,20.0,0.6,,,Candles
pimprod2027163,Iced Pumpkin Scented Soy Blend Candle,ULTA,8.0,20.0,0.6,,,ULTA Collection
pimprod2027163,Iced Pumpkin Scented Soy Blend Candle,ULTA,8.0,20.0,0.6,,,Candles
pimprod2027164,Crisp Apple Scented Soy Blend Candle,ULTA,8.0,20.0,0.6,,,ULTA Collection
pimprod2027164,Crisp Apple Scented Soy Blend Candle,ULTA,8.0,20.0,0.6,,,Candles
pimprod2027166,Pumpkin Spice Scented Soy Blend Candle,ULTA,8.0,20.0,0.6,,,ULTA Collection
pimprod2027166,Pumpkin Spice Scented Soy Blend Candle,ULTA,8.0,20.0,0.6,,,Candles
pimprod2027420,Miracle Airblend Sponge,Real Techniques,5.99,6.99,0.14,,,Makeup
pimprod2027420,Miracle Airblend Sponge,Real Techniques,5.99,6.99,0.14,,,Makeup Brushes & Tools
pimprod2027420,Miracle Airblend Sponge,Real Techniques,5.99,6.99,0.14,,,Sponges & Applicators
pimprod2027539,RT x Victoria Lyn Glow Up Finishing Kit,Real Techniques,10.0,19.99,0.5,,Only at Ulta,Gifts
pimprod2027539,RT x Victoria Lyn Glow Up Finishing Kit,Real Techniques,10.0,19.99,0.5,,Only at Ulta,By Category
pimprod2027539,RT x Victoria Lyn Glow Up Finishing Kit,Real Techniques,10.0,19.99,0.5,,Only at Ulta,Makeup Gifts
pimprod2027550,RT x Victoria Lyn Bad B Blush Brush,Real Techniques,6.0,11.99,0.5,,Only at Ulta,Makeup
pimprod2027550,RT x Victoria Lyn Bad B Blush Brush,Real Techniques,6.0,11.99,0.5,,Only at Ulta,Makeup Brushes & Tools
pimprod2027550,RT x Victoria Lyn Bad B Blush Brush,Real Techniques,6.0,11.99,0.5,,Only at Ulta,Makeup Brushes
pimprod2027555,RT x Victoria Lyn Obsessed Complexion Brush,Real Techniques,6.0,11.99,0.5,,Only at Ulta,Makeup
pimprod2027555,RT x Victoria Lyn Obsessed Complexion Brush,Real Techniques,6.0,11.99,0.5,,Only at Ulta,Makeup Brushes & Tools
pimprod2027555,RT x Victoria Lyn Obsessed Complexion Brush,Real Techniques,6.0,11.99,0.5,,Only at Ulta,Makeup Brushes
pimprod2027565,RT x Victoria Lyn Peace Out Powder Brush,Real Techniques,6.0,11.99,0.5,,Only at Ulta,Makeup
pimprod2027565,RT x Victoria Lyn Peace Out Powder Brush,Real Techniques,6.0,11.99,0.5,,Only at Ulta,Makeup Brushes & Tools
pimprod2027565,RT x Victoria Lyn Peace Out Powder Brush,Real Techniques,6.0,11.99,0.5,,Only at Ulta,Makeup Brushes
pimprod2027653,Quick Blowout Heat Protecting Spray,Redken,12.0,22.0,0.45,,,Hair
pimprod2027653,Quick Blowout Heat Protecting Spray,Redken,12.0,22.0,0.45,,,Travel Size
pimprod2027785,Clean it Zero Discovery Kit,Banila Co,6.49,13.0,0.5,,Free Gift,Gifts
pimprod2027785,Clean it Zero Discovery Kit,Banila Co,6.49,13.0,0.5,,Free Gift,By Price
pimprod2027785,Clean it Zero Discovery Kit,Banila Co,6.49,13.0,0.5,,Free Gift,$25 and Under
pimprod2027796,BT21 Makeup Pouch with Plush Star Keychain,The Crème Shop,5.99,12.0,0.5,,Free Gift,Bath & Body
pimprod2027796,BT21 Makeup Pouch with Plush Star Keychain,The Crème Shop,5.99,12.0,0.5,,Free Gift,Bath & Body Accessories
pimprod2027796,BT21 Makeup Pouch with Plush Star Keychain,The Crème Shop,5.99,12.0,0.5,,Free Gift,Trend & Fashion Accessories
pimprod2027988,Clean Skin Superstars Trio - Clean Shot Serum Set,Pacifica,9.99,20.0,0.5,,Free Gift,Gifts
pimprod2027988,Clean Skin Superstars Trio - Clean Shot Serum Set,Pacifica,9.99,20.0,0.5,,Free Gift,By Price
pimprod2027988,Clean Skin Superstars Trio - Clean Shot Serum Set,Pacifica,9.99,20.0,0.5,,Free Gift,$25 and Under
pimprod2028013,Best-Teas Holiday Set,florence by mills,9.5,30.0,0.68,,Free Gift,Gifts
pimprod2028013,Best-Teas Holiday Set,florence by mills,9.5,30.0,0.68,,Free Gift,By Price
pimprod2028013,Best-Teas Holiday Set,florence by mills,9.5,30.0,0.68,,Free Gift,$50 and Under
pimprod2028015,Lips On The Horizon Holiday Ornament,florence by mills,9.5,19.0,0.5,,,Gifts
pimprod2028015,Lips On The Horizon Holiday Ornament,florence by mills,9.5,19.0,0.5,,,By Category
pimprod2028015,Lips On The Horizon Holiday Ornament,florence by mills,9.5,19.0,0.5,,,Makeup Gifts
pimprod2028095,Laini Latherless Conditioning Co-Cleanser,Drunk Elephant,45.0,55.0,0.18,,"Free Gift, Online Only",Hair
pimprod2028095,Laini Latherless Conditioning Co-Cleanser,Drunk Elephant,45.0,55.0,0.18,,"Free Gift, Online Only",Shampoo & Conditioner
pimprod2028095,Laini Latherless Conditioning Co-Cleanser,Drunk Elephant,45.0,55.0,0.18,,"Free Gift, Online Only",Co-Wash
pimprod2028292,Makeup Revolution X The Simpsons Bouvier Coven Brush Set,Makeup Revolution,12.5,25.0,0.5,,,Makeup
pimprod2028292,Makeup Revolution X The Simpsons Bouvier Coven Brush Set,Makeup Revolution,12.5,25.0,0.5,,,Makeup Brushes & Tools
pimprod2028292,Makeup Revolution X The Simpsons Bouvier Coven Brush Set,Makeup Revolution,12.5,25.0,0.5,,,Makeup Brushes
pimprod2028294,"Makeup Revolution X The Simpsons Face Palette ""Spooktacular""",Makeup Revolution,7.5,15.0,0.5,,,Makeup
pimprod2028294,"Makeup Revolution X The Simpsons Face Palette ""Spooktacular""",Makeup Revolution,7.5,15.0,0.5,,,Makeup Palettes
pimprod2028298,Makeup Revolution X The Simpsons Donut Head Homer Blending Sponge,Makeup Revolution,4.0,8.0,0.5,,,Makeup
pimprod2028298,Makeup Revolution X The Simpsons Donut Head Homer Blending Sponge,Makeup Revolution,4.0,8.0,0.5,,,Makeup Brushes & Tools
pimprod2028298,Makeup Revolution X The Simpsons Donut Head Homer Blending Sponge,Makeup Revolution,4.0,8.0,0.5,,,Sponges & Applicators
pimprod2028299,Makeup Revolution X The Simpsons Shadow Palette ''Spooktacular'',Makeup Revolution,12.5,25.0,0.5,,,Makeup
pimprod2028299,Makeup Revolution X The Simpsons Shadow Palette ''Spooktacular'',Makeup Revolution,12.5,25.0,0.5,,,Eyes
pimprod2028299,Makeup Revolution X The Simpsons Shadow Palette ''Spooktacular'',Makeup Revolution,12.5,25.0,0.5,,,Eyeshadow
pimprod2028300,Makeup Revolution X The Simpsons Mini Shadow Palette ''Alien Maggie'',Makeup Revolution,7.5,15.0,0.5,,,Makeup
pimprod2028300,Makeup Revolution X The Simpsons Mini Shadow Palette ''Alien Maggie'',Makeup Revolution,7.5,15.0,0.5,,,Eyes
pimprod2028300,Makeup Revolution X The Simpsons Mini Shadow Palette ''Alien Maggie'',Makeup Revolution,7.5,15.0,0.5,,,Eyeshadow
pimprod2028352,Nude Silk Eau de Parfum,KKW FRAGRANCE,28.0,40.0,0.3,,,Fragrance
pimprod2028352,Nude Silk Eau de Parfum,KKW FRAGRANCE,28.0,40.0,0.3,,,Women's Fragrance
pimprod2028352,Nude Silk Eau de Parfum,KKW FRAGRANCE,28.0,40.0,0.3,,,Perfume
pimprod2028439,Sleigh All Day Makeup Brush and Sponge Kit,EcoTools,25.0,49.99,0.5,,Only at Ulta,Tools & Brushes
pimprod2028439,Sleigh All Day Makeup Brush and Sponge Kit,EcoTools,25.0,49.99,0.5,,Only at Ulta,Gifts & Value Sets
pimprod2028440,Shimmer and Shine Makeup Brush and Sponge Kit,EcoTools,10.0,19.99,0.5,,Only at Ulta,Tools & Brushes
pimprod2028440,Shimmer and Shine Makeup Brush and Sponge Kit,EcoTools,10.0,19.99,0.5,,Only at Ulta,Gifts & Value Sets
pimprod2028441,Merry Mistleglow Makeup Brush Kit,EcoTools,7.5,14.99,0.5,,Only at Ulta,Tools & Brushes
pimprod2028441,Merry Mistleglow Makeup Brush Kit,EcoTools,7.5,14.99,0.5,,Only at Ulta,Gifts & Value Sets
pimprod2028442,Bioblender Ornament,EcoTools,2.5,5.0,0.5,,Only at Ulta,Gifts
pimprod2028442,Bioblender Ornament,EcoTools,2.5,5.0,0.5,,Only at Ulta,By Category
pimprod2028442,Bioblender Ornament,EcoTools,2.5,5.0,0.5,,Only at Ulta,Makeup Gifts
pimprod2028443,Natural Mini Glow Kit,Real Techniques,2.5,4.99,0.5,,Only at Ulta,Makeup
pimprod2028443,Natural Mini Glow Kit,Real Techniques,2.5,4.99,0.5,,Only at Ulta,Makeup Brushes & Tools
pimprod2028443,Natural Mini Glow Kit,Real Techniques,2.5,4.99,0.5,,Only at Ulta,Makeup Brushes
pimprod2028504,Beary Merry Lip Balm Set,Peach Slices,6.49,12.99,0.5,,Free Gift,Skin Care
pimprod2028504,Beary Merry Lip Balm Set,Peach Slices,6.49,12.99,0.5,,Free Gift,Gifts & Value Sets
pimprod2028505,Freeman Destination Hydration Kit 7 Piece Gift Set,Freeman,7.49,14.99,0.5,,Free Gift,Skin Care
pimprod2028505,Freeman Destination Hydration Kit 7 Piece Gift Set,Freeman,7.49,14.99,0.5,,Free Gift,Gifts & Value Sets
pimprod2028506,Freeman On the Go Face Mask Kit 6 Piece Gift Set,Freeman,6.49,12.99,0.5,,Free Gift,Skin Care
pimprod2028506,Freeman On the Go Face Mask Kit 6 Piece Gift Set,Freeman,6.49,12.99,0.5,,Free Gift,Gifts & Value Sets
pimprod2028507,Freeman Self Care Essentials Kit 12 Piece Gift Set,Freeman,6.49,12.99,0.5,,Free Gift,Skin Care
pimprod2028507,Freeman Self Care Essentials Kit 12 Piece Gift Set,Freeman,6.49,12.99,0.5,,Free Gift,Gifts & Value Sets
pimprod2028509,"Calm, Clear & Bright Skin Care Peel Mask Collection",Formula 10.0.6,4.49,10.99,0.59,,Free Gift,Skin Care
pimprod2028509,"Calm, Clear & Bright Skin Care Peel Mask Collection",Formula 10.0.6,4.49,10.99,0.59,,Free Gift,Gifts & Value Sets
pimprod2028546,Avocado Super Food Mini Mask,Fourth Ray Beauty,4.49,9.0,0.5,,Free Gift,Skin Care
pimprod2028546,Avocado Super Food Mini Mask,Fourth Ray Beauty,4.49,9.0,0.5,,Free Gift,Treatment & Serums
pimprod2028546,Avocado Super Food Mini Mask,Fourth Ray Beauty,4.49,9.0,0.5,,Free Gift,Face Masks
pimprod2028559,Fa La La Fierce - 12 Piece Face & Eye Brush Set with Bag,BH Cosmetics,14.0,28.0,0.5,,Only at Ulta,Makeup
pimprod2028559,Fa La La Fierce - 12 Piece Face & Eye Brush Set with Bag,BH Cosmetics,14.0,28.0,0.5,,Only at Ulta,Makeup Brushes & Tools
pimprod2028559,Fa La La Fierce - 12 Piece Face & Eye Brush Set with Bag,BH Cosmetics,14.0,28.0,0.5,,Only at Ulta,Makeup Brushes
pimprod2028560,So Spoiled - 16 Color Shadow Palette,BH Cosmetics,6.0,12.0,0.5,,Only at Ulta,Gifts
pimprod2028560,So Spoiled - 16 Color Shadow Palette,BH Cosmetics,6.0,12.0,0.5,,Only at Ulta,By Category
pimprod2028560,So Spoiled - 16 Color Shadow Palette,BH Cosmetics,6.0,12.0,0.5,,Only at Ulta,Makeup Gifts
pimprod2028561,The Lit List - 30 Color Shadow Palette,BH Cosmetics,14.5,29.0,0.5,,Only at Ulta,Gifts
pimprod2028561,The Lit List - 30 Color Shadow Palette,BH Cosmetics,14.5,29.0,0.5,,Only at Ulta,By Price
pimprod2028561,The Lit List - 30 Color Shadow Palette,BH Cosmetics,14.5,29.0,0.5,,Only at Ulta,$50 and Under
pimprod2028566,Holiday Party Animals 3pc Hydrating Sheet Mask Set,ULTA,4.49,9.0,0.5,,Free Gift,ULTA Collection
pimprod2028566,Holiday Party Animals 3pc Hydrating Sheet Mask Set,ULTA,4.49,9.0,0.5,,Free Gift,Gifts & Value Sets
pimprod2028637,Kissable Color Holiday Gift Set,Burt's Bees,4.99,9.99,0.5,,Free Gift,Skin Care
pimprod2028637,Kissable Color Holiday Gift Set,Burt's Bees,4.99,9.99,0.5,,Free Gift,Gifts & Value Sets
pimprod2028638,"Kissable Color Holiday Gift Set, Warm Collection",Burt's Bees,4.99,9.99,0.5,,Free Gift,Skin Care
pimprod2028638,"Kissable Color Holiday Gift Set, Warm Collection",Burt's Bees,4.99,9.99,0.5,,Free Gift,Gifts & Value Sets
pimprod2028653,Skin Radiance Kit,Real Techniques,10.0,19.99,0.5,,"Only at Ulta, New",Makeup
pimprod2028653,Skin Radiance Kit,Real Techniques,10.0,19.99,0.5,,"Only at Ulta, New",Makeup Brushes & Tools
pimprod2028653,Skin Radiance Kit,Real Techniques,10.0,19.99,0.5,,"Only at Ulta, New",Makeup Brushes
pimprod2028862,Lip Crayon Kit,Beauty Gems,5.0,9.99,0.5,,Only at Ulta,Gifts
pimprod2028862,Lip Crayon Kit,Beauty Gems,5.0,9.99,0.5,,Only at Ulta,By Category
pimprod2028862,Lip Crayon Kit,Beauty Gems,5.0,9.99,0.5,,Only at Ulta,Makeup Gifts
pimprod2028863,Glamorous Lashes Kit,Beauty Gems,5.0,9.99,0.5,,Only at Ulta,Gifts
pimprod2028863,Glamorous Lashes Kit,Beauty Gems,5.0,9.99,0.5,,Only at Ulta,By Category
pimprod2028863,Glamorous Lashes Kit,Beauty Gems,5.0,9.99,0.5,,Only at Ulta,Makeup Gifts
pimprod2028875,Soak it up Mini Mask,Fourth Ray Beauty,4.49,9.0,0.5,,Free Gift,Skin Care
pimprod2028875,Soak it up Mini Mask,Fourth Ray Beauty,4.49,9.0,0.5,,Free Gift,Treatment & Serums
pimprod2028875,Soak it up Mini Mask,Fourth Ray Beauty,4.49,9.0,0.5,,Free Gift,Face Masks
pimprod2028876,A-Ha Moment Mini Mask,Fourth Ray Beauty,4.49,9.0,0.5,,Free Gift,Skin Care
pimprod2028876,A-Ha Moment Mini Mask,Fourth Ray Beauty,4.49,9.0,0.5,,Free Gift,Treatment & Serums
pimprod2028876,A-Ha Moment Mini Mask,Fourth Ray Beauty,4.49,9.0,0.5,,Free Gift,Face Masks
pimprod2028884,Lip Glossary,ULTA,9.0,18.0,0.5,,,Gifts
pimprod2028884,Lip Glossary,ULTA,9.0,18.0,0.5,,,By Category
pimprod2028884,Lip Glossary,ULTA,9.0,18.0,0.5,,,Ulta Beauty Gifts
pimprod2028885,Beeswax Bounty Fruit Mix Lip Balm Holiday Gift Set,Burt's Bees,5.49,10.99,0.5,,Free Gift,Skin Care
pimprod2028885,Beeswax Bounty Fruit Mix Lip Balm Holiday Gift Set,Burt's Bees,5.49,10.99,0.5,,Free Gift,Gifts & Value Sets
pimprod2028901,Brow Party,ULTA,8.0,16.0,0.5,,,Gifts
pimprod2028901,Brow Party,ULTA,8.0,16.0,0.5,,,By Category
pimprod2028901,Brow Party,ULTA,8.0,16.0,0.5,,,Ulta Beauty Gifts
pimprod2028913,Miracle Gel Holiday Wishlist Collection,Sally Hansen,2.5,9.99,0.75,"Gift For Blue, Living In The Presents, Online Shop-Bling, Snow What You Want, Under The Tree, Wrapped In Love",,Nails
pimprod2028913,Miracle Gel Holiday Wishlist Collection,Sally Hansen,2.5,9.99,0.75,"Gift For Blue, Living In The Presents, Online Shop-Bling, Snow What You Want, Under The Tree, Wrapped In Love",,Gel Nail Polish
pimprod2028974,Time to Relax Bath Set,ULTA,5.0,20.0,0.75,,,ULTA Collection
pimprod2028974,Time to Relax Bath Set,ULTA,5.0,20.0,0.75,,,Gifts & Value Sets
pimprod2028975,Something Sweet Bath Set,ULTA,5.0,20.0,0.75,,,ULTA Collection
pimprod2028975,Something Sweet Bath Set,ULTA,5.0,20.0,0.75,,,Gifts & Value Sets
pimprod2029000,Makeup Revolution X The Simpsons Mini Shadow Palette ''The Raven Bart'',Makeup Revolution,7.5,15.0,0.5,,,Gifts
pimprod2029000,Makeup Revolution X The Simpsons Mini Shadow Palette ''The Raven Bart'',Makeup Revolution,7.5,15.0,0.5,,,By Category
pimprod2029000,Makeup Revolution X The Simpsons Mini Shadow Palette ''The Raven Bart'',Makeup Revolution,7.5,15.0,0.5,,,Makeup Gifts
pimprod2029028,Pop of Pink Mini Nail Set,ULTA,4.0,8.0,0.5,,,ULTA Collection
pimprod2029028,Pop of Pink Mini Nail Set,ULTA,4.0,8.0,0.5,,,Gifts & Value Sets
pimprod2029054,Magical Moments LED Gel Collection,Red Carpet Manicure,2.75,10.99,0.75,"By The Moonlight (indigo pearl), A Night To Remember (candy apple red shimmer), Champagne Showers (tan crème), Meet Me On The Rooftop (purple mauve crème), Seeing Stars (silver metallic glitter), Sparkle In Style (light purple metallic glitter)",,Nails
pimprod2029054,Magical Moments LED Gel Collection,Red Carpet Manicure,2.75,10.99,0.75,"By The Moonlight (indigo pearl), A Night To Remember (candy apple red shimmer), Champagne Showers (tan crème), Meet Me On The Rooftop (purple mauve crème), Seeing Stars (silver metallic glitter), Sparkle In Style (light purple metallic glitter)",,Gel Nail Polish
pimprod2029086,Magical Moments Color Dip Collection,Red Carpet Manicure,2.5,9.99,0.75,"A Night To Shine (red shimmer), By The Moonlight (indigo pearl), Champagne Showers (tan crème), Meet Me On The Rooftop (purple mauve crème)",,Nails
