product_id,product_name,brand_name,current_price,max_price,percent_off,variants,offers,category_name
pimprod2024623,"Deeper Conditioner, Fragrance Free",SEEN,28.0,36.0,0.22,,Online Only,Conditioner
pimprod2024641,Deeper Conditioner,SEEN,28.0,36.0,0.22,,Online Only,Hair
pimprod2024641,Deeper Conditioner,SEEN,28.0,36.0,0.22,,Online Only,Shampoo & Conditioner
pimprod2024641,Deeper Conditioner,SEEN,28.0,36.0,0.22,,Online Only,Conditioner
pimprod2024676,Women's Hair Regrowth Treatment with Minoxidil,Bosley,40.0,45.0,0.11,,,Hair
pimprod2024676,Women's Hair Regrowth Treatment with Minoxidil,Bosley,40.0,45.0,0.11,,,Treatment
pimprod2024676,Women's Hair Regrowth Treatment with Minoxidil,Bosley,40.0,45.0,0.11,,,Hair Thinning & Hair Loss
pimprod2024981,No Yellow Hair Mask,Brite,2.49,4.99,0.5,,,Hair
pimprod2024981,No Yellow Hair Mask,Brite,2.49,4.99,0.5,,,Treatment
pimprod2024981,No Yellow Hair Mask,Brite,2.49,4.99,0.5,,,Masks
pimprod2025018,Instant Color,Brite,3.99,7.99,0.5,"Pastel Pink, Pastel Purple, Turquoise",,Hair
pimprod2025018,Instant Color,Brite,3.99,7.99,0.5,"Pastel Pink, Pastel Purple, Turquoise",,Hair Color
pimprod2025018,Instant Color,Brite,3.99,7.99,0.5,"Pastel Pink, Pastel Purple, Turquoise",,Trend Color
pimprod2025129,Limoncello Creme Gel Eyeliner,ColourPop,1.75,4.9,0.64,Extra Frosting (pastel butter yellow),,Makeup
pimprod2025129,Limoncello Creme Gel Eyeliner,ColourPop,1.75,4.9,0.64,Extra Frosting (pastel butter yellow),,Eyes
pimprod2025129,Limoncello Creme Gel Eyeliner,ColourPop,1.75,4.9,0.64,Extra Frosting (pastel butter yellow),,Eyeliner
pimprod2025368,Jelly pop watermelon glitter face mask,e.l.f. Cosmetics,5.99,12.0,0.5,,Free Gift,Skin Care
pimprod2025368,Jelly pop watermelon glitter face mask,e.l.f. Cosmetics,5.99,12.0,0.5,,Free Gift,Treatment & Serums
pimprod2025368,Jelly pop watermelon glitter face mask,e.l.f. Cosmetics,5.99,12.0,0.5,,Free Gift,Face Masks
pimprod2025369,Jelly Pop Water Gel Moisturizer,e.l.f. Cosmetics,3.99,8.0,0.5,,Free Gift,Skin Care
pimprod2025369,Jelly Pop Water Gel Moisturizer,e.l.f. Cosmetics,3.99,8.0,0.5,,Free Gift,Moisturizers
pimprod2025369,Jelly Pop Water Gel Moisturizer,e.l.f. Cosmetics,3.99,8.0,0.5,,Free Gift,Face Moisturizer
