ulta_id,product_id,main_category,sub_category,sub_sub_category,brand,product,url
10027,pimprod2016992,hair,gifts & value sets, ,Redken,Invisible Dry Shampoo & Detox Hair Cleansing Cream Kit,https://www.ulta.com/invisible-dry-shampoo-detox-hair-cleansing-cream-kit?productId=pimprod2016992
10028,xlsImpprod15861177,hair,shampoo & conditioner, ,dpHUE,Apple Cider Vinegar Dry Shampoo,https://www.ulta.com/apple-cider-vinegar-dry-shampoo?productId=xlsImpprod15861177
10029,pimprod2002447,hair,shampoo & conditioner, ,Bumble and bumble,Travel Size Bb. Pret-a-Powder Tres Invisible Dry Shampoo with French Pink Clay,https://www.ulta.com/travel-size-bb-pret-a-powder-tres-invisible-dry-shampoo-with-french-pink-clay?productId=pimprod2002447
10030,pimprod2005101,hair,shampoo & conditioner, ,Kyn.,Dry Shampoo Mist,https://www.ulta.com/dry-shampoo-mist?productId=pimprod2005101
10031,pimprod2010035,hair,shampoo & conditioner, ,Ouidad,Clean Sweep Moisturizing Dry Shampoo,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2010035
10032,xlsImpprod15622775,hair,travel size, ,Batiste,Travel Size Hint of Color Dry Shampoo,https://www.ulta.com/travel-size-hint-of-color-dry-shampoo?productId=xlsImpprod15622775
10033,xlsImpprod17731057,hair,shampoo & conditioner, ,OGX,Thick & Full + Biotin & Collagen Dry Shampoo,https://www.ulta.com/thick-full-biotin-collagen-dry-shampoo?productId=xlsImpprod17731057
10034,xlsImpprod18851280,hair,styling products, ,Redken,Dry Shampoo Paste 05,https://www.ulta.com/dry-shampoo-paste-05?productId=xlsImpprod18851280
10035,xlsImpprod15941161,hair,shampoo & conditioner, ,Aquage,Dry Shampoo,https://www.ulta.com/dry-shampoo?productId=xlsImpprod15941161
10036,pimprod2009892,hair,shampoo & conditioner, ,Batiste,Floral Dry Shampoo - Bright & Lively,https://www.ulta.com/floral-dry-shampoo-bright-lively?productId=pimprod2009892
10037,xlsImpprod14811085,hair,travel size, ,Klorane,Travel Size Dry Shampoo With Nettle for Oily Hair,https://www.ulta.com/travel-size-dry-shampoo-with-nettle-oily-hair?productId=xlsImpprod14811085
10038,pimprod2007390,hair,shampoo & conditioner, ,Pravana,Fresh Dry Shampoo,https://www.ulta.com/fresh-dry-shampoo?productId=pimprod2007390
10039,xlsImpprod18851286,hair,shampoo & conditioner, ,Redken,Dry Shampoo Powder 02 With Charcoal,https://www.ulta.com/dry-shampoo-powder-02-with-charcoal?productId=xlsImpprod18851286
10040,pimprod2017929,hair,travel size, ,Drybar,Travel Size Detox Dry Shampoo Coconut Colada,https://www.ulta.com/travel-size-detox-dry-shampoo-coconut-colada?productId=pimprod2017929
10041,pimprod2013288,hair,shampoo & conditioner, ,Batiste,Waterless Cleansing Foam - Cleanse + Hydrate,https://www.ulta.com/waterless-cleansing-foam-cleanse-hydrate?productId=pimprod2013288
10042,pimprod2005637,hair,shampoo & conditioner, ,Psssst!,Texture & Body Dry Shampoo for Fine Hair,https://www.ulta.com/texture-body-dry-shampoo-fine-hair?productId=pimprod2005637
10043,pimprod2013099,hair,shampoo & conditioner, ,ACURE,Dry Shampoo for Brunette to Dark Hair,https://www.ulta.com/dry-shampoo-brunette-dark-hair?productId=pimprod2013099
10044,xlsImpprod18361119,hair,travel size, ,Pureology,Travel Size Style + Protect Refresh & Go Dry Shampoo,https://www.ulta.com/travel-size-style-protect-refresh-go-dry-shampoo?productId=xlsImpprod18361119
10045,pimprod2005989,hair,shampoo & conditioner, ,Tresemme,Between Washes Volumizing Dry Shampoo,https://www.ulta.com/between-washes-volumizing-dry-shampoo?productId=pimprod2005989
10046,xlsImpprod6390021,hair,shampoo & conditioner, ,Sebastian,Dry Clean Only,https://www.ulta.com/dry-clean-only?productId=xlsImpprod6390021
10047,pimprod2013291,hair,shampoo & conditioner, ,Batiste,Waterless Cleansing Foam - Cleanse + Smooth,https://www.ulta.com/waterless-cleansing-foam-cleanse-smooth?productId=pimprod2013291
10048,xlsImpprod14561053,hair,travel size, ,Kenra Professional,Travel Size Volume Dry Shampoo,https://www.ulta.com/travel-size-volume-dry-shampoo?productId=xlsImpprod14561053
10049,pimprod2005331,hair,shampoo & conditioner, ,Paul Mitchell,Awapuhi Wild Ginger Dry Shampoo Foam,https://www.ulta.com/awapuhi-wild-ginger-dry-shampoo-foam?productId=pimprod2005331
10050,pimprod2016799,bath & body,travel size, ,Kopari Beauty,Travel Size Coconut Charcoal Toothpaste,https://www.ulta.com/travel-size-coconut-charcoal-toothpaste?productId=pimprod2016799
10051,pimprod2008812,hair,travel size, ,Joico,Travel Size Weekend Hair Dry Shampoo,https://www.ulta.com/travel-size-weekend-hair-dry-shampoo?productId=pimprod2008812
10052,pimprod2008667,hair,shampoo & conditioner, ,Voir,She's Like the Wind: Invisible Dry Shampoo & Conditioner - Non-Aerosol,https://www.ulta.com/shes-like-wind-invisible-dry-shampoo-conditioner-non-aerosol?productId=pimprod2008667
10053,xlsImpprod18611023,hair,kid's haircare, ,SoCozy,Non-Aerosol Dry Shampoo,https://www.ulta.com/non-aerosol-dry-shampoo?productId=xlsImpprod18611023
10054,xlsImpprod17741149,hair,shampoo & conditioner, ,Not Your Mother's,Travel Size Beach Babe Texturizing Dry Shampoo,https://www.ulta.com/travel-size-beach-babe-texturizing-dry-shampoo?productId=xlsImpprod17741149
10055,pimprod2017529,hair,shampoo & conditioner, ,Matrix,Total Results High Amplify Dry Shampoo,https://www.ulta.com/total-results-high-amplify-dry-shampoo?productId=pimprod2017529
10056,pimprod2013292,hair,shampoo & conditioner, ,Batiste,Waterless Cleansing Foam - Cleanse + Strengthen,https://www.ulta.com/waterless-cleansing-foam-cleanse-strengthen?productId=pimprod2013292
10057,xlsImpprod5780158,hair,travel size, ,Not Your Mother's,Travel Size Clean Freak Dry Shampoo,https://www.ulta.com/travel-size-clean-freak-dry-shampoo?productId=xlsImpprod5780158
10058,pimprod2015372,hair,shampoo & conditioner, ,Alterna,My Hair My Canvas Another Day Dry Shampoo,https://www.ulta.com/my-hair-my-canvas-another-day-dry-shampoo?productId=pimprod2015372
10059,xlsImpprod12151181,hair,shampoo & conditioner, ,AG Hair,Simply Dry Shampoo,https://www.ulta.com/simply-dry-shampoo?productId=xlsImpprod12151181
10060,pimprod2005570,hair,travel size, ,IGK,Travel Size Jet Lag Invisible Dry Shampoo,https://www.ulta.com/travel-size-jet-lag-invisible-dry-shampoo?productId=pimprod2005570
10061,xlsImpprod16541081,hair,shampoo & conditioner, ,Sexy Hair,Travel Size Big Sexy Hair Dry Shampoo,https://www.ulta.com/travel-size-big-sexy-hair-dry-shampoo?productId=xlsImpprod16541081
10062,xlsImpprod17771669,hair,shampoo & conditioner, ,OGX,Tea Tree Mint Dry Shampoo,https://www.ulta.com/tea-tree-mint-dry-shampoo?productId=xlsImpprod17771669
10063,xlsImpprod16651039,hair,shampoo & conditioner, ,Paul Mitchell,Invisiblewear Blonde Dry Shampoo,https://www.ulta.com/invisiblewear-blonde-dry-shampoo?productId=xlsImpprod16651039
10064,xlsImpprod18851304,hair,shampoo & conditioner, ,Kenra Professional,Refresh Dry Shampoo Foam,https://www.ulta.com/refresh-dry-shampoo-foam?productId=xlsImpprod18851304
10065,pimprod2005397,hair,shampoo & conditioner, ,Alterna,Travel Size Caviar Professional Styling Sheer Dry Shampoo,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2005397
10066,xlsImpprod18141057,hair,shampoo & conditioner, ,L'anza,Healing Style Dry Shampoo,https://www.ulta.com/healing-style-dry-shampoo?productId=xlsImpprod18141057
10067,pimprod2014314,hair,shampoo & conditioner, ,Tresemme,Between Washes Fresh & Clean Dry Shampoo,https://www.ulta.com/between-washes-fresh-clean-dry-shampoo?productId=pimprod2014314
10068,pimprod2004656,skin care,korean skin care, ,DEARPACKER,5 Minutes Daily Mask,https://www.ulta.com/5-minutes-daily-mask?productId=pimprod2004656
10069,pimprod2010592,hair,shampoo & conditioner, ,Captain Blankenship,Dry Shampoo,https://www.ulta.com/dry-shampoo?productId=pimprod2010592
10070,pimprod2016389,hair,shampoo & conditioner, ,Tyme,BigTYME Root Lift Powder,https://www.ulta.com/bigtyme-root-lift-powder?productId=pimprod2016389
10071,xlsImpprod14811089,hair,travel size, ,Klorane,Travel Size Dry Shampoo with Oat Milk for All Hair Types,https://www.ulta.com/travel-size-dry-shampoo-with-oat-milk-all-hair-types?productId=xlsImpprod14811089
10072,pimprod2014263,hair,shampoo & conditioner, ,OGX,Charcoal Detox Purifying Dry Shampoo,https://www.ulta.com/charcoal-detox-purifying-dry-shampoo?productId=pimprod2014263
10073,pimprod2010698,hair,travel size, ,Kenra Professional,Travel Essentials Bag,https://www.ulta.com/travel-essentials-bag?productId=pimprod2010698
10074,pimprod2007257,hair,travel size, ,Sun Bum,Travel Size Dry Shampoo,https://www.ulta.com/travel-size-dry-shampoo?productId=pimprod2007257
10075,xlsImpprod17821155,hair,shampoo & conditioner, ,Manic Panic,Hair Refresher,https://www.ulta.com/hair-refresher?productId=xlsImpprod17821155
10076,xlsImpprod15911027,hair,travel size, ,Drybar,Travel Size Detox Whipped Dry Shampoo Foam,https://www.ulta.com/travel-size-detox-whipped-dry-shampoo-foam?productId=xlsImpprod15911027
10077,pimprod2015608,hair,travel size, ,dpHUE,Travel Size Apple Cider Vinegar Dry Shampoo Powder,https://www.ulta.com/travel-size-apple-cider-vinegar-dry-shampoo-powder?productId=pimprod2015608
10078,xlsImpprod17741147,hair,shampoo & conditioner, ,Not Your Mother's,Travel Size Plump For Joy Body Building Dry Shampoo,https://www.ulta.com/travel-size-plump-joy-body-building-dry-shampoo?productId=xlsImpprod17741147
10079,pimprod2005566,hair,travel size, ,IGK,Travel Size Direct Flight Multi-Tasking Matcha Dry Shampoo,https://www.ulta.com/travel-size-direct-flight-multi-tasking-matcha-dry-shampoo?productId=pimprod2005566
10080,pimprod2017671,hair,shampoo & conditioner, ,Pirette,Invisible Dry Shampoo,https://www.ulta.com/invisible-dry-shampoo?productId=pimprod2017671
10081,xlsImpprod18371007,hair,shampoo & conditioner, ,OGX,Travel Size Argan Oil of Moracco Dry Shampoo,https://www.ulta.com/travel-size-argan-oil-of-moracco-dry-shampoo?productId=xlsImpprod18371007
10082,xlsImpprod14811093,hair,travel size, ,Klorane,Travel Size Dry Shampoo with Oat Milk for Brown to Dark Hair,https://www.ulta.com/travel-size-dry-shampoo-with-oat-milk-brown-dark-hair?productId=xlsImpprod14811093
10083,xlsImpprod4570049,hair,travel size, ,Psssst!,Travel Size Dry Shampoo,https://www.ulta.com/travel-size-dry-shampoo?productId=xlsImpprod4570049
10084,pimprod2014312,hair,hair color,color care,Tresemme,Between Washes Brunette Dry Shampoo,https://www.ulta.com/between-washes-brunette-dry-shampoo?productId=pimprod2014312
10085,pimprod2014333,hair,styling products,volume & texture,Tresemme,Between Washes Volumizing Dry Shampoo,https://www.ulta.com/between-washes-volumizing-dry-shampoo?productId=pimprod2014333
10086,xlsImpprod18371005,hair,shampoo & conditioner, ,OGX,Travel Size Coconut Miracle Oil Dry Shampoo,https://www.ulta.com/travel-size-coconut-miracle-oil-dry-shampoo?productId=xlsImpprod18371005
10087,xlsImpprod18201071,hair,travel size, ,Klorane,Travel Size Dry Shampoo with Nettle Natural Tint for Oily and Dark Shades of Hair,https://www.ulta.com/travel-size-dry-shampoo-with-nettle-natural-tint-oily-dark-shades-of-hair?productId=xlsImpprod18201071
10088,pimprod2005647,hair,shampoo & conditioner, ,Psssst!,Scalp Care Dry Shampoo,https://www.ulta.com/scalp-care-dry-shampoo?productId=pimprod2005647
10089,xlsImpprod13031211,hair,travel size, ,Chi,Travel Size Dry Shampoo,https://www.ulta.com/travel-size-dry-shampoo?productId=xlsImpprod13031211
10090,xlsImpprod16401273,hair,shampoo & conditioner, ,Not Your Mother's,Travel Size Clean Freak Refreshing Dry Shampoo,https://www.ulta.com/travel-size-clean-freak-refreshing-dry-shampoo?productId=xlsImpprod16401273
10091,xlsImpprod18851282,hair,styling products,volume & texture,Redken,Travel Size Dry Shampoo Paste 05,https://www.ulta.com/travel-size-dry-shampoo-paste-05?productId=xlsImpprod18851282
10092,xlsImpprod14771013,hair,travel size, ,Unwash,Travel Size Dry Cleanser,https://www.ulta.com/travel-size-dry-cleanser?productId=xlsImpprod14771013
10093,xlsImpprod15941163,hair,travel size, ,Aquage,Travel Size Dry Shampoo,https://www.ulta.com/travel-size-dry-shampoo?productId=xlsImpprod15941163
10094,xlsImpprod6390023,hair,travel size, ,Sebastian,Travel Size Dry Clean Only,https://www.ulta.com/travel-size-dry-clean-only?productId=xlsImpprod6390023
10095,pimprod2005298,men,hair, ,Duke Cannon Supply Co,News Anchor Quick Fix Dry Shampoo,https://www.ulta.com/news-anchor-quick-fix-dry-shampoo?productId=pimprod2005298
10096,pimprod2010594,hair,travel size, ,Captain Blankenship,Travel Size Dry Shampoo,https://www.ulta.com/travel-size-dry-shampoo?productId=pimprod2010594
10097,pimprod2006888,hair,styling products,volume & texture,n:p beautiful,Volumizing Dry Shampoo,https://www.ulta.com/volumizing-dry-shampoo?productId=pimprod2006888
10098,pimprod2012637,hair,shampoo & conditioner, ,Beachwaver Co.,Second Chance Dry Shampoo,https://www.ulta.com/second-chance-dry-shampoo?productId=pimprod2012637
10099,pimprod2014109,hair,shampoo & conditioner, ,Got 2b,Fresh It Up Instant Refresh Dry Shampoo,https://www.ulta.com/fresh-it-up-instant-refresh-dry-shampoo?productId=pimprod2014109
10100,pimprod2017871,hair,shampoo & conditioner, ,Klorane,Detox Dry Shampoo with Aquatic Mint,https://www.ulta.com/detox-dry-shampoo-with-aquatic-mint?productId=pimprod2017871
10101,xlsImpprod15941165,hair,shampoo & conditioner, ,Aquage,SeaExtend Silkening Oil Foam,https://www.ulta.com/seaextend-silkening-oil-foam?productId=xlsImpprod15941165
10102,pimprod2017872,hair,travel size, ,Klorane,Travel Size Detox Dry Shampoo with Aquatic Mint,https://www.ulta.com/travel-size-detox-dry-shampoo-with-aquatic-mint?productId=pimprod2017872
10103,xlsImpprod17731051,hair,shampoo & conditioner, ,Noughty,1 hit Wonder Co-Wash Cleansing Conditioner,https://www.ulta.com/1-hit-wonder-co-wash-cleansing-conditioner?productId=xlsImpprod17731051
10104,xlsImpprod10271267,hair,travel size, ,Paul Mitchell,Travel Size Original The Conditioner,https://www.ulta.com/travel-size-original-conditioner?productId=xlsImpprod10271267
10105,pimprod2005489,hair,shampoo & conditioner, ,The Good Stuff,Complete Repair Balm Conditioner,https://www.ulta.com/complete-repair-balm-conditioner?productId=pimprod2005489
10106,xlsImpprod14021041,hair,travel size, ,It's A 10,Travel Size Miracle Daily Conditioner,https://www.ulta.com/travel-size-miracle-daily-conditioner?productId=xlsImpprod14021041
10107,xlsImpprod17431003,hair,shampoo & conditioner, ,Hask,UnWined Sauvignon Blanc Deep Conditioner,https://www.ulta.com/unwined-sauvignon-blanc-deep-conditioner?productId=xlsImpprod17431003
10108,pimprod2017805,hair,travel size, ,Pureology,Travel Size Strength Cure Blonde Purple Conditioner,https://www.ulta.com/travel-size-strength-cure-blonde-purple-conditioner?productId=pimprod2017805
10109,pimprod2014338,hair,travel size, ,Joico,Travel Size Moisture Recovery Conditioner,https://www.ulta.com/travel-size-moisture-recovery-conditioner?productId=pimprod2014338
10110,pimprod2017903,hair,shampoo & conditioner, ,Hempz,CBD 490mg On One Condition Ultra-Hydrating Herbal Conditioner,https://www.ulta.com/cbd-490mg-on-one-condition-ultra-hydrating-herbal-conditioner?productId=pimprod2017903
10111,xlsImpprod14771041,hair,travel size, ,Living Proof,Travel Size Restore Conditioner,https://www.ulta.com/travel-size-restore-conditioner?productId=xlsImpprod14771041
10112,pimprod2008952,hair,travel size, ,Joico,Travel Size Blonde Life Brightening Conditioner,https://www.ulta.com/travel-size-blonde-life-brightening-conditioner?productId=pimprod2008952
10113,pimprod2014745,hair,hair color,color care,Brite,Rose Gold Conditioner,https://www.ulta.com/rose-gold-conditioner?productId=pimprod2014745
10114,xlsImpprod17771971,hair,shampoo & conditioner, ,Love Beauty and Planet,Planet Hope and Repair Coconut Oil & Ylang Ylang Conditioner,https://www.ulta.com/planet-hope-repair-coconut-oil-ylang-ylang-conditioner?productId=xlsImpprod17771971
10115,pimprod2014499,hair,shampoo & conditioner, ,Love Beauty and Planet,Charcoal & Bergamot Delightful Detox Conditioner,https://www.ulta.com/charcoal-bergamot-delightful-detox-conditioner?productId=pimprod2014499
10116,pimprod2005495,hair,treatment,leave-in treatment,The Good Stuff,Weightless Protect Mist Conditioner,https://www.ulta.com/weightless-protect-mist-conditioner?productId=pimprod2005495
10117,pimprod2005351,hair,shampoo & conditioner, ,Klorane,Protective Conditioner With Aquatic Mint,https://www.ulta.com/protective-conditioner-with-aquatic-mint?productId=pimprod2005351
10118,pimprod2007765,hair,shampoo & conditioner, ,We Are Paradoxx,Secret Weapon 3-in-1 Conditioner,https://www.ulta.com/secret-weapon-3-in-1-conditioner?productId=pimprod2007765
10119,pimprod2009726,hair,travel size, ,PATTERN,Travel Size Heavy Conditioner - For Coilies,https://www.ulta.com/travel-size-heavy-conditioner-coilies?productId=pimprod2009726
10120,xlsImpprod15781061,hair,shampoo & conditioner, ,Rusk,PlatinumX Conditioner,https://www.ulta.com/platinumx-conditioner?productId=xlsImpprod15781061
10121,xlsImpprod10112082,hair,shampoo & conditioner, ,L'anza,Healing Remedy Scalp Balancing Conditioner,https://www.ulta.com/healing-remedy-scalp-balancing-conditioner?productId=xlsImpprod10112082
10122,pimprod2013093,hair,shampoo & conditioner, ,ACURE,Daily Workout Watermelon & Blood Orange Conditioner,https://www.ulta.com/daily-workout-watermelon-blood-orange-conditioner?productId=pimprod2013093
10123,pimprod2005145,hair,shampoo & conditioner, ,Mane Club,Bad Attitude 5-In-1 Deep Conditioner,https://www.ulta.com/bad-attitude-5-in-1-deep-conditioner?productId=pimprod2005145
10124,pimprod2014193,hair,shampoo & conditioner, ,John Frieda,Detox & Repair Conditioner,https://www.ulta.com/detox-repair-conditioner?productId=pimprod2014193
10125,pimprod2015560,hair,shampoo & conditioner, ,AG Hair,Vita C Conditioner,https://www.ulta.com/vita-c-conditioner?productId=pimprod2015560
10126,pimprod2004619,hair,shampoo & conditioner, ,L'anza,Healing ColorCare De-Brass Blue Conditioner,https://www.ulta.com/healing-colorcare-de-brass-blue-conditioner?productId=pimprod2004619
10127,pimprod2005899,hair,shampoo & conditioner, ,Nexxus,Color Assure Cleansing Conditioner,https://www.ulta.com/color-assure-cleansing-conditioner?productId=pimprod2005899
10128,pimprod2014452,hair,hair color,color care,Brite,Silver Conditioner,https://www.ulta.com/silver-conditioner?productId=pimprod2014452
10129,xlsImpprod2490059,hair,shampoo & conditioner, ,AG Hair,Therapy Conditioner Light Protein-Enriched Conditioner,https://www.ulta.com/therapy-conditioner-light-protein-enriched-conditioner?productId=xlsImpprod2490059
10130,pimprod2015768,hair,travel size, ,Redken,Travel Size Extreme Length Conditioner,https://www.ulta.com/travel-size-extreme-length-conditioner?productId=pimprod2015768
10131,xlsImpprod17731049,hair,shampoo & conditioner, ,Noughty,Blondie Locks Blonde Enhancing Conditioner,https://www.ulta.com/blondie-locks-blonde-enhancing-conditioner?productId=xlsImpprod17731049
10132,pimprod2005492,hair,shampoo & conditioner, ,The Good Stuff,Intensive Nourish Cream Conditioner,https://www.ulta.com/intensive-nourish-cream-conditioner?productId=pimprod2005492
10133,pimprod2017808,hair,travel size, ,Pureology,Travel Size Strength Cure Conditioner,https://www.ulta.com/travel-size-strength-cure-conditioner?productId=pimprod2017808
10134,xlsImpprod18571081,hair,shampoo & conditioner, ,Paul Mitchell,Tea Tree Special Color Conditioner,https://www.ulta.com/tea-tree-special-color-conditioner?productId=xlsImpprod18571081
10135,xlsImpprod11511007,hair,travel size, ,Tigi,Travel Size Bed Head Urban Antidotes Resurrection Conditioner,https://www.ulta.com/travel-size-bed-head-urban-antidotes-resurrection-conditioner?productId=xlsImpprod11511007
10136,xlsImpprod15511055,hair,travel size, ,Redken,Travel Size Extreme Conditioner,https://www.ulta.com/travel-size-extreme-conditioner?productId=xlsImpprod15511055
10137,pimprod2002025,hair,shampoo & conditioner, ,Pura d'or,Curl Therapy Conditioner,https://www.ulta.com/curl-therapy-conditioner?productId=pimprod2002025
10138,xlsImpprod16681007,hair,shampoo & conditioner, ,SheaMoisture,100% Virgin Coconut Oil Daily Hydration Conditioner,https://www.ulta.com/100-virgin-coconut-oil-daily-hydration-conditioner?productId=xlsImpprod16681007
10139,xlsImpprod17431011,hair,shampoo & conditioner, ,Hask,UnWined Provence Rosé Deep Conditioner,https://www.ulta.com/unwined-provence-rose-deep-conditioner?productId=xlsImpprod17431011
10140,pimprod2017415,hair,treatment, ,Bosley,BosRevive Non Color-Treated Hair Volumizing Conditioner,https://www.ulta.com/bosrevive-non-color-treated-hair-volumizing-conditioner?productId=pimprod2017415
10141,xlsImpprod1750021,hair,travel size, ,Redken,Travel Size Color Extend Conditioner,https://www.ulta.com/travel-size-color-extend-conditioner?productId=xlsImpprod1750021
10142,pimprod2017209,hair,shampoo & conditioner, ,NatureLab. Tokyo,Perfect Repair Conditioner Refill,https://www.ulta.com/perfect-repair-conditioner-refill?productId=pimprod2017209
10143,pimprod2013782,hair,shampoo & conditioner, ,Derma E,Thickening Conditioner,https://www.ulta.com/thickening-conditioner?productId=pimprod2013782
10144,xlsImpprod16431065,hair,shampoo & conditioner, ,Noughty,Care Taker Scalp Soothing Conditioner,https://www.ulta.com/care-taker-scalp-soothing-conditioner?productId=xlsImpprod16431065
10145,pimprod2005147,hair,shampoo & conditioner, ,Mane Club,Expert Procrastinator 5-In-1 Deep Conditioner,https://www.ulta.com/expert-procrastinator-5-in-1-deep-conditioner?productId=pimprod2005147
10146,pimprod2013125,hair,hair color,color care,ACURE,Wave & Curl Color Wellness Conditioner,https://www.ulta.com/wave-curl-color-wellness-conditioner?productId=pimprod2013125
10147,pimprod2014506,hair,shampoo & conditioner, ,Derma E,Volume & Shine Restoring Conditioner,https://www.ulta.com/volume-shine-restoring-conditioner?productId=pimprod2014506
10148,xlsImpprod10271271,hair,travel size, ,Paul Mitchell,Travel Size Original The Detangler,https://www.ulta.com/travel-size-original-detangler?productId=xlsImpprod10271271
10149,pimprod2015625,hair,shampoo & conditioner, ,Pura d'or,ColorHarmony Purple Conditioner,https://www.ulta.com/colorharmony-purple-conditioner?productId=pimprod2015625
10150,xlsImpprod15721045,hair,kid's haircare, ,SoCozy,Cinch Super Hydrating Conditioner,https://www.ulta.com/cinch-super-hydrating-conditioner?productId=xlsImpprod15721045
10151,pimprod2017801,hair,travel size, ,Pureology,Travel Size Smooth Perfection Conditioner,https://www.ulta.com/travel-size-smooth-perfection-conditioner?productId=pimprod2017801
10152,pimprod2017797,hair,travel size, ,Pureology,Travel Size Nanoworks Gold Conditioner,https://www.ulta.com/travel-size-nanoworks-gold-conditioner?productId=pimprod2017797
10153,xlsImpprod11511011,hair,travel size, ,Tigi,Travel Size Bed Head Urban Antidotes Recovery Conditioner,https://www.ulta.com/travel-size-bed-head-urban-antidotes-recovery-conditioner?productId=xlsImpprod11511011
10154,xlsImpprod15721029,hair,kid's haircare, ,SoCozy,Curl Conditioner for Kids,https://www.ulta.com/curl-conditioner-kids?productId=xlsImpprod15721029
10155,pimprod2017211,hair,shampoo & conditioner, ,NatureLab. Tokyo,Perfect Smooth Conditioner Refill,https://www.ulta.com/perfect-smooth-conditioner-refill?productId=pimprod2017211
10156,pimprod2005146,hair,shampoo & conditioner, ,Mane Club,Wild Thang 5-In-1 Deep Conditioner,https://www.ulta.com/wild-thang-5-in-1-deep-conditioner?productId=pimprod2005146
10157,xlsImpprod10271164,hair,travel size, ,Paul Mitchell,Travel Size Color Protect Conditioner,https://www.ulta.com/travel-size-color-protect-conditioner?productId=xlsImpprod10271164
10158,xlsImpprod10711333,men,hair, ,Every Man Jack,2 in 1 Thickening Shampoo + Conditioner,https://www.ulta.com/2-in-1-thickening-shampoo-conditioner?productId=xlsImpprod10711333
10159,pimprod2013087,hair,shampoo & conditioner, ,ACURE,Curiously Clarifying Conditioner,https://www.ulta.com/curiously-clarifying-conditioner?productId=pimprod2013087
10160,pimprod2005257,hair,shampoo & conditioner, ,Pura d'or,Healing Conditioner,https://www.ulta.com/healing-conditioner?productId=pimprod2005257
10161,xlsImpprod17731047,hair,shampoo & conditioner, ,Noughty,Volumising Conditioner,https://www.ulta.com/volumising-conditioner?productId=xlsImpprod17731047
10162,xlsImpprod18321197,hair,shampoo & conditioner, ,Neuma,neuBlonde Detangling Rinse,https://www.ulta.com/neublonde-detangling-rinse?productId=xlsImpprod18321197
10163,pimprod2005142,hair,shampoo & conditioner, ,Mane Club,Cry Baby 5-In-1 Deep Conditioner,https://www.ulta.com/cry-baby-5-in-1-deep-conditioner?productId=pimprod2005142
10164,pimprod2008669,hair,shampoo & conditioner, ,Voir,Sunset Rituals: Signature Conditioner,https://www.ulta.com/sunset-rituals-signature-conditioner?productId=pimprod2008669
10165,pimprod2017504,hair,shampoo & conditioner, ,ArtNaturals LUXE,Tea Tree Oil Conditioner,https://www.ulta.com/tea-tree-oil-conditioner?productId=pimprod2017504
10166,pimprod2013119,hair,shampoo & conditioner, ,ACURE,Juice Cleanse Supergreens & Adaptogens Conditioner,https://www.ulta.com/juice-cleanse-supergreens-adaptogens-conditioner?productId=pimprod2013119
10167,xlsImpprod3920523,hair,travel size, ,OGX,Trial Size Renewing Argan Oil Of Morocco Conditioner,https://www.ulta.com/trial-size-renewing-argan-oil-of-morocco-conditioner?productId=xlsImpprod3920523
10168,pimprod2017499,hair,hair color,color care,ArtNaturals LUXE,Purple Conditioner,https://www.ulta.com/purple-conditioner?productId=pimprod2017499
10169,pimprod2017902,hair,shampoo & conditioner, ,Hempz,CBD 170mg On One Condition Ultra-Hydrating Herbal Conditioner,https://www.ulta.com/cbd-170mg-on-one-condition-ultra-hydrating-herbal-conditioner?productId=pimprod2017902
10170,pimprod2005143,hair,shampoo & conditioner, ,Mane Club,Babe Alert 5-In-1 Deep Conditioner,https://www.ulta.com/babe-alert-5-in-1-deep-conditioner?productId=pimprod2005143
10171,pimprod2016245,hair,travel size, ,FEKKAI,Travel Size Brilliant Gloss Conditioner,https://www.ulta.com/travel-size-brilliant-gloss-conditioner?productId=pimprod2016245
10172,pimprod2013101,hair,hair color,color care,ACURE,Ionic Blonde Color Wellness Conditioner,https://www.ulta.com/ionic-blonde-color-wellness-conditioner?productId=pimprod2013101
10173,xlsImpprod14702615,hair,travel size, ,Drybar,Travel Size Mr. Incredible The Ultimate Leave-In Conditioner,https://www.ulta.com/travel-size-mr-incredible-ultimate-leave-in-conditioner?productId=xlsImpprod14702615
10174,xlsImpprod16541055,men,hair, ,Sebastian,Travel Size Drench Conditioner,https://www.ulta.com/travel-size-drench-conditioner?productId=xlsImpprod16541055
10175,xlsImpprod6481564,hair,travel size, ,DevaCurl,Travel Size One Condition Original Daily Cream Conditioner,https://www.ulta.com/travel-size-one-condition-original-daily-cream-conditioner?productId=xlsImpprod6481564
10176,pimprod2013528,hair,shampoo & conditioner, ,Grow Gorgeous,Volume Bodifying Conditioner,https://www.ulta.com/volume-bodifying-conditioner?productId=pimprod2013528
10177,pimprod2003494,hair,shampoo & conditioner, ,Wella,Invigo Blonde Recharge Warm Blonde Purple Conditioner,https://www.ulta.com/invigo-blonde-recharge-warm-blonde-purple-conditioner?productId=pimprod2003494
10178,pimprod2014967,hair,shampoo & conditioner, ,Authentic Beauty Concept,Replenish Conditioner,https://www.ulta.com/replenish-conditioner?productId=pimprod2014967
