ulta_id,product_id,main_category,sub_category,sub_sub_category,brand,product,url
0,xlsImpprod5770263,makeup,face, ,It Cosmetics,Bye Bye Redness Neutralizing Color-Correcting Concealer Cream,https://www.ulta.com/bye-bye-redness-neutralizing-color-correcting-concealer-cream?productId=xlsImpprod5770263
1,xlsImpprod15711051,makeup,face, ,L.A. Girl,HD Pro Concealer,https://www.ulta.com/hd-pro-concealer?productId=xlsImpprod15711051
2,xlsImpprod14491009,makeup,face, ,Urban Decay Cosmetics,Naked Skin Color Correcting Fluid,https://www.ulta.com/naked-skin-color-correcting-fluid?productId=xlsImpprod14491009
3,xlsImpprod3590053,makeup,face, ,Smashbox,Photo Finish Reduce Redness Primer,https://www.ulta.com/photo-finish-reduce-redness-primer?productId=xlsImpprod3590053
4,xlsImpprod10791925,makeup,face, ,Clinique,Redness Solutions Makeup Broad Spectrum SPF 15 with Probiotic Technology,https://www.ulta.com/redness-solutions-makeup-broad-spectrum-spf-15-with-probiotic-technology?productId=xlsImpprod10791925
5,xlsImpprod12011171,makeup,gifts & value sets,makeup palettes,NYX Professional Makeup,Color Correcting Concealer,https://www.ulta.com/color-correcting-concealer?productId=xlsImpprod12011171
6,xlsImpprod3590051,makeup,face, ,Smashbox,Photo Finish Even Skintone Peach Primer,https://www.ulta.com/photo-finish-even-skintone-peach-primer?productId=xlsImpprod3590051
7,xlsImpprod11861071,makeup,gifts & value sets,makeup palettes,NYX Professional Makeup,3C Conceal Correct Contour Palette,https://www.ulta.com/3c-conceal-correct-contour-palette?productId=xlsImpprod11861071
8,xlsImpprod14021283,makeup,gifts & value sets,makeup palettes,Stila,Correct and Perfect All-In-One Color Correcting Palette,https://www.ulta.com/correct-perfect-all-in-one-color-correcting-palette?productId=xlsImpprod14021283
9,xlsImpprod16211179,makeup,face, ,Maybelline,FaceStudio Master Camo Color Correcting Pen,https://www.ulta.com/facestudio-master-camo-color-correcting-pen?productId=xlsImpprod16211179
10,xlsImpprod13621085,makeup,face, ,NYX Professional Makeup,Color Correcting Liquid Primer,https://www.ulta.com/color-correcting-liquid-primer?productId=xlsImpprod13621085
11,pimprod2012834,makeup,face, ,No7,Dark Circle Corrector,https://www.ulta.com/dark-circle-corrector?productId=pimprod2012834
12,xlsImpprod16031107,makeup,face, ,Lancôme,Teint Idole Ultra Wear Camouflage Corrector,https://www.ulta.com/teint-idole-ultra-wear-camouflage-corrector?productId=xlsImpprod16031107
13,xlsImpprod3280313,makeup,face, ,NYX Professional Makeup,Studio Perfect Primer in Green,https://www.ulta.com/studio-perfect-primer-in-green?productId=xlsImpprod3280313
14,xlsImpprod15451035,makeup,gifts & value sets,makeup palettes,J.Cat Beauty,Color Corrector Quad Spectrum Palette,https://www.ulta.com/color-corrector-quad-spectrum-palette?productId=xlsImpprod15451035
15,xlsImpprod17491097,makeup,face, ,Clarins,SOS Primer,https://www.ulta.com/sos-primer?productId=xlsImpprod17491097
16,xlsImpprod16241034,makeup,gifts & value sets,makeup palettes,Lottie London,Colour Clique Colour Correcting Palette,https://www.ulta.com/colour-clique-colour-correcting-palette?productId=xlsImpprod16241034
17,pimprod2008123,makeup,face, ,Peter Thomas Roth,Skin to Die For Redness-Reducing Treatment Primer,https://www.ulta.com/skin-die-redness-reducing-treatment-primer?productId=pimprod2008123
18,pimprod2006895,makeup,face, ,Indeed Labs,Nanoblur Colour Corrector,https://www.ulta.com/nanoblur-colour-corrector?productId=pimprod2006895
19,pimprod2007469,makeup,face, ,Urban Decay Cosmetics,Stay Naked Pro Customizer - Color Corrector,https://www.ulta.com/stay-naked-pro-customizer-color-corrector?productId=pimprod2007469
20,xlsImpprod5770257,makeup,face, ,It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257
21,xlsImpprod12251079,makeup,face, ,It Cosmetics,CC+ Cream Illumination SPF 50+,https://www.ulta.com/cc-cream-illumination-spf-50?productId=xlsImpprod12251079
22,xlsImpprod4980083,makeup,face, ,Tarte,BB Tinted Treatment 12 Hour Primer Broad Spectrum SPF 30,https://www.ulta.com/bb-tinted-treatment-12-hour-primer-broad-spectrum-spf-30?productId=xlsImpprod4980083
23,pimprod2013015,makeup,face, ,It Cosmetics,Mini CC+ Cream with SPF 50+,https://www.ulta.com/mini-cc-cream-with-spf-50?productId=pimprod2013015
24,xlsImpprod10791855,makeup,face, ,Clinique,Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,https://www.ulta.com/moisture-surge-cc-cream-hydrating-colour-corrector-broad-spectrum-spf-30?productId=xlsImpprod10791855
25,xlsImpprod6470091,makeup,face, ,bareMinerals,Prime Time BB Primer-Cream Daily Defense Broad Spectrum SPF 30,https://www.ulta.com/prime-time-bb-primer-cream-daily-defense-broad-spectrum-spf-30?productId=xlsImpprod6470091
26,pimprod2005371,makeup,face, ,Hey Honey,Trick & Treat CC² Active Propolis Color Correcting Cream,https://www.ulta.com/trick-treat-cc-active-propolis-color-correcting-cream?productId=pimprod2005371
27,xlsImpprod4280137,makeup,face, ,Smashbox,Camera Ready BB Cream Broad Spectrum SPF 35,https://www.ulta.com/camera-ready-bb-cream-broad-spectrum-spf-35?productId=xlsImpprod4280137
28,xlsImpprod4480195,makeup,face, ,Maybelline,Dream Fresh BB Cream 8-In-1 Skin Perfector,https://www.ulta.com/dream-fresh-bb-cream-8-in-1-skin-perfector?productId=xlsImpprod4480195
29,xlsImpprod4930069,makeup,face, ,Juice Beauty,STEM CELLULAR CC Cream SPF 30,https://www.ulta.com/stem-cellular-cc-cream-spf-30?productId=xlsImpprod4930069
30,xlsImpprod14161013,makeup,face, ,CoverGirl,Clean Matte BB Cream,https://www.ulta.com/clean-matte-bb-cream?productId=xlsImpprod14161013
31,pimprod2004243,makeup,face, ,Lancôme,UV Expert Mineral Sunscreen CC Cream SPF 50,https://www.ulta.com/uv-expert-mineral-sunscreen-cc-cream-spf-50?productId=pimprod2004243
32,pimprod2012933,makeup,face, ,Clinique,Dramatically Different Moisturizing BB-Gel,https://www.ulta.com/dramatically-different-moisturizing-bb-gel?productId=pimprod2012933
33,xlsImpprod17761877,makeup,face, ,COOLA,Rosilliance Organic BB+ Skin Tint SPF 30,https://www.ulta.com/rosilliance-organic-bb-skin-tint-spf-30?productId=xlsImpprod17761877
34,xlsImpprod10721037,makeup,face, ,Maybelline,Dream Pure BB Cream 8-in-1 Skin Perfector,https://www.ulta.com/dream-pure-bb-cream-8-in-1-skin-perfector?productId=xlsImpprod10721037
35,pimprod2004088,makeup,face, ,jane iredale,Glow Time Full Coverage Mineral BB Cream,https://www.ulta.com/glow-time-full-coverage-mineral-bb-cream?productId=pimprod2004088
36,xlsImpprod18101183,makeup,face, ,IPKN,Moist & Firm BB Cream,https://www.ulta.com/moist-firm-bb-cream?productId=xlsImpprod18101183
37,xlsImpprod10791853,makeup,face, ,Clinique,Age Defense BB Cream Broad Spectrum SPF 30,https://www.ulta.com/age-defense-bb-cream-broad-spectrum-spf-30?productId=xlsImpprod10791853
38,xlsImpprod6380153,makeup,face, ,NYX Professional Makeup,BB Cream,https://www.ulta.com/bb-cream?productId=xlsImpprod6380153
39,xlsImpprod4480171,makeup,face, ,L'Oréal,Studio Secrets Magic Skin Beautifier B.B. Cream,https://www.ulta.com/studio-secrets-magic-skin-beautifier-bb-cream?productId=xlsImpprod4480171
40,pimprod2006600,makeup,face, ,Bali Body,BB Cream SPF15,https://www.ulta.com/bb-cream-spf15?productId=pimprod2006600
41,pimprod2005688,skin care,korean skin care, ,Erborian,CC Crème,https://www.ulta.com/cc-creme?productId=pimprod2005688
42,xlsImpprod4960053,makeup,face, ,Garnier,SkinActive Miracle Skin Perfector BB Cream Oily/Combo Skin,https://www.ulta.com/skinactive-miracle-skin-perfector-bb-cream-oilycombo-skin?productId=xlsImpprod4960053
43,pimprod2002972,makeup,face, ,Kiehl's Since 1851,Skin Tone Correcting & Beautifying BB Cream SPF 50,https://www.ulta.com/skin-tone-correcting-beautifying-bb-cream-spf-50?productId=pimprod2002972
44,xlsImpprod13871063,makeup,face, ,Pacifica,Alight Multi-Mineral BB Cream,https://www.ulta.com/alight-multi-mineral-bb-cream?productId=xlsImpprod13871063
45,xlsImpprod5540023,makeup,face, ,Garnier,SkinActive Miracle Skin Perfector BB Cream Anti-Aging,https://www.ulta.com/skinactive-miracle-skin-perfector-bb-cream-anti-aging?productId=xlsImpprod5540023
46,pimprod2016791,makeup,face, ,Catrice,Clean ID Hydro BB Cream,https://www.ulta.com/clean-id-hydro-bb-cream?productId=pimprod2016791
47,xlsImpprod14271013,makeup,face, ,Burt's Bees,BB Cream with SPF 15,https://www.ulta.com/bb-cream-with-spf-15?productId=xlsImpprod14271013
48,xlsImpprod10821034,makeup,face, ,L'Oréal,Magic Skin Beautifier BB Cream Anti-Redness,https://www.ulta.com/magic-skin-beautifier-bb-cream-anti-redness?productId=xlsImpprod10821034
49,pimprod2005693,skin care,korean skin care, ,Erborian,BB Crème,https://www.ulta.com/bb-creme?productId=pimprod2005693
50,pimprod2005691,skin care,korean skin care, ,Erborian,CC Red Correct,https://www.ulta.com/cc-red-correct?productId=pimprod2005691
51,xlsImpprod5780154,makeup,face, ,Dermadoctor,DD Cream Dermatologically Defining BB Cream Broad Spectrum SPF 30,https://www.ulta.com/dd-cream-dermatologically-defining-bb-cream-broad-spectrum-spf-30?productId=xlsImpprod5780154
52,xlsImpprod12101007,makeup,face, ,Exuviance,Skin Caring BB Fluid with Sunscreen Broad Spectrum SPF 50 PA++++,https://www.ulta.com/skin-caring-bb-fluid-with-sunscreen-broad-spectrum-spf-50-pa?productId=xlsImpprod12101007
53,pimprod2017406,makeup,face, ,Erborian,BB Crayon Concealer & Touch-Up Stick,https://www.ulta.com/bb-crayon-concealer-touch-up-stick?productId=pimprod2017406
54,pimprod2006566,makeup,face, ,Derma E,Tinted Moisturizing BB Cream with SPF 30+,https://www.ulta.com/tinted-moisturizing-bb-cream-with-spf-30?productId=pimprod2006566
55,pimprod2015577,makeup,travel size, ,Erborian,Travel Size CC Crème,https://www.ulta.com/travel-size-cc-creme?productId=pimprod2015577
56,pimprod2015578,makeup,travel size, ,Erborian,Travel Size BB Crème,https://www.ulta.com/travel-size-bb-creme?productId=pimprod2015578
57,xlsImpprod14521141,makeup,face, ,e.l.f. Cosmetics,BB Cream SPF 20,https://www.ulta.com/bb-cream-spf-20?productId=xlsImpprod14521141
58,xlsImpprod10821036,makeup,face, ,L'Oréal,Magic Skin Beautifier BB Cream Anti- Fatigue,https://www.ulta.com/magic-skin-beautifier-bb-cream-anti-fatigue?productId=xlsImpprod10821036
59,pimprod2006971,makeup,face, ,KIKO Milano,New Green Me BB Cream,https://www.ulta.com/new-green-me-bb-cream?productId=pimprod2006971
60,xlsImpprod17451093,makeup,face,face primer,NYX Professional Makeup,Total Control Drop Primer,https://www.ulta.com/total-control-drop-primer?productId=xlsImpprod17451093
61,pimprod2010131,makeup,face,blush,Ofra Cosmetics,Rendezvous Pressed Blush,https://www.ulta.com/rendezvous-pressed-blush?productId=pimprod2010131
62,xlsImpprod14371025,makeup,face,face powder,NYX Professional Makeup,#NoFilter Finishing Powder,https://www.ulta.com/nofilter-finishing-powder?productId=xlsImpprod14371025
63,pimprod2009114,skin care,travel size, ,EVE LOM,Travel Size Cleanser,https://www.ulta.com/travel-size-cleanser?productId=pimprod2009114
64,pimprod2004104,skin care,cleansers, ,jane iredale,Magic Mitt,https://www.ulta.com/magic-mitt?productId=pimprod2004104
65,xlsImpprod14521227,skin care,cleansers, ,e.l.f. Cosmetics,Makeup Remover Cleansing Cloths Single Pack,https://www.ulta.com/makeup-remover-cleansing-cloths-single-pack?productId=xlsImpprod14521227
66,xlsImpprod14521143,makeup,face,foundation,e.l.f. Cosmetics,HD Mattifying Cream Foundation,https://www.ulta.com/hd-mattifying-cream-foundation?productId=xlsImpprod14521143
67,pimprod2005772,makeup,face,highlighter,e.l.f. Cosmetics,Metallic Powder Flare Highlighter,https://www.ulta.com/metallic-powder-flare-highlighter?productId=pimprod2005772
68,pimprod2005660,makeup,face,bronzer,Elcie Cosmetics,The Bronzer,https://www.ulta.com/bronzer?productId=pimprod2005660
69,pimprod2003500,makeup,face,highlighter,ICONIC LONDON,Multiglow,https://www.ulta.com/multiglow?productId=pimprod2003500
70,xlsImpprod15361145,makeup,face,face primer,L'Oréal,Visible Lift Radiance Booster,https://www.ulta.com/visible-lift-radiance-booster?productId=xlsImpprod15361145
71,xlsImpprod17631319,makeup,face,face primer,FLOWER Beauty,In Your Prime Hydrating Primer,https://www.ulta.com/in-your-prime-hydrating-primer?productId=xlsImpprod17631319
72,xlsImpprod17481045,makeup,face,highlighter,CoverGirl,Vitalist Healthy Glow Highlighter,https://www.ulta.com/vitalist-healthy-glow-highlighter?productId=xlsImpprod17481045
73,pimprod2013797,makeup,face,concealer,ZOEVA,Authentik Skin Perfector Retouch Concealer,https://www.ulta.com/authentik-skin-perfector-retouch-concealer?productId=pimprod2013797
74,xlsImpprod15971029,makeup,face,face primer,J.Cat Beauty,Mattifying Face Primer,https://www.ulta.com/mattifying-face-primer?productId=xlsImpprod15971029
75,pimprod2014389,bath & body,bath & body accessories, ,Lime Crime,Body Lite,https://www.ulta.com/body-lite?productId=pimprod2014389
76,pimprod2008556,makeup,face,face powder,W3LL PEOPLE,Bio Baked Brightener Powder,https://www.ulta.com/bio-baked-brightener-powder?productId=pimprod2008556
77,pimprod2013363,makeup,gifts & value sets, ,Catrice,Rose Vibes Only Luminice Highlight & Blush Glow Palette,https://www.ulta.com/rose-vibes-only-luminice-highlight-blush-glow-palette?productId=pimprod2013363
78,pimprod2014521,makeup,face,highlighter,Au Naturale,The All-Glowing Creme Highlighter,https://www.ulta.com/all-glowing-creme-highlighter?productId=pimprod2014521
79,pimprod2017206,makeup,travel size, ,e.l.f. Cosmetics,Travel Size Illuminating Face Primer,https://www.ulta.com/travel-size-illuminating-face-primer?productId=pimprod2017206
80,pimprod2003313,makeup,gifts & value sets, ,L.A. Girl,Moonlight Magic Highlight Palette,https://www.ulta.com/moonlight-magic-highlight-palette?productId=pimprod2003313
81,xlsImpprod18821077,makeup,gifts & value sets, ,Sleek MakeUP,Copperplate Highlighting Palette,https://www.ulta.com/copperplate-highlighting-palette?productId=xlsImpprod18821077
82,pimprod2003974,makeup,face,blush,SMITH & CULT,Flash Flush Powder Blush,https://www.ulta.com/flash-flush-powder-blush?productId=pimprod2003974
83,636,makeup,face,blush,CoverGirl,Classic Color Blush,https://www.ulta.com/classic-color-blush?productId=636
84,pimprod2008558,makeup,face,bronzer,W3LL PEOPLE,Bio Bronzer Powder,https://www.ulta.com/bio-bronzer-powder?productId=pimprod2008558
85,pimprod2016915,makeup,face,face primer,Lottie London,Coconut Primer,https://www.ulta.com/coconut-primer?productId=pimprod2016915
86,pimprod2004121,makeup,face,setting spray,jane iredale,Balance Hydration Spray,https://www.ulta.com/balance-hydration-spray?productId=pimprod2004121
87,pimprod2004376,makeup,face,face primer,Winky Lux,Whipped Cream Primer,https://www.ulta.com/whipped-cream-primer?productId=pimprod2004376
88,xlsImpprod15401069,makeup,face,face primer,PÜR,Get A Grip Endurance Eyeshadow Primer,https://www.ulta.com/get-a-grip-endurance-eyeshadow-primer?productId=xlsImpprod15401069
89,pimprod2000980,makeup,face,highlighter,PYT Beauty,Radiant Powder Highlighter,https://www.ulta.com/radiant-powder-highlighter?productId=pimprod2000980
90,pimprod2008594,makeup,face,setting spray,Ofra Cosmetics,Rodeo Drive Anniversary Face & Body Mist,https://www.ulta.com/rodeo-drive-anniversary-face-body-mist?productId=pimprod2008594
91,pimprod2016781,makeup,face,contouring,Catrice,Sculpt Squad Contouring Palette,https://www.ulta.com/sculpt-squad-contouring-palette?productId=pimprod2016781
92,pimprod2009906,makeup,face,face primer,I Heart Revolution,Banana Split Radiance Primer,https://www.ulta.com/banana-split-radiance-primer?productId=pimprod2009906
93,pimprod2015524,makeup,face,highlighter,PÜR,CBD Glass Glow Highlighter,https://www.ulta.com/cbd-glass-glow-highlighter?productId=pimprod2015524
94,xlsImpprod17721245,skin care,cleansers, ,J.Cat Beauty,Waterproof Makeup Remover,https://www.ulta.com/waterproof-makeup-remover?productId=xlsImpprod17721245
95,xlsImpprod17071445,makeup,face,face primer,Amazing Cosmetics,Illuminate Primer Highlighter,https://www.ulta.com/illuminate-primer-highlighter?productId=xlsImpprod17071445
96,pimprod2015260,makeup,face,highlighter,NYX Professional Makeup,California Beamin' Face & Body Liquid Highlighter,https://www.ulta.com/california-beamin-face-body-liquid-highlighter?productId=pimprod2015260
97,pimprod2017207,makeup,travel size, ,e.l.f. Cosmetics,Travel Size Brightening Lavender Face Primer,https://www.ulta.com/travel-size-brightening-lavender-face-primer?productId=pimprod2017207
98,pimprod2009369,skin care,korean skin care, ,VDL,Velvet Blur Primer,https://www.ulta.com/velvet-blur-primer?productId=pimprod2009369
99,pimprod2014197,makeup,face,face primer,Grown Alchemist,Anti Pollution Primer,https://www.ulta.com/anti-pollution-primer?productId=pimprod2014197
100,pimprod2018009,skin care,travel size, ,Velour Lashes,Travel Size Lash Clean Oil-Free Makeup Remover,https://www.ulta.com/travel-size-lash-clean-oil-free-makeup-remover?productId=pimprod2018009
101,xlsImpprod17951079,makeup,face,highlighter,Winky Lux,Travel Size Charm Holographic Highlighter,https://www.ulta.com/travel-size-charm-holographic-highlighter?productId=xlsImpprod17951079
102,pimprod2004109,makeup,face,setting spray,jane iredale,Lemongrass Love Hydration Spray,https://www.ulta.com/lemongrass-love-hydration-spray?productId=pimprod2004109
103,xlsImpprod12011175,makeup,face,face primer,NYX Professional Makeup,HD Studio Photogenic Primer Base,https://www.ulta.com/hd-studio-photogenic-primer-base?productId=xlsImpprod12011175
104,xlsImpprod15091013,makeup,face,face powder,CoverGirl,Outlast All-Day Matte Finishing Powder,https://www.ulta.com/outlast-all-day-matte-finishing-powder?productId=xlsImpprod15091013
105,pimprod2006704,makeup,face,face primer,Ofra Cosmetics,Rays Of Light Bronzing Primer,https://www.ulta.com/rays-of-light-bronzing-primer?productId=pimprod2006704
106,xlsImpprod14251035,makeup,face, ,Tarte,Shape Tape Concealer,https://www.ulta.com/shape-tape-concealer?productId=xlsImpprod14251035
107,xlsImpprod15251325,makeup,face, ,NARS,Radiant Creamy Concealer,https://www.ulta.com/radiant-creamy-concealer?productId=xlsImpprod15251325
108,xlsImpprod17591091,makeup,face,foundation,Physicians Formula,The Healthy Foundation SPF 20,https://www.ulta.com/healthy-foundation-spf-20?productId=xlsImpprod17591091
109,pimprod2016780,makeup,gifts & value sets, ,Catrice,Glow Squad Highlighter Palette,https://www.ulta.com/glow-squad-highlighter-palette?productId=pimprod2016780
110,xlsImpprod5770259,makeup,face, ,It Cosmetics,Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer,https://www.ulta.com/bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer?productId=xlsImpprod5770259
111,xlsImpprod18631033,makeup,face, ,Too Faced,Born This Way Super Coverage Multi-Use Sculpting Concealer,https://www.ulta.com/born-this-way-super-coverage-multi-use-sculpting-concealer?productId=xlsImpprod18631033
112,pimprod2005671,makeup,face, ,PÜR,4-In-1 Love Your Selfie Longwear Foundation & Concealer,https://www.ulta.com/4-in-1-love-your-selfie-longwear-foundation-concealer?productId=pimprod2005671
113,pimprod2009198,makeup,travel size, ,Tarte,Travel Size Shape Tape Concealer,https://www.ulta.com/travel-size-shape-tape-concealer?productId=pimprod2009198
114,xlsImpprod12021005,makeup,face, ,Clinique,Beyond Perfecting Foundation + Concealer,https://www.ulta.com/beyond-perfecting-foundation-concealer?productId=xlsImpprod12021005
115,pimprod2017443,makeup,face, ,Clinique,Even Better All-Over Concealer + Eraser,https://www.ulta.com/even-better-all-over-concealer-eraser?productId=pimprod2017443
116,xlsImpprod3280315,makeup,face,face primer,NYX Professional Makeup,Studio Perfect Primer in Lavender,https://www.ulta.com/studio-perfect-primer-in-lavender?productId=xlsImpprod3280315
117,pimprod2011646,makeup,face,face primer,Physicians Formula,Mineral Primer,https://www.ulta.com/mineral-primer?productId=pimprod2011646
118,pimprod2005694,skin care,korean skin care, ,Erborian,Extra Matte Shine Control Primer,https://www.ulta.com/extra-matte-shine-control-primer?productId=pimprod2005694
119,xlsImpprod15921222,makeup,face, ,MAC,Pro Longwear Concealer,https://www.ulta.com/pro-longwear-concealer?productId=xlsImpprod15921222
120,xlsImpprod17951065,makeup,face,bronzer,Winky Lux,Mocha Coffee Bronzer,https://www.ulta.com/mocha-coffee-bronzer?productId=xlsImpprod17951065
121,xlsImpprod17081403,makeup,gifts & value sets, ,Lime Crime,Blossoms Hi-Lite Palette,https://www.ulta.com/blossoms-hi-lite-palette?productId=xlsImpprod17081403
122,pimprod2007167,makeup,face,highlighter,Tarte,Tarte-LIT Chrome Paint Highlighter,https://www.ulta.com/tarte-lit-chrome-paint-highlighter?productId=pimprod2007167
123,xlsImpprod14641503,makeup,face, ,Estée Lauder,Double Wear Stay-in-Place Flawless Wear Concealer,https://www.ulta.com/double-wear-stay-in-place-flawless-wear-concealer?productId=xlsImpprod14641503
124,xlsImpprod3490149,makeup,face, ,Maybelline,Instant Age Rewind Eraser Dark Circle Treatment Concealer,https://www.ulta.com/instant-age-rewind-eraser-dark-circle-treatment-concealer?productId=xlsImpprod3490149
125,xlsImpprod15711057,makeup,face,highlighter,L.A. Girl,Strobe Lite Strobing Powder,https://www.ulta.com/strobe-lite-strobing-powder?productId=xlsImpprod15711057
126,pimprod2012404,makeup,face,concealer,Stila,Pixel Perfect Concealer,https://www.ulta.com/pixel-perfect-concealer?productId=pimprod2012404
127,pimprod2017223,makeup,face,highlighter,Winky Lux,Shimmer Up Face & Body Shimmer Stick,https://www.ulta.com/shimmer-up-face-body-shimmer-stick?productId=pimprod2017223
128,pimprod2008990,makeup,face,face powder,Physicians Formula,Mineral Wear 3-in-1 Setting Powder,https://www.ulta.com/mineral-wear-3-in-1-setting-powder?productId=pimprod2008990
129,xlsImpprod11881009,makeup,face, ,BECCA Cosmetics,Under Eye Brightening Corrector,https://www.ulta.com/under-eye-brightening-corrector?productId=xlsImpprod11881009
130,pimprod2006968,makeup,face,blush,KIKO Milano,New Green Me Blush,https://www.ulta.com/new-green-me-blush?productId=pimprod2006968
131,pimprod2006580,makeup,face,bronzer,Winky Lux,Espresso Coffee Bronzer,https://www.ulta.com/espresso-coffee-bronzer?productId=pimprod2006580
132,pimprod2002833,makeup,face,setting spray,beautyblender,Re-Dew Set & Refresh Spray,https://www.ulta.com/re-dew-set-refresh-spray?productId=pimprod2002833
133,pimprod2018443,makeup,face,face primer,PEACH & LILY,Skin Shield Blurring Primer,https://www.ulta.com/skin-shield-blurring-primer?productId=pimprod2018443
134,pimprod2017916,makeup,face,face powder,Makeup Revolution,Conceal & Define Infinite Universal Pressed Powder,https://www.ulta.com/conceal-define-infinite-universal-pressed-powder?productId=pimprod2017916
135,pimprod2013966,skin care,cleansers, ,Teami Blends,Organic Makeup Remover Cloths,https://www.ulta.com/organic-makeup-remover-cloths?productId=pimprod2013966
136,pimprod2018326,makeup,face,setting spray,I Heart Revolution,Tasty Peach Mattifying Priming Spray,https://www.ulta.com/tasty-peach-mattifying-priming-spray?productId=pimprod2018326
137,pimprod2015526,skin care,moisturizers,face mist,PÜR,Haze Mist CBD Setting Spray,https://www.ulta.com/haze-mist-cbd-setting-spray?productId=pimprod2015526
138,xlsImpprod12991091,makeup,face, ,bareMinerals,bareSkin Complete Coverage Serum Concealer,https://www.ulta.com/bareskin-complete-coverage-serum-concealer?productId=xlsImpprod12991091
139,pimprod2013395,makeup,face, ,e.l.f. Cosmetics,Hydrating Camo Concealer,https://www.ulta.com/hydrating-camo-concealer?productId=pimprod2013395
140,pimprod2013420,makeup,face, ,ColourPop,Pretty Fresh Hyaluronic Creamy Concealer,https://www.ulta.com/pretty-fresh-hyaluronic-creamy-concealer?productId=pimprod2013420
141,pimprod2007903,makeup,face, ,Benefit Cosmetics,Boi-ing Cakeless Concealer,https://www.ulta.com/boi-ing-cakeless-concealer?productId=pimprod2007903
142,xlsImpprod16241082,makeup,gifts & value sets, ,Lottie London,Shimmer Squad Powder Highlighter Quad,https://www.ulta.com/shimmer-squad-powder-highlighter-quad?productId=xlsImpprod16241082
143,xlsImpprod17681057,makeup,face, ,Makeup Revolution,Conceal & Define Full Coverage Concealer,https://www.ulta.com/conceal-define-full-coverage-concealer?productId=xlsImpprod17681057
144,pimprod2006070,skin care,korean skin care, ,VDL,Online Only Satin Veil Primer,https://www.ulta.com/satin-veil-primer?productId=pimprod2006070
145,xlsImpprod17721243,makeup,face,face primer,J.Cat Beauty,Prime Time Makeup Primer Spray,https://www.ulta.com/prime-time-makeup-primer-spray?productId=xlsImpprod17721243
146,xlsImpprod17971023,makeup,face,face powder,Urban Decay Cosmetics,Naked Skin One & Done Blur On The Run,https://www.ulta.com/naked-skin-one-done-blur-on-run?productId=xlsImpprod17971023
147,pimprod2013364,makeup,gifts & value sets, ,Catrice,Feel Gold Luminice Highlight & Bronze Glow Palette,https://www.ulta.com/feel-gold-luminice-highlight-bronze-glow-palette?productId=pimprod2013364
148,pimprod2012781,makeup,face,highlighter,Lottie London,Diamond Bounce Highlighter,https://www.ulta.com/diamond-bounce-highlighter?productId=pimprod2012781
149,xlsImpprod13591002,makeup,face,highlighter,NYX Professional Makeup,Strobe of Genius,https://www.ulta.com/strobe-of-genius?productId=xlsImpprod13591002
150,pimprod2008734,skin care,cleansers, ,Almay,Biodegradable Longwear Makeup Remover Cleansing Towelettes,https://www.ulta.com/biodegradable-longwear-makeup-remover-cleansing-towelettes?productId=pimprod2008734
151,pimprod2015265,makeup,face,bronzer,Au Naturale,Pure Powder Bronzer,https://www.ulta.com/pure-powder-bronzer?productId=pimprod2015265
152,pimprod2006835,makeup,face, ,Juvia's Place,I Am Magic Concealer,https://www.ulta.com/i-am-magic-concealer?productId=pimprod2006835
153,pimprod2011532,skin care,cleansers, ,Plant Apothecary,Reset Organic Makeup Remover,https://www.ulta.com/reset-organic-makeup-remover?productId=pimprod2011532
154,pimprod2007405,makeup,face, ,SMITH & CULT,CANCELLED Light Diffusing V-Concealer,https://www.ulta.com/cancelled-light-diffusing-v-concealer?productId=pimprod2007405
155,xlsImpprod18541028,makeup,face, ,Tarte,Creaseless Undereye Concealer,https://www.ulta.com/creaseless-undereye-concealer?productId=xlsImpprod18541028
156,xlsImpprod17691279,makeup,face, ,bareMinerals,BAREPRO 16-HR Full Coverage Concealer,https://www.ulta.com/barepro-16-hr-full-coverage-concealer?productId=xlsImpprod17691279
157,pimprod2004300,makeup,face,concealer,Winky Lux,Peeper Perfect Concealer,https://www.ulta.com/peeper-perfect-concealer?productId=pimprod2004300
158,xlsImpprod16031105,makeup,face, ,Lancôme,Teint Idole Ultra Wear Camouflage Concealer,https://www.ulta.com/teint-idole-ultra-wear-camouflage-concealer?productId=xlsImpprod16031105
159,xlsImpprod16251012,makeup,face, ,Benefit Cosmetics,Boi-ing Industrial Strength Concealer,https://www.ulta.com/boi-ing-industrial-strength-concealer?productId=xlsImpprod16251012
160,xlsImpprod12991071,makeup,face, ,Clinique,Beyond Perfecting Powder Foundation + Concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productId=xlsImpprod12991071
161,pimprod2003461,makeup,face, ,Morphe,Fluidity Full-Coverage Concealer,https://www.ulta.com/fluidity-full-coverage-concealer?productId=pimprod2003461
162,xlsImpprod12871043,makeup,face, ,It Cosmetics,Travel Size Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer,https://www.ulta.com/travel-size-bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer?productId=xlsImpprod12871043
