extra_id,ulta_id,date,price,options,rating,no_of_reviews,offers,url,product_id
0,5,01/01/1911,$12.00,,4.00,478.0,,https://www.ulta.com/color-correcting-concealer?productId=xlsImpprod12011171,xlsImpprod12011171
1,89,01/01/1911,$22.00,3 Colors,4.60,39.0,,https://www.ulta.com/radiant-powder-highlighter?productId=pimprod2000980,pimprod2000980
2,154,01/01/1911,$28.00,20 Colors,3.60,17.0,,https://www.ulta.com/cancelled-light-diffusing-v-concealer?productId=pimprod2007405,pimprod2007405
3,197,01/01/1911,$6.00,22 Colors,4.10,5346.0,,https://www.ulta.com/hi-definition-photo-concealer-wand?productId=xlsImpprod3460285,xlsImpprod3460285
4,221,01/01/1911,$9.00,24 Colors,4.30,465.0,,https://www.ulta.com/born-glow-radiant-concealer?productId=pimprod2012326,pimprod2012326
5,279,01/01/1911,$16.00,20 Colors,3.90,104.0,,https://www.ulta.com/see-you-never-concealer?productId=pimprod2009414,pimprod2009414
6,288,01/01/1911,$22.00,,4.70,15.0,,https://www.ulta.com/bali-beach-matte-shimmer-bronzer-duo?productId=pimprod2017376,pimprod2017376
7,314,01/01/1911,$11.49,5 Colors,3.70,15.0,,https://www.ulta.com/full-spectrum-all-day-idol-brightening-concealer?productId=pimprod2002624,pimprod2002624
8,329,01/01/1911,$18.00,11 Colors,4.10,41.0,,https://www.ulta.com/all-over-concealer-stick?productId=pimprod2002578,pimprod2002578
9,343,01/01/1911,$38.00,13 Colors,4.40,448.0,,https://www.ulta.com/bye-bye-foundation-powder?productId=pimprod2006363,pimprod2006363
10,379,01/01/1911,$32.00,,3.10,50.0,,https://www.ulta.com/bye-bye-breakout-powder?productId=xlsImpprod16411279,xlsImpprod16411279
11,440,01/01/1911,$6.74 - $13.49,9 Colors,4.20,13.0,,https://www.ulta.com/full-spectrum-matte-ambition-all-day-powder-foundation?productId=pimprod2002622,pimprod2002622
12,470,01/01/1911,$12.00,4 Colors,3.70,2031.0,,https://www.ulta.com/wonder-stick?productId=xlsImpprod10671003,xlsImpprod10671003
13,578,01/01/1911,$3.99,12 Colors,3.30,66.0,,https://www.ulta.com/love-struck-blusher-bronzer?productId=xlsImpprod13361015,xlsImpprod13361015
14,590,01/01/1911,$28.00,,4.50,2.0,,https://www.ulta.com/pur-x-trolls-world-tour-top-of-charts-face-trio-lipgloss-kit?productId=pimprod2014369,pimprod2014369
15,612,01/01/1911,$7.99,4 Colors,3.70,27.0,,https://www.ulta.com/golden-soleil-baked-bronzer?productId=xlsImpprod13361011,xlsImpprod13361011
16,642,01/01/1911,$39.00,14 Colors,3.90,115.0,,https://www.ulta.com/hide-chic-fluid-foundation?productId=pimprod2007540,pimprod2007540
17,658,01/01/1911,$42.00,42 Colors,4.20,110.0,,https://www.ulta.com/veiled-threat-weightless-micro-blurring-foundation?productId=pimprod2003980,pimprod2003980
18,667,01/01/1911,$16.00,30 Colors,3.60,195.0,Free Gift with Purchase!,https://www.ulta.com/shade-stick-foundation?productId=pimprod2010250,pimprod2010250
19,699,01/01/1911,$15.00,40 Colors,3.70,981.0,,https://www.ulta.com/cant-stop-wont-stop-foundation?productId=xlsImpprod18871063,xlsImpprod18871063
20,738,01/01/1911,$5.99 - $11.99,17 Colors,3.40,73.0,,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productId=pimprod2002621,pimprod2002621
21,753,01/01/1911,$18.00,20 Colors,3.10,151.0,,https://www.ulta.com/like-a-light-skin-tint?productId=pimprod2009411,pimprod2009411
22,771,01/01/1911,$3.74 - $7.49,11 Colors,3.50,501.0,,https://www.ulta.com/clean-makeup-normal-skin?productId=xlsImpprod1860003,xlsImpprod1860003
23,786,01/01/1911,$26.00,,4.40,1163.0,,https://www.ulta.com/highlight-contour-pro-palette?productId=xlsImpprod12011207,xlsImpprod12011207
24,848,01/01/1911,$14.00,6 Colors,4.10,96.0,,https://www.ulta.com/cheek-me-later-cream-blush?productId=pimprod2009410,pimprod2009410
25,944,01/01/1911,$22.00,4 Colors,4.70,44.0,,https://www.ulta.com/everyday-powder-blush?productId=pimprod2000984,pimprod2000984
26,1019,01/01/1911,$17.00,,4.40,154.0,,https://www.ulta.com/bare-with-me-hydrating-jelly-primer?productId=pimprod2005921,pimprod2005921
27,1024,01/01/1911,$14.00,,3.90,1517.0,,https://www.ulta.com/pore-filler?productId=xlsImpprod4141607,xlsImpprod4141607
28,1033,01/01/1911,$10.00,,4.30,104.0,,https://www.ulta.com/bare-with-me-multitasking-spray?productId=pimprod2005920,pimprod2005920
29,1047,01/01/1911,$17.00,,4.50,596.0,,https://www.ulta.com/bare-with-me-cannabis-sativa-daily-moisturizing-primer-spf-30?productId=pimprod2015258,pimprod2015258
30,1052,01/01/1911,$25.00,,4.70,257.0,,https://www.ulta.com/coconut-rose-toner?productId=xlsImpprod17771081,xlsImpprod17771081
31,1245,01/01/1911,$18.00,,3.20,901.0,,https://www.ulta.com/jeffree-star-set-refresh-mist?productId=pimprod2009223,pimprod2009223
32,1266,01/01/1911,$8.50,,4.30,1363.0,,https://www.ulta.com/dewy-finish-makeup-setting-spray?productId=xlsImpprod5050033,xlsImpprod5050033
33,1320,01/01/1911,$9.50,,4.00,419.0,,https://www.ulta.com/radiant-finish-setting-spray?productId=pimprod2011927,pimprod2011927
34,1368,01/01/1911,$28.00,,4.60,971.0,,https://www.ulta.com/coconut-melt?productId=xlsImpprod17771097,xlsImpprod17771097
35,1402,01/01/1911,$18.00,,4.50,125.0,,https://www.ulta.com/coconut-mini-melt?productId=xlsImpprod17771099,xlsImpprod17771099
36,1403,01/01/1911,$32.00,,4.70,238.0,,https://www.ulta.com/coconut-cleansing-oil?productId=xlsImpprod17771095,xlsImpprod17771095
37,1532,01/01/1911,$17.00,4 Colors,4.50,34.0,,https://www.ulta.com/away-we-glow-liquid-booster?productId=xlsImpprod18001141,xlsImpprod18001141
38,1555,01/01/1911,$16.00,2 Colors,4.40,16.0,,https://www.ulta.com/away-we-glow-strobing-cream?productId=xlsImpprod18241083,xlsImpprod18241083
39,1560,01/01/1911,$10.00,2 Colors,4.50,72.0,,https://www.ulta.com/duo-chrome-illuminator?productId=xlsImpprod17081257,xlsImpprod17081257
40,1561,01/01/1911,$8.99,7 Colors,4.10,98.0,,https://www.ulta.com/you-glow-girl-baked-highlighter?productId=xlsImpprod15451043,xlsImpprod15451043
41,1566,01/01/1911,$23.00,,4.60,244.0,,https://www.ulta.com/light-source-illuminating-highlighter?productId=xlsImpprod13811033,xlsImpprod13811033
42,1572,01/01/1911,$3.49,14 Colors,4.50,24.0,,https://www.ulta.com/rockin-night-sparkling-powder?productId=xlsImpprod18201053,xlsImpprod18201053
43,1594,01/01/1911,$10.00,2 Colors,4.30,101.0,,https://www.ulta.com/liquid-illuminator?productId=xlsImpprod15931011,xlsImpprod15931011
44,1656,01/01/1911,$5.99,4 Colors,4.20,5.0,,https://www.ulta.com/3d-glow-pop-holo-stick?productId=pimprod2002000,pimprod2002000
45,1752,01/01/1911,$6.50,,4.70,850.0,,https://www.ulta.com/glitter-primer?productId=xlsImpprod13461011,xlsImpprod13461011
46,1888,01/01/1911,$10.50,2 Colors,3.10,261.0,,https://www.ulta.com/waterproof-amped-lashes-mascara?productId=xlsImpprod14521075,xlsImpprod14521075
47,1915,01/01/1911,$35.00,,4.40,818.0,,https://www.ulta.com/jeffree-star-artistry-palette?productId=pimprod2009305,pimprod2009305
48,1954,01/01/1911,$10.00,8 Colors,4.40,5101.0,,https://www.ulta.com/micro-brow-pencil?productId=xlsImpprod12011193,xlsImpprod12011193
49,1955,01/01/1911,$39.00,,3.50,77.0,,https://www.ulta.com/wired-pressed-pigment-palette?productId=pimprod2013916,pimprod2013916
50,1980,01/01/1911,$7.50,,4.60,2481.0,,https://www.ulta.com/matte-liquid-liner?productId=xlsImpprod12011209,xlsImpprod12011209
51,2005,01/01/1911,$29.00,,4.60,150.0,,https://www.ulta.com/mini-norvina-pro-pigment-palette-vol-1?productId=pimprod2010475,pimprod2010475
52,2040,01/01/1911,$42.00,,4.40,248.0,,https://www.ulta.com/superhero-eye-transforming-anti-aging-super-palette?productId=xlsImpprod16411309,xlsImpprod16411309
53,2143,01/01/1911,$7.00,9 Colors,4.10,1075.0,,https://www.ulta.com/vivid-brights-eyeliner?productId=xlsImpprod13461009,xlsImpprod13461009
54,2151,01/01/1911,$11.00,9 Colors,4.40,679.0,,https://www.ulta.com/fill-fluff-eyebrow-pomade-pencil?productId=pimprod2004905,pimprod2004905
55,2221,01/01/1911,$6.00,,4.00,747.0,,https://www.ulta.com/control-freak-eyebrow-gel?productId=xlsImpprod6380161,xlsImpprod6380161
56,2265,01/01/1911,$7.00,,3.80,1032.0,,https://www.ulta.com/white-liquid-liner?productId=xlsImpprod12011213,xlsImpprod12011213
57,2272,01/01/1911,$10.00,8 Colors,4.40,761.0,,https://www.ulta.com/precision-brow-pencil?productId=xlsImpprod16501105,xlsImpprod16501105
58,2294,01/01/1911,$8.00,16 Colors,4.20,1607.0,,https://www.ulta.com/slide-on-eye-pencil?productId=xlsImpprod3490137,xlsImpprod3490137
59,2356,01/01/1911,$18.00,,4.20,1150.0,,https://www.ulta.com/brights-ultimate-shadow-palette?productId=xlsImpprod13901021,xlsImpprod13901021
60,2359,01/01/1911,$18.00,,4.20,1150.0,,https://www.ulta.com/warm-neutrals-ultimate-shadow-palette?productId=xlsImpprod13901019,xlsImpprod13901019
61,2929,01/01/1911,$55.00,,3.40,8.0,,https://www.ulta.com/hidden-gems-eyeshadow-palette?productId=pimprod2012729,pimprod2012729
62,3080,01/01/1911,$7.99,2 Colors,3.80,4.0,,https://www.ulta.com/full-spectrum-defining-moment-all-day-eyeliner?productId=pimprod2002633,pimprod2002633
63,3082,01/01/1911,$13.99,,4.00,6.0,,https://www.ulta.com/take-me-away-secret-paradise-fantasy-dreamland-21-eyeshadow-palette?productId=pimprod2002014,pimprod2002014
64,3099,01/01/1911,$9.00,6 Colors,3.30,52.0,,https://www.ulta.com/glitter-eye-top-coat?productId=xlsImpprod18201031,xlsImpprod18201031
65,3151,01/01/1911,$5.99,24 Colors,3.90,85.0,,https://www.ulta.com/pris-metal-chrome-eye-mousse?productId=xlsImpprod17401087,xlsImpprod17401087
66,3182,01/01/1911,$6.74 - $13.49,2 Colors,4.00,5.0,,https://www.ulta.com/full-spectrum-so-saturated-shadow-palettes?productId=pimprod2002632,pimprod2002632
67,3364,01/01/1911,$9.49,6 Colors,4.30,3.0,,https://www.ulta.com/full-spectrum-so-saturated-quad-palette?productId=pimprod2002631,pimprod2002631
68,3393,01/01/1911,$6.00,16 Colors,4.80,15.0,,https://www.ulta.com/vanity-goddess-chromatic-pigment?productId=pimprod2002019,pimprod2002019
69,3409,01/01/1911,$7.99,,Sale,,,https://www.ulta.com/limited-edition-festival-life-lash?productId=pimprod2016472,pimprod2016472
70,3428,01/01/1911,$7.99,,5.00,1.0,,https://www.ulta.com/limited-edition-nature-lash?productId=pimprod2016473,pimprod2016473
71,3516,01/01/1911,$3.49,7 Colors,Sale,,,https://www.ulta.com/shine-your-day-shimmery-powder?productId=pimprod2014241,pimprod2014241
72,3593,01/01/1911,$4.00,32 Colors,4.40,3907.0,,https://www.ulta.com/slim-lip-pencil?productId=xlsImpprod2150078,xlsImpprod2150078
73,3649,01/01/1911,$27.00,6 Colors,3.70,85.0,,https://www.ulta.com/velvet-lip-kit?productId=pimprod2004731,pimprod2004731
74,3694,01/01/1911,$5.00,23 Colors,4.60,4937.0,,https://www.ulta.com/butter-gloss?productId=xlsImpprod5050009,xlsImpprod5050009
75,3706,01/01/1911,$6.00,5 Colors,4.50,283.0,,https://www.ulta.com/thisiseverything-lip-oil?productId=xlsImpprod17451051,xlsImpprod17451051
76,3710,01/01/1911,$13.00,3 Colors,4.80,584.0,,https://www.ulta.com/coconut-lip-glossy?productId=xlsImpprod17771093,xlsImpprod17771093
77,3715,01/01/1911,$7.00,6 Colors,3.70,585.0,,https://www.ulta.com/filler-instinct-plumping-lip-polish?productId=pimprod2005919,pimprod2005919
78,3726,01/01/1911,$42.00,,3.90,351.0,,https://www.ulta.com/jeffree-star-eye-brush-collection?productId=pimprod2009321,pimprod2009321
79,3733,01/01/1911,$9.00,13 Colors,4.20,148.0,,https://www.ulta.com/jelly-gloss-lip-gel?productId=pimprod2002816,pimprod2002816
80,3847,01/01/1911,$9.49,14 Colors,4.40,7.0,,https://www.ulta.com/full-spectrum-gloss-idol?productId=pimprod2002630,pimprod2002630
81,3898,01/01/1911,$6.99,6 Colors,3.70,10.0,,https://www.ulta.com/3d-licious-holographic-lip-cream?productId=xlsImpprod17401075,xlsImpprod17401075
82,3949,01/01/1911,$7.00,,4.50,224.0,,https://www.ulta.com/bare-with-me-cannabis-sativa-seed-oil-lip-conditioner?productId=pimprod2006593,pimprod2006593
83,3992,01/01/1911,$16.00,,4.80,105.0,,https://www.ulta.com/coconut-lip-scrubby?productId=pimprod2002288,pimprod2002288
84,4224,01/01/1911,$15.00,,4.80,10.0,,https://www.ulta.com/face-body-brush?productId=pimprod2002741,pimprod2002741
85,4236,01/01/1911,$5.99,3 Colors,5.00,1.0,,https://www.ulta.com/siligo-dual-sided-blender?productId=xlsImpprod17901011,xlsImpprod17901011
86,4294,01/01/1911,$6.99,2 Colors,4.20,25.0,,https://www.ulta.com/silicone-pad-brush-cleaner?productId=xlsImpprod17901015,xlsImpprod17901015
87,4531,01/01/1911,$6.50,22 Colors,4.30,11390.0,,https://www.ulta.com/soft-matte-lip-cream?productId=xlsImpprod3020045,xlsImpprod3020045
88,4555,01/01/1911,$8.00,6 Colors,4.00,629.0,,https://www.ulta.com/filler-instinct-plumping-lip-color?productId=pimprod2015280,pimprod2015280
89,4621,01/01/1911,$9.00,11 Colors,4.20,128.0,,https://www.ulta.com/velvet-matte-liquid-lipstick?productId=pimprod2002820,pimprod2002820
90,4639,01/01/1911,$4.74 - $9.49,20 Colors,4.30,7.0,,https://www.ulta.com/full-spectrum-color-idol-satin-lipstick?productId=pimprod2002628,pimprod2002628
91,4646,01/01/1911,$9.00,12 Colors,4.20,50.0,,https://www.ulta.com/radiant-shine-lipstick?productId=pimprod2001108,pimprod2001108
92,4651,01/01/1911,$9.00,12 Colors,4.10,52.0,,https://www.ulta.com/sheer-lipstick?productId=pimprod2005364,pimprod2005364
93,4659,01/01/1911,$9.49,9 Colors,3.40,12.0,,https://www.ulta.com/full-spectrum-matte-idol-liquid-lipstick?productId=pimprod2002629,pimprod2002629
94,4685,01/01/1911,$9.00,12 Colors,3.70,69.0,,https://www.ulta.com/patent-shine-liquid-lipstick?productId=xlsImpprod18691127,xlsImpprod18691127
95,4699,01/01/1911,$4.99,33 Colors,4.60,14.0,,https://www.ulta.com/scene-stealer-ultra-creamy-lipstick?productId=pimprod2002011,pimprod2002011
96,4772,01/01/1911,$38.00,,5.00,5.0,,https://www.ulta.com/tropical-leaves-deluxe-train-case-set?productId=pimprod2013238,pimprod2013238
97,4774,01/01/1911,$38.00,,4.00,9.0,,https://www.ulta.com/gold-foil-pink-geo-deluxe-train-case-set?productId=pimprod2013249,pimprod2013249
98,4776,01/01/1911,$38.00,,4.30,9.0,,https://www.ulta.com/double-zip-train-case?productId=pimprod2009253,pimprod2009253
99,4784,01/01/1911,$38.00,,4.20,9.0,,https://www.ulta.com/fushsia-pressed-floral-deluxe-train-case?productId=pimprod2013242,pimprod2013242
100,4787,01/01/1911,$58.00,,2.60,5.0,,https://www.ulta.com/elevated-gray-weekender?productId=pimprod2003879,pimprod2003879
101,4789,01/01/1911,$30.00,,5.00,1.0,,https://www.ulta.com/gold-foil-pink-geo-duo-zip-beauty-clutch?productId=pimprod2013248,pimprod2013248
102,4792,01/01/1911,$30.00,,3.70,3.0,,https://www.ulta.com/tropical-leaves-duo-zip-beauty-clutch?productId=pimprod2013237,pimprod2013237
103,4795,01/01/1911,$44.00,,3.70,3.0,,https://www.ulta.com/gold-foil-pink-geo-weekender-set?productId=pimprod2013247,pimprod2013247
104,4805,01/01/1911,$42.00,,4.30,4.0,,https://www.ulta.com/elevated-gray-double-zip-cosmetic-box?productId=pimprod2003882,pimprod2003882
105,4807,01/01/1911,$30.00,,5.00,3.0,,https://www.ulta.com/fushsia-pressed-floral-duo-zip-beauty-clutch?productId=pimprod2013240,pimprod2013240
106,4809,01/01/1911,$22.00,,5.00,1.0,,https://www.ulta.com/tropical-leaves-large-purse-kit?productId=pimprod2013254,pimprod2013254
107,4810,01/01/1911,$22.00,,5.00,2.0,,https://www.ulta.com/gold-foil-pink-geo-large-purse-kit?productId=pimprod2013255,pimprod2013255
108,4814,01/01/1911,$44.00,,2.00,1.0,,https://www.ulta.com/tropical-leaves-weekender-set?productId=pimprod2013243,pimprod2013243
109,4817,01/01/1911,$14.00,,4.70,3.0,,https://www.ulta.com/gold-foil-pink-geo-pencil-case?productId=pimprod2013253,pimprod2013253
110,4818,01/01/1911,$28.00,,Sale,,,https://www.ulta.com/blue-stripe-train-case?productId=pimprod2013259,pimprod2013259
111,4820,01/01/1911,$14.00,,4.50,4.0,,https://www.ulta.com/tropical-leaves-pencil-case?productId=pimprod2013246,pimprod2013246
112,4821,01/01/1911,$12.00,,4.00,1.0,,https://www.ulta.com/blue-stripe-makeup-box?productId=pimprod2013258,pimprod2013258
113,4828,01/01/1911,$44.00,,Sale,,,https://www.ulta.com/fushsia-pressed-floral-weekender-set?productId=pimprod2013236,pimprod2013236
114,4830,01/01/1911,$22.00,,4.70,3.0,,https://www.ulta.com/fushsia-pressed-floral-large-purse-kit?productId=pimprod2013245,pimprod2013245
115,4835,01/01/1911,$30.00,,5.00,1.0,,https://www.ulta.com/tropical-leaves-hanging-valet?productId=pimprod2013244,pimprod2013244
116,4836,01/01/1911,$32.00,,5.00,1.0,,https://www.ulta.com/navy-dual-travel-organizer?productId=pimprod2010783,pimprod2010783
117,4837,01/01/1911,$30.00,,5.00,1.0,,https://www.ulta.com/gold-foil-pink-geo-hanging-valet?productId=pimprod2013252,pimprod2013252
118,4842,01/01/1911,$14.00,,4.50,2.0,,https://www.ulta.com/fushsia-pressed-floral-pencil-case?productId=pimprod2013239,pimprod2013239
119,4848,01/01/1911,$38.00,,Sale,,,https://www.ulta.com/blue-stripe-double-zip-train-case?productId=pimprod2013251,pimprod2013251
120,4849,01/01/1911,$30.00,,5.00,2.0,,https://www.ulta.com/elevated-gray-cosmetic-box?productId=pimprod2003884,pimprod2003884
121,4853,01/01/1911,$49.00,,2.50,2.0,,https://www.ulta.com/holographic-acrylic-case?productId=pimprod2010682,pimprod2010682
122,4855,01/01/1911,$30.00,,5.00,2.0,,https://www.ulta.com/fushsia-pressed-floral-hanging-valet?productId=pimprod2013241,pimprod2013241
123,4858,01/01/1911,$30.00,,5.00,1.0,,https://www.ulta.com/elevated-gray-medium-round-clutch?productId=pimprod2003885,pimprod2003885
124,4859,01/01/1911,$25.00,,5.00,4.0,,https://www.ulta.com/elevated-gray-small-clutch?productId=pimprod2003899,pimprod2003899
125,4866,01/01/1911,$30.00,,3.30,3.0,,https://www.ulta.com/hanging-valet?productId=pimprod2009255,pimprod2009255
126,4871,01/01/1911,$30.00,,Sale,,,https://www.ulta.com/blue-stripe-hanging-valet?productId=pimprod2013256,pimprod2013256
127,4874,01/01/1911,$16.00,,5.00,1.0,,https://www.ulta.com/colorblock-small-round-purse-kit-grey?productId=pimprod2013881,pimprod2013881
128,4911,01/01/1911,$15.00,,4.90,57.0,,https://www.ulta.com/cant-stop-wont-stop-foundation-brush?productId=pimprod2002744,pimprod2002744
129,4922,01/01/1911,$10.00,,4.50,243.0,,https://www.ulta.com/pro-dual-brow-brush?productId=xlsImpprod13361681,xlsImpprod13361681
130,4952,01/01/1911,$48.00,,4.10,39.0,,https://www.ulta.com/heavenly-skin-one-sweep-wonder-brush-705?productId=xlsImpprod15931173,xlsImpprod15931173
131,4973,01/01/1911,$9.00,,4.00,1.0,,https://www.ulta.com/micro-packing-brush?productId=pimprod2012435,pimprod2012435
132,4986,01/01/1911,$79.00,,4.70,488.0,,https://www.ulta.com/sonicblend-antimicrobial-sonic-makeup-brush?productId=xlsImpprod15701007,xlsImpprod15701007
133,5007,01/01/1911,$10.00,,3.00,1.0,,https://www.ulta.com/micro-smudging-brush?productId=pimprod2012434,pimprod2012434
134,5071,01/01/1911,$14.00,,4.50,267.0,,https://www.ulta.com/pro-total-control-drop-foundation-brush?productId=xlsImpprod15361089,xlsImpprod15361089
135,5172,01/01/1911,$29.00,,3.60,12.0,,https://www.ulta.com/mini-seduction-mascara-blush-lipstick-set?productId=pimprod2015284,pimprod2015284
136,5860,01/01/1911,$20.00,,4.80,62.0,,https://www.ulta.com/coconut-melt-wipes?productId=pimprod2011822,pimprod2011822
137,5904,01/01/1911,$31.00,,4.80,1081.0,,https://www.ulta.com/tonique-confort-comforting-hydrating-toner?productId=xlsImpprod3650048,xlsImpprod3650048
138,5990,01/01/1911,$13.99,,4.30,43.0,,https://www.ulta.com/clementine-c-illuminating-toner?productId=xlsImpprod15241164,xlsImpprod15241164
139,6025,01/01/1911,$29.00,,3.10,35.0,,https://www.ulta.com/rose-milk-mist?productId=pimprod2007833,pimprod2007833
140,6036,01/01/1911,$12.99,,3.90,13.0,,https://www.ulta.com/cannacell-hydrating-toner?productId=pimprod2007005,pimprod2007005
141,6038,01/01/1911,$12.99,,4.30,15.0,,https://www.ulta.com/quenching-coconut-milk-firming-toner?productId=xlsImpprod18881019,xlsImpprod18881019
142,6055,01/01/1911,$13.99,,4.40,13.0,,https://www.ulta.com/blossom-leaf-toning-refresher?productId=xlsImpprod15081139,xlsImpprod15081139
143,6221,01/01/1911,$14.99,,3.40,5.0,,https://www.ulta.com/cannacell-xfoliate-scrub?productId=pimprod2007007,pimprod2007007
144,6244,01/01/1911,$27.99,,4.30,87.0,,https://www.ulta.com/cbd-calming-shielding-daily-face-lotion?productId=pimprod2009678,pimprod2009678
145,6262,01/01/1911,$24.99,,5.00,2.0,,https://www.ulta.com/quenching-coconut-water-visibly-firm-day-cream?productId=xlsImpprod18881023,xlsImpprod18881023
146,6398,01/01/1911,$24.99,,3.30,3.0,,https://www.ulta.com/quenching-coconut-milk-youth-firm-night-cream?productId=xlsImpprod18881025,xlsImpprod18881025
147,6480,01/01/1911,$27.99,,5.00,1.0,,https://www.ulta.com/cbd-hydrating-daily-face-cream-achiote-seed?productId=pimprod2017873,pimprod2017873
148,6573,01/01/1911,$19.99,,4.50,23.0,,https://www.ulta.com/cannacell-dreamy-night-cream?productId=pimprod2007003,pimprod2007003
149,6575,01/01/1911,$24.99,,4.40,34.0,,https://www.ulta.com/q10-night-repair-cream?productId=xlsImpprod13762399,xlsImpprod13762399
150,6587,01/01/1911,$27.99,,Sale,,,https://www.ulta.com/cbd-de-stressing-nightly-face-cream-lavender?productId=pimprod2016878,pimprod2016878
151,6643,01/01/1911,$46.00,,4.60,362.0,,https://www.ulta.com/save-face-oil?productId=xlsImpprod17771105,xlsImpprod17771105
152,6825,01/01/1911,$24.99,,4.70,37.0,,https://www.ulta.com/dmae-lift-firm-cream?productId=xlsImpprod13762401,xlsImpprod13762401
153,6944,01/01/1911,$19.99,,3.80,12.0,,https://www.ulta.com/cannacell-happy-day-cream?productId=pimprod2007002,pimprod2007002
154,6987,01/01/1911,$24.99,,4.40,45.0,,https://www.ulta.com/probiotic-c-renewal-cream?productId=xlsImpprod13762403,xlsImpprod13762403
155,6989,01/01/1911,$14.99,,4.40,36.0,,https://www.ulta.com/ultra-sheer-daily-defense-facial-lotion?productId=xlsImpprod13762147,xlsImpprod13762147
156,7179,01/01/1911,$48.00,,4.80,65.0,,https://www.ulta.com/hydra-zen-anti-stress-gel-cream?productId=pimprod2016557,pimprod2016557
157,7213,01/01/1911,$38.00,,4.80,360.0,,https://www.ulta.com/coconut-face-cream?productId=xlsImpprod17771085,xlsImpprod17771085
158,7217,01/01/1911,$45.00,,4.90,16.0,,https://www.ulta.com/hydra-zen-anti-stress-glow-moisturizer?productId=pimprod2016440,pimprod2016440
159,7284,01/01/1911,$25.00,,3.70,3.0,,https://www.ulta.com/coconut-water-moisture-face-cream?productId=pimprod2017079,pimprod2017079
160,7324,01/01/1911,$4.99,,2.70,21.0,,https://www.ulta.com/instant-brighten-tighten-hydro-serum-facial-mask?productId=xlsImpprod15622773,xlsImpprod15622773
161,7394,01/01/1911,$4.99,,3.90,15.0,,https://www.ulta.com/instant-lift-firm-hydro-serum-facial-mask?productId=xlsImpprod15622771,xlsImpprod15622771
162,7411,01/01/1911,$4.99,,3.00,4.0,,https://www.ulta.com/instant-hydration-facial-sheet-mask?productId=xlsImpprod16411093,xlsImpprod16411093
163,7498,01/01/1911,$14.99,,4.30,332.0,,https://www.ulta.com/pumpkin-honey-glycolic-mask?productId=xlsImpprod13762149,xlsImpprod13762149
164,7523,01/01/1911,$4.99,,2.90,11.0,,https://www.ulta.com/instant-pure-pore-facial-sheet-mask?productId=xlsImpprod16411091,xlsImpprod16411091
165,7623,01/01/1911,$24.00,,4.80,109.0,,https://www.ulta.com/tropical-glow-cleanser?productId=pimprod2013971,pimprod2013971
166,7777,01/01/1911,$13.99,,4.70,11.0,,https://www.ulta.com/quenching-coconut-water-firming-cleanser?productId=xlsImpprod18881015,xlsImpprod18881015
167,7860,01/01/1911,$12.99,,4.10,7.0,,https://www.ulta.com/cannacell-cleansing-foam?productId=pimprod2007004,pimprod2007004
168,7907,01/01/1911,$12.99,,4.80,8.0,,https://www.ulta.com/1000-roses-cleansing-foam?productId=xlsImpprod18751479,xlsImpprod18751479
169,8101,01/01/1911,$24.99,,4.40,79.0,,https://www.ulta.com/cbd-calming-balancing-eye-serum?productId=pimprod2009593,pimprod2009593
170,8112,01/01/1911,$19.99,,3.90,36.0,,https://www.ulta.com/luminous-eye-serum?productId=xlsImpprod13762413,xlsImpprod13762413
171,8267,01/01/1911,$28.00,,4.60,294.0,,https://www.ulta.com/starry-eye-balm?productId=pimprod2002294,pimprod2002294
172,8340,01/01/1911,$19.99,,3.50,6.0,,https://www.ulta.com/cannacell-dpuff-eye-cream?productId=pimprod2007008,pimprod2007008
173,8343,01/01/1911,$19.99,,4.10,21.0,,https://www.ulta.com/quenching-coconut-water-eye-lift-cream?productId=xlsImpprod18881027,xlsImpprod18881027
174,8357,01/01/1911,$24.99,,2.80,10.0,,https://www.ulta.com/cbd-defending-cashmere-eye-creme?productId=pimprod2009675,pimprod2009675
175,8738,01/01/1911,$24.99,,4.20,83.0,,https://www.ulta.com/turmeric-enlight-serum?productId=xlsImpprod13762411,xlsImpprod13762411
176,8815,01/01/1911,$24.99,,4.10,92.0,,https://www.ulta.com/cbd-hydrating-hyaluronic-acid-serum?productId=pimprod2009679,pimprod2009679
177,8830,01/01/1911,$19.99,,4.80,4.0,,https://www.ulta.com/cannacell-facial-serum?productId=pimprod2007354,pimprod2007354
178,8852,01/01/1911,$19.99,,4.90,7.0,,https://www.ulta.com/cannacell-pressed-serum?productId=pimprod2007006,pimprod2007006
179,8877,01/01/1911,$24.99,,4.10,7.0,,https://www.ulta.com/quenching-coconut-milk-firming-serum?productId=xlsImpprod18881021,xlsImpprod18881021
180,8893,01/01/1911,$39.00,,4.80,18.0,,https://www.ulta.com/rose-sorbet-cryo-mask?productId=pimprod2007834,pimprod2007834
181,8919,01/01/1911,$14.99,,5.00,5.0,,https://www.ulta.com/quenching-coconut-milk-firming-mask?productId=xlsImpprod18881017,xlsImpprod18881017
182,8953,01/01/1911,$14.99,,4.40,14.0,,https://www.ulta.com/berry-bio-active-enzyme-mask?productId=xlsImpprod15081135,xlsImpprod15081135
183,8998,01/01/1911,$14.99,,3.70,6.0,,https://www.ulta.com/cannacell-glow-mask?productId=pimprod2007009,pimprod2007009
