extra_id,ulta_id,date,price,options,rating,no_of_reviews,offers,url,product_id
4682,3916,08/13/2020,$9.99,6 Colors,3.90,76.0,,https://www.ulta.com/pop-fanatic-vinyl-lip?productId=pimprod2003452,pimprod2003452
4683,3917,08/13/2020,$9.99,,4.30,32.0,,https://www.ulta.com/galaxy-glaze-holographic-liquid-lip-color?productId=xlsImpprod17531285,xlsImpprod17531285
4684,3918,08/13/2020,$16.00,3 Colors,4.30,4.0,,https://www.ulta.com/disco-gloss?productId=xlsImpprod17951071,xlsImpprod17951071
4685,3919,08/13/2020,$7.00,6 Colors,4.00,3.0,,https://www.ulta.com/all-that-glistens-hydrating-lip-gloss?productId=pimprod2010952,pimprod2010952
4686,3920,08/13/2020,$18.00,,3.80,4.0,,https://www.ulta.com/pucker-up-lip-plumping-gloss?productId=xlsImpprod17751157,xlsImpprod17751157
4687,3921,08/13/2020,$6.49,,4.20,6.0,,https://www.ulta.com/lip-foil-iridescent-duo-chrome-lip-topper?productId=xlsImpprod18481005,xlsImpprod18481005
4688,3922,08/13/2020,$7.00,5 Colors,0,,,https://www.ulta.com/shimmer-bomb-lip-gloss?productId=pimprod2018153,pimprod2018153
4689,3923,08/13/2020,$22.00,2 Colors,2.60,25.0,,https://www.ulta.com/phyto-pigments-sheer-lip-gloss?productId=xlsImpprod13581213,xlsImpprod13581213
4690,3924,08/13/2020,$6.00,,3.80,5.0,,https://www.ulta.com/tinted-lip-oil?productId=xlsImpprod17401145,xlsImpprod17401145
4691,3925,08/13/2020,$10.00,2 Colors,0,,,https://www.ulta.com/tuscan-sunshine-holo-lipgloss?productId=pimprod2015326,pimprod2015326
4692,3926,08/13/2020,$3.97,,4.60,33.0,,https://www.ulta.com/holo-duo-chrome-lip-gloss?productId=xlsImpprod16971043,xlsImpprod16971043
4693,3927,08/13/2020,$6.95,2 Colors,0,,,https://www.ulta.com/oil-slick-lip-oil?productId=pimprod2018396,pimprod2018396
4694,3928,08/13/2020,$15.95,,4.00,1.0,,https://www.ulta.com/wunderkiss-satin-lip-oil?productId=xlsImpprod17531315,xlsImpprod17531315
4695,3929,08/13/2020,$2.93,12 Options,0.00,,,https://www.ulta.com/coloricon-zodiac-lip-gloss?productId=pimprod2016362,pimprod2016362
4696,3930,08/13/2020,$9.99,,4.60,11.0,,https://www.ulta.com/miracle-matte-metallic-liquid-lip-color?productId=xlsImpprod17631369,xlsImpprod17631369
4697,3931,08/13/2020,$13.00,4 Colors,0,,Free Gift with Purchase!,https://www.ulta.com/lip-reflect-gloss?productId=pimprod2017841,pimprod2017841
4698,3932,08/13/2020,$13.00,3 Colors,0,,Free Gift with Purchase!,https://www.ulta.com/glass-lip-gloss?productId=pimprod2017839,pimprod2017839
4699,3933,08/13/2020,$24.00,4 Colors,5.00,7.0,,https://www.ulta.com/lip-mate-high-shine-reviving-topper?productId=pimprod2012656,pimprod2012656
4700,3934,08/13/2020,$18.00,,2.90,15.0,,https://www.ulta.com/glam-bible-lip-gloss?productId=pimprod2010847,pimprod2010847
4701,3935,08/13/2020,$26.00,9 Colors,4.70,2933.0,,https://www.ulta.com/labsolu-mademoiselle-lip-balm?productId=pimprod2015320,pimprod2015320
4702,3936,08/13/2020,$16.00,,3.60,2595.0,,https://www.ulta.com/travel-size-lip-injection-extreme-lip-plumper?productId=xlsImpprod15441015,xlsImpprod15441015
4703,3937,08/13/2020,$17.50,,4.50,91.0,"Online Only Purchase $50 in Clinique product and get a Instant Refresh Set (sku 2569576) for $15 (offer valid 8/2/20-8/31/20)!
						

									Free Gift with Purchase!",https://www.ulta.com/moisture-surge-lip-hydro-plump-treatment?productId=pimprod2008736,pimprod2008736
4704,3938,08/13/2020,$18.00,3 Colors,3.60,351.0,,https://www.ulta.com/power-full-plump-lip-balm?productId=pimprod2011829,pimprod2011829
4705,3939,08/13/2020,$9.99,,4.40,108.0,,https://www.ulta.com/rose-butter-lip-mask?productId=pimprod2012888,pimprod2012888
4706,3940,08/13/2020,$39.00,,4.30,154.0,,https://www.ulta.com/double-fix-lips-plumping-vertical-line-treatment?productId=pimprod2008231,pimprod2008231
4707,3941,08/13/2020,$10.00,,3.20,21.0,,https://www.ulta.com/harry-potter-x-ulta-beauty-bewitching-ph-lip-balm?productId=pimprod2017124,pimprod2017124
4708,3942,08/13/2020,$28.00,2 Colors,4.40,158.0,,https://www.ulta.com/afterglow-lip-balm?productId=xlsImpprod18621001,xlsImpprod18621001
4709,3943,08/13/2020,$8.00,6 Scents,4.70,762.0,,https://www.ulta.com/intense-therapy-lip-balm-spf-25?productId=xlsImpprod3730169,xlsImpprod3730169
4710,3944,08/13/2020,$18.50,13 Colors,4.60,2740.0,"Online Only Purchase $50 in Clinique product and get a Instant Refresh Set (sku 2569576) for $15 (offer valid 8/2/20-8/31/20)!
						

									Free Gift with Purchase!",https://www.ulta.com/chubby-stick-moisturizing-lip-colour-balm?productId=xlsImpprod10792013,xlsImpprod10792013
4711,3945,08/13/2020,$16.00,,4.30,374.0,,https://www.ulta.com/lip-sleeping-mask?productId=xlsImpprod17771021,xlsImpprod17771021
4712,3946,08/13/2020,$3.99,7 Scents,3.70,1484.0,,https://www.ulta.com/sunscreen-lip-balm-spf-30?productId=xlsImpprod11941051,xlsImpprod11941051
4713,3947,08/13/2020,$19.00,,4.40,339.0,,https://www.ulta.com/prep-prime-lip-primer?productId=xlsImpprod15921210,xlsImpprod15921210
4714,3948,08/13/2020,$23.00,,4.80,169.0,,https://www.ulta.com/hangover-pillow-balm-ultra-hydrating-lip-treatment?productId=pimprod2011634,pimprod2011634
4715,3950,08/13/2020,$5.00,4 Colors,4.30,18.0,,https://www.ulta.com/ride-die-lip-balm?productId=pimprod2017178,pimprod2017178
4716,3951,08/13/2020,$9.99,,4.40,48.0,,https://www.ulta.com/rose-sugar-scrub?productId=pimprod2012886,pimprod2012886
4717,3952,08/13/2020,$14.00,,3.40,113.0,,https://www.ulta.com/unicorn-fruit-lip-plumping-balm?productId=pimprod2009943,pimprod2009943
4718,3953,08/13/2020,$20.00,5 Colors,4.10,8.0,"Online Only Purchase $50 in Clinique product and get a Instant Refresh Set (sku 2569576) for $15 (offer valid 8/2/20-8/31/20)!
						

									Free Gift with Purchase!",https://www.ulta.com/moisture-surge-pop-triple-lip-balm?productId=pimprod2015393,pimprod2015393
4719,3954,08/13/2020,$14.00,,4.50,403.0,,https://www.ulta.com/glow-yeah-lip-oil?productId=pimprod2009328,pimprod2009328
4720,3955,08/13/2020,$18.00,,4.50,176.0,,https://www.ulta.com/power-full-lip-scrub?productId=pimprod2011838,pimprod2011838
4721,3956,08/13/2020,$4.00,3 Colors,4.20,551.0,,https://www.ulta.com/lip-exfoliator?productId=xlsImpprod14521135,xlsImpprod14521135
4722,3957,08/13/2020,$9.99,,5.00,1.0,,https://www.ulta.com/petal-pout-lip-mask-in-nectar?productId=pimprod2017898,pimprod2017898
4723,3958,08/13/2020,$27.00,6 Colors,3.10,28.0,,https://www.ulta.com/grandelips-hydrating-lip-plumper-gloss-finish?productId=pimprod2003442,pimprod2003442
4724,3959,08/13/2020,$7.99,6 Scents,4.70,150.0,,https://www.ulta.com/fruit-fetish-lip-balm?productId=pimprod2016624,pimprod2016624
4725,3960,08/13/2020,$16.00,4 Colors,4.00,74.0,,https://www.ulta.com/flower-balm?productId=xlsImpprod17161659,xlsImpprod17161659
4726,3961,08/13/2020,$16.95,,4.30,149.0,Free Gift with Purchase!,https://www.ulta.com/original-101-ointment-multipurpose-superbalm-dry-lips-skin-treatment?productId=xlsImpprod14552689,xlsImpprod14552689
4727,3962,08/13/2020,$3.59,15 Scents,4.60,862.0,,https://www.ulta.com/lip-balm?productId=xlsImpprod11731363,xlsImpprod11731363
4728,3963,08/13/2020,$5.99,4 Colors,3.50,131.0,,https://www.ulta.com/tinted-lip-balm-spf-15?productId=xlsImpprod18251001,xlsImpprod18251001
4729,3964,08/13/2020,$12.00,,5.00,15.0,,https://www.ulta.com/ultamint-lip-duo?productId=pimprod2013880,pimprod2013880
4730,3965,08/13/2020,$19.00,8 Colors,4.60,513.0,,https://www.ulta.com/hydra-light-plumping-lip-balm?productId=pimprod2016914,pimprod2016914
4731,3966,08/13/2020,$16.00,,4.00,84.0,,https://www.ulta.com/lip-primer?productId=xlsImpprod13811023,xlsImpprod13811023
4732,3967,08/13/2020,$20.00,,4.50,2.0,,https://www.ulta.com/birthday-recovery-kit?productId=pimprod2017474,pimprod2017474
4733,3968,08/13/2020,$4.99,5 Colors,4.60,641.0,,https://www.ulta.com/kiss-balm-lip-balm?productId=xlsImpprod15361049,xlsImpprod15361049
4734,3969,08/13/2020,$12.00,4 Scents,3.70,55.0,,https://www.ulta.com/sugar-lip-scrub?productId=pimprod2001353,pimprod2001353
4735,3970,08/13/2020,$24.00,4 Colors,4.30,74.0,,https://www.ulta.com/butterstick-lip-treatment-spf-30?productId=pimprod2002970,pimprod2002970
4736,3971,08/13/2020,$11.00,5 Colors,4.70,12.0,,https://www.ulta.com/glow-stick-lip-oil?productId=pimprod2016593,pimprod2016593
4737,3972,08/13/2020,$2.49,6 Colors,4.40,13.0,,https://www.ulta.com/fruit-kiss-caring-lip-balm?productId=pimprod2016946,pimprod2016946
4738,3973,08/13/2020,$16.00,,3.70,27.0,,https://www.ulta.com/rainbow-confetti-lip-balm?productId=pimprod2008674,pimprod2008674
4739,3974,08/13/2020,$19.00,,3.60,5.0,,https://www.ulta.com/hydra-light-plumping-lip-mask?productId=pimprod2016938,pimprod2016938
4740,3975,08/13/2020,$9.99,,4.30,94.0,,https://www.ulta.com/green-goddess-transforming-lip-balm?productId=pimprod2012884,pimprod2012884
4741,3976,08/13/2020,$18.50,8 Colors,4.40,136.0,"Online Only Purchase $50 in Clinique product and get a Instant Refresh Set (sku 2569576) for $15 (offer valid 8/2/20-8/31/20)!
						

									Free Gift with Purchase!",https://www.ulta.com/chubby-stick-intense-moisturizing-lip-colour-balm?productId=xlsImpprod10792015,xlsImpprod10792015
4742,3977,08/13/2020,$9.00,4 Colors,4.70,23.0,Free Gift with Purchase!,https://www.ulta.com/tinted-lip-balm?productId=pimprod2015095,pimprod2015095
4743,3978,08/13/2020,$13.50,,4.50,165.0,Free Gift with Purchase!,https://www.ulta.com/strawberry-101-ointment-multi-balm-dry-lips-treatment?productId=xlsImpprod14552691,xlsImpprod14552691
4744,3979,08/13/2020,$5.49,3 Colors,4.50,929.0,,https://www.ulta.com/tinted-lip-balm?productId=xlsImpprod13611131,xlsImpprod13611131
4745,3980,08/13/2020,$25.00,,4.20,29.0,,https://www.ulta.com/girls-will-be-boys-lipstick-primer?productId=xlsImpprod17611019,xlsImpprod17611019
4746,3981,08/13/2020,$20.00,,3.70,3.0,,https://www.ulta.com/grandelips-plumping-lip-primer?productId=pimprod2008019,pimprod2008019
4747,3982,08/13/2020,$13.00,,4.40,111.0,Free Gift with Purchase!,https://www.ulta.com/lavender-moon-bedtime-lip-treatment?productId=pimprod2014861,pimprod2014861
4748,3983,08/13/2020,$3.99,6 Scents,4.50,72.0,,https://www.ulta.com/cocobalm?productId=xlsImpprod18251003,xlsImpprod18251003
4749,3984,08/13/2020,$20.00,,4.40,107.0,,https://www.ulta.com/lip-therapy-lip-mask?productId=pimprod2006124,pimprod2006124
4750,3985,08/13/2020,$26.00,,4.00,76.0,,https://www.ulta.com/buttermask-lips?productId=pimprod2002961,pimprod2002961
4751,3986,08/13/2020,$8.00,,4.70,53.0,,https://www.ulta.com/mint-lip-balm?productId=pimprod2008047,pimprod2008047
4752,3987,08/13/2020,$15.00,,4.60,7.0,,https://www.ulta.com/all-day-all-night-lip-mask-duo?productId=pimprod2015737,pimprod2015737
4753,3988,08/13/2020,$2.74 - $5.49,4 Scents,4.10,22.0,,https://www.ulta.com/100-natural-shea-lip-balm-2-pack?productId=pimprod2005917,pimprod2005917
4754,3989,08/13/2020,$8.00,,4.30,79.0,,https://www.ulta.com/rose-lip-balm?productId=pimprod2005414,pimprod2005414
4755,3990,08/13/2020,$12.00,2 Colors,4.60,72.0,,https://www.ulta.com/sugar-rush-best-bud-lip-butter-balm?productId=pimprod2004306,pimprod2004306
4756,3991,08/13/2020,$9.00,,4.30,79.0,,https://www.ulta.com/cbd-hydrating-lip-balm?productId=pimprod2004396,pimprod2004396
4757,3993,08/13/2020,$12.00,,4.40,8.0,,https://www.ulta.com/minions-strawberry-banana-lip-balm?productId=pimprod2015364,pimprod2015364
4758,3994,08/13/2020,$20.00,6 Colors,4.50,243.0,Free Gift with Purchase!,https://www.ulta.com/blooming-sheer-lip-balm?productId=pimprod2000551,pimprod2000551
4759,3995,08/13/2020,$6.00,,3.90,52.0,,https://www.ulta.com/joyful-jelly-overnight-lip-mask?productId=pimprod2013209,pimprod2013209
4760,3996,08/13/2020,$10.00,,4.30,487.0,,https://www.ulta.com/lip-balm-1?productId=pimprod2002918,pimprod2002918
4761,3997,08/13/2020,$1.75 - $3.49,3 Scents,4.30,39.0,,https://www.ulta.com/total-hydration-non-tinted-3-in-1-lip-care?productId=pimprod2005881,pimprod2005881
4762,3998,08/13/2020,$13.50,3 Colors,4.30,67.0,Free Gift with Purchase!,https://www.ulta.com/lips-tinted-balm?productId=xlsImpprod15241170,xlsImpprod15241170
4763,3999,08/13/2020,$16.95,,5.00,2.0,Free Gift with Purchase!,https://www.ulta.com/holographic-watermelon-lip-water?productId=xlsImpprod22521009,xlsImpprod22521009
4764,4000,08/13/2020,$16.00,,4.70,144.0,,https://www.ulta.com/pout-prep-lip-exfoliant?productId=xlsImpprod16321390,xlsImpprod16321390
4765,4001,08/13/2020,$9.95,5 Colors,3.80,85.0,,https://www.ulta.com/sheer-lip-tint-conditioner-spf-15-mineral-sunscreen-lip-balm?productId=xlsImpprod15791063,xlsImpprod15791063
4766,4002,08/13/2020,$15.95,,4.60,54.0,Free Gift with Purchase!,https://www.ulta.com/lemonaid-lip-treatment?productId=xlsImpprod15241166,xlsImpprod15241166
4767,4003,08/13/2020,$8.00,,4.50,30.0,,https://www.ulta.com/cherry-shimmer-vegan-care-balm-with-peptides?productId=pimprod2017509,pimprod2017509
4768,4004,08/13/2020,$30.00,,0.00,,,https://www.ulta.com/dewy-kiss-probiotic-lip-serum?productId=pimprod2017540,pimprod2017540
4769,4005,08/13/2020,$16.00,,3.60,5.0,,https://www.ulta.com/lavender-confetti-balm?productId=pimprod2006579,pimprod2006579
4770,4006,08/13/2020,$13.50,,4.20,42.0,Free Gift with Purchase!,https://www.ulta.com/coconutter-101-ointment-multi-balm-dry-lips-skin-treatment?productId=xlsImpprod17911257,xlsImpprod17911257
4771,4007,08/13/2020,$10.99,,4.50,28.0,,https://www.ulta.com/superfruit-lip-balm-4-pack?productId=xlsImpprod11731375,xlsImpprod11731375
4772,4008,08/13/2020,$9.49,5 Colors,3.70,19.0,,https://www.ulta.com/tinted-lip-treatment?productId=pimprod2012168,pimprod2012168
4773,4009,08/13/2020,$21.00,4 Colors,4.30,32.0,,https://www.ulta.com/locked-lit-cbd-lip-balm?productId=pimprod2009789,pimprod2009789
4774,4010,08/13/2020,$9.00,5 Colors,5.00,2.0,"Buy 1, get 1 at 50% off!",https://www.ulta.com/tinted-jelly-balm?productId=pimprod2018124,pimprod2018124
4775,4011,08/13/2020,$32.00,,4.00,25.0,,https://www.ulta.com/sweet-clay-lip-mask?productId=pimprod2002518,pimprod2002518
4776,4012,08/13/2020,$8.00,,4.50,30.0,,https://www.ulta.com/vanilla-sheer-vegan-care-balm-with-cucumber-extract?productId=pimprod2016575,pimprod2016575
4777,4013,08/13/2020,$2.74 - $5.49,4 Scents,4.10,29.0,,https://www.ulta.com/flavorlab-super-soft-shea-lip-balm-duo?productId=pimprod2005918,pimprod2005918
4778,4014,08/13/2020,$10.99,,4.80,1972.0,,https://www.ulta.com/beeswax-lip-balm-4-pack?productId=xlsImpprod11731361,xlsImpprod11731361
4779,4015,08/13/2020,$4.99,6 Colors,4.20,60.0,,https://www.ulta.com/total-hydration-moisture-tint-lip-balm?productId=pimprod2005887,pimprod2005887
4780,4016,08/13/2020,$16.00,,3.50,32.0,,https://www.ulta.com/watermelon-jelly-balm?productId=xlsImpprod18821101,xlsImpprod18821101
4781,4017,08/13/2020,$39.00,,4.50,8.0,Free Gift with Purchase!,https://www.ulta.com/101-ointment-fruities-trio?productId=pimprod2008028,pimprod2008028
4782,4018,08/13/2020,$3.50,3 Colors,2.50,15.0,,https://www.ulta.com/goat-milk-matte-tint-lip-balm?productId=pimprod2014765,pimprod2014765
4783,4019,08/13/2020,$4.99,,3.00,4.0,,https://www.ulta.com/high-beauty-caring-lip-balm?productId=pimprod2016929,pimprod2016929
4784,4020,08/13/2020,$8.00,,4.50,14.0,,https://www.ulta.com/original-multipurpose-soothing-balm?productId=pimprod2015268,pimprod2015268
4785,4021,08/13/2020,$8.00,3 Colors,4.40,54.0,,https://www.ulta.com/highest-gloss-hemp-infused-chronic-shine-lip-gloss-balm?productId=pimprod2008261,pimprod2008261
4786,4022,08/13/2020,$2.99,2 Scents,3.60,42.0,,https://www.ulta.com/spf-30-sunscreen-lip-balm?productId=pimprod2003876,pimprod2003876
4787,4023,08/13/2020,$15.00,,4.60,32.0,,https://www.ulta.com/lip-service?productId=xlsImpprod18061001,xlsImpprod18061001
4788,4024,08/13/2020,$13.50,,4.50,15.0,Free Gift with Purchase!,https://www.ulta.com/peach-101-ointment-multi-balm?productId=pimprod2008029,pimprod2008029
4789,4025,08/13/2020,$3.99,,4.60,19.0,Free Gift with Purchase!,https://www.ulta.com/papaya-vitamin-c-brighter-days-ahead-lip-balm?productId=pimprod2014869,pimprod2014869
4790,4026,08/13/2020,$8.00,,4.50,30.0,,https://www.ulta.com/peach-shimmer-vegan-care-balm-with-jojoba?productId=pimprod2017507,pimprod2017507
4791,4027,08/13/2020,$9.00,4 Colors,4.20,69.0,"Buy 1, get 1 at 50% off!",https://www.ulta.com/radiant-glow-lip-balm?productId=pimprod2007621,pimprod2007621
4792,4028,08/13/2020,$24.00,,4.50,44.0,,https://www.ulta.com/hydra-essentiel-moisture-replenishing-lip-balm?productId=xlsImpprod17771027,xlsImpprod17771027
4793,4029,08/13/2020,$4.49,,4.30,80.0,,https://www.ulta.com/perfect-pout-sleeping-lip-mask?productId=pimprod2013413,pimprod2013413
4794,4030,08/13/2020,$4.00,4 Scents,4.80,51.0,,https://www.ulta.com/organic-natural-lip-balm?productId=pimprod2012448,pimprod2012448
4795,4031,08/13/2020,$15.95,,4.40,54.0,Free Gift with Purchase!,https://www.ulta.com/banana-balm-sheen-3-in-1?productId=xlsImpprod15241168,xlsImpprod15241168
4796,4032,08/13/2020,$9.00,,4.50,19.0,"Buy 1, get 1 at 50% off!",https://www.ulta.com/lip-quench-hydrating-balm?productId=pimprod2013221,pimprod2013221
4797,4033,08/13/2020,$38.00,,4.60,5.0,,https://www.ulta.com/pink-peppermint-lip-treatment-duo?productId=pimprod2011511,pimprod2011511
4798,4034,08/13/2020,$14.00,,4.60,23.0,,https://www.ulta.com/moisture-balm-daytime-lip-mask?productId=pimprod2009721,pimprod2009721
4799,4035,08/13/2020,$5.00,5 Scents,3.90,22.0,"Buy 2, get 1 FREE - Add 3 items to qualify!",https://www.ulta.com/lip-mask-balm?productId=pimprod2013758,pimprod2013758
4800,4036,08/13/2020,$34.00,,4.30,13.0,,https://www.ulta.com/dream-slip?productId=pimprod2002516,pimprod2002516
4801,4037,08/13/2020,$16.95,,4.00,2.0,Free Gift with Purchase!,https://www.ulta.com/lano-lips-minty-lanostick?productId=pimprod2017348,pimprod2017348
4802,4038,08/13/2020,$14.00,5 Colors,4.60,8.0,,https://www.ulta.com/liplift-max?productId=pimprod2013452,pimprod2013452
4803,4039,08/13/2020,$10.00,,4.70,10.0,,https://www.ulta.com/scrub-nourish?productId=pimprod2011993,pimprod2011993
4804,4040,08/13/2020,$16.95,,3.70,16.0,Free Gift with Purchase!,https://www.ulta.com/original-lanostick?productId=pimprod2008038,pimprod2008038
4805,4041,08/13/2020,$8.00,,4.50,30.0,,https://www.ulta.com/rose-shimmer-vegan-care-balm-with-rose-hip?productId=pimprod2017508,pimprod2017508
4806,4042,08/13/2020,$18.00,,5.00,1.0,,https://www.ulta.com/smores-lip-balm?productId=pimprod2017221,pimprod2017221
4807,4043,08/13/2020,$6.99,,4.70,26.0,,https://www.ulta.com/total-hydration-vitamin-enriched-lip-night-serum?productId=pimprod2005886,pimprod2005886
4808,4044,08/13/2020,$14.00,,4.10,8.0,Free Gift with Purchase!,https://www.ulta.com/original-101-ointment-multipurpose-superbalm?productId=pimprod2014321,pimprod2014321
4809,4045,08/13/2020,$6.99,3 Colors,4.50,4.0,,https://www.ulta.com/total-hydration-complete-care-spf-15-color?productId=pimprod2013933,pimprod2013933
4810,4046,08/13/2020,$4.00,,2.50,17.0,,https://www.ulta.com/lemon-cream-lip-balm?productId=xlsImpprod19771110,xlsImpprod19771110
4811,4047,08/13/2020,$17.00,5 Colors,4.60,302.0,,https://www.ulta.com/lipdrink-lip-balm?productId=pimprod2004094,pimprod2004094
4812,4048,08/13/2020,$3.99,,3.30,81.0,Free Gift with Purchase!,https://www.ulta.com/100-virgin-coconut-oil-lip-balm?productId=pimprod2001538,pimprod2001538
4813,4049,08/13/2020,$8.00,,4.50,30.0,,https://www.ulta.com/coconut-sheer-vegan-care-balm-with-probiotics?productId=pimprod2017510,pimprod2017510
4814,4050,08/13/2020,$20.00,,4.30,4.0,,https://www.ulta.com/lip-restore-balm?productId=pimprod2002846,pimprod2002846
4815,4051,08/13/2020,$28.00,,4.10,29.0,,https://www.ulta.com/lip-slip-one-luxe-balm?productId=pimprod2002515,pimprod2002515
4816,4052,08/13/2020,$10.00,,4.00,23.0,"Buy 1, get 1 at 50% off!",https://www.ulta.com/radiant-rose-lip-oil?productId=pimprod2013210,pimprod2013210
4817,4053,08/13/2020,$9.00,,3.40,13.0,"Buy 1, get 1 at 50% off!",https://www.ulta.com/correct-perfect-lip-primer?productId=pimprod2007619,pimprod2007619
4818,4054,08/13/2020,$7.00,2 Colors,3.80,706.0,,https://www.ulta.com/lip-primer?productId=xlsImpprod6380171,xlsImpprod6380171
4819,4055,08/13/2020,$1.75 - $3.49,3 Scents,4.20,19.0,,https://www.ulta.com/total-hydration-100-natural-lip-balm?productId=pimprod2005882,pimprod2005882
4820,4056,08/13/2020,$9.99,5 Colors,3.70,55.0,,https://www.ulta.com/petal-pout-lip-mask?productId=pimprod2003450,pimprod2003450
4821,4057,08/13/2020,$7.99,6 Colors,4.10,20.0,,https://www.ulta.com/color-care-lip-oil-in-stick?productId=pimprod2011935,pimprod2011935
4822,4058,08/13/2020,$16.00,,4.60,16.0,,https://www.ulta.com/ghost-veil-lip-primer?productId=pimprod2007344,pimprod2007344
4823,4059,08/13/2020,$16.95,,4.50,4.0,Free Gift with Purchase!,https://www.ulta.com/lemonaid-scrubba-balm-lip-balm?productId=pimprod2008034,pimprod2008034
4824,4060,08/13/2020,$7.00,3 Colors,4.30,44.0,,https://www.ulta.com/good-vibes-lip-balm-with-cannabis-sativa?productId=pimprod2010004,pimprod2010004
4825,4061,08/13/2020,$16.00,2 Colors,3.50,29.0,,https://www.ulta.com/glimmer-balm?productId=xlsImpprod17161661,xlsImpprod17161661
4826,4062,08/13/2020,$16.95,,4.10,14.0,Free Gift with Purchase!,https://www.ulta.com/baby-rose-gold-101-ointment-balm-tint?productId=pimprod2014769,pimprod2014769
4827,4063,08/13/2020,$9.00,,3.60,30.0,"Buy 1, get 1 at 50% off!",https://www.ulta.com/brown-sugar-lip-scrub?productId=xlsImpprod18691133,xlsImpprod18691133
4828,4064,08/13/2020,$8.00,,4.10,61.0,,https://www.ulta.com/prep-hydrate-balm?productId=xlsImpprod17401131,xlsImpprod17401131
4829,4065,08/13/2020,$6.99,,4.00,5.0,,https://www.ulta.com/high-beam-lip-prep-duo?productId=pimprod2013197,pimprod2013197
4830,4066,08/13/2020,$20.00,,3.90,7.0,,https://www.ulta.com/lip-restore-scrub?productId=pimprod2002845,pimprod2002845
4831,4067,08/13/2020,$24.00,,4.00,27.0,,https://www.ulta.com/butterstick-lip-treatment?productId=pimprod2002901,pimprod2002901
4832,4068,08/13/2020,$14.00,5 Colors,5.00,10.0,,https://www.ulta.com/glo-balm-glossy-lip-balm?productId=pimprod2009488,pimprod2009488
4833,4069,08/13/2020,$7.00,,3.60,48.0,,https://www.ulta.com/thisiseverything-lip-scrub?productId=pimprod2002745,pimprod2002745
4834,4070,08/13/2020,$18.00,,5.00,3.0,,https://www.ulta.com/cross-my-heart-lip-oil?productId=pimprod2015583,pimprod2015583
4835,4071,08/13/2020,$4.49,,3.30,23.0,,https://www.ulta.com/perfect-pout-watermelon-lip-scrub?productId=pimprod2013414,pimprod2013414
4836,4072,08/13/2020,$4.99,,3.20,39.0,,https://www.ulta.com/sweet-lip-scrub?productId=xlsImpprod18871047,xlsImpprod18871047
4837,4073,08/13/2020,$12.00,,4.80,40.0,,https://www.ulta.com/organic-natural-lip-balm-4-flavor-combo-pack?productId=pimprod2012447,pimprod2012447
4838,4074,08/13/2020,$5.99,,4.70,85.0,,https://www.ulta.com/skull-lip-balm-mint-black?productId=xlsImpprod19011087,xlsImpprod19011087
4839,4075,08/13/2020,$10.00,,4.50,4.0,,https://www.ulta.com/shea-butter-multipurpose-soothing-balm?productId=pimprod2015266,pimprod2015266
4840,4076,08/13/2020,$12.00,,4.20,9.0,,https://www.ulta.com/friends-forever-fuchsia-bunny-lip-balm-trio?productId=pimprod2014128,pimprod2014128
4841,4077,08/13/2020,$3.99,,3.70,117.0,Free Gift with Purchase!,https://www.ulta.com/superfruit-complex-shea-butter-lip-balm?productId=xlsImpprod15691717,xlsImpprod15691717
4842,4078,08/13/2020,$5.99,,4.60,48.0,,https://www.ulta.com/geometric-pineapple-lip-balm?productId=xlsImpprod19011091,xlsImpprod19011091
4843,4079,08/13/2020,$3.99,,4.30,50.0,Free Gift with Purchase!,https://www.ulta.com/african-water-mint-ginger-shea-butter-lip-balm?productId=xlsImpprod15691711,xlsImpprod15691711
4844,4080,08/13/2020,$12.00,,4.50,11.0,,https://www.ulta.com/friends-forever-aqua-bunny-lip-balm-set?productId=pimprod2014037,pimprod2014037
4845,4081,08/13/2020,$6.99,,4.30,71.0,,https://www.ulta.com/skin-food-lip-butter?productId=pimprod2005621,pimprod2005621
4846,4082,08/13/2020,$9.99,,4.80,25.0,,https://www.ulta.com/be-well-cbd-sweet-relief-lip-mend?productId=pimprod2006427,pimprod2006427
4847,4083,08/13/2020,$8.49,,4.70,6.0,,https://www.ulta.com/organic-wear-lip-treatment?productId=pimprod2013405,pimprod2013405
4848,4084,08/13/2020,$5.99,10 Colors,4.20,13.0,,https://www.ulta.com/moodflick-holo-stick-lip-balm?productId=pimprod2002007,pimprod2002007
4849,4085,08/13/2020,$20.00,,3.60,8.0,,https://www.ulta.com/cherry-blossom-bakuchiol-resurfacing-lip-repair?productId=pimprod2013907,pimprod2013907
4850,4086,08/13/2020,$3.99,,3.70,93.0,Free Gift with Purchase!,https://www.ulta.com/fruit-fusion-shea-butter-lip-balm?productId=xlsImpprod15691713,xlsImpprod15691713
4851,4087,08/13/2020,$16.00,,5.00,3.0,,https://www.ulta.com/sugared-matcha-lip-scrub?productId=pimprod2004297,pimprod2004297
4852,4088,08/13/2020,$9.00,2 Scents,5.00,1.0,Free Gift with Purchase!,https://www.ulta.com/bomb-diggity-wonder-salve?productId=pimprod2017295,pimprod2017295
4853,4089,08/13/2020,$24.00,,4.00,5.0,,https://www.ulta.com/lip-scrub-sparkling-peach?productId=pimprod2002521,pimprod2002521
4854,4090,08/13/2020,$4.99,,3.40,20.0,,https://www.ulta.com/lip-primer?productId=xlsImpprod18871033,xlsImpprod18871033
