product_id,option,price,sale,available,timestamp
xlsImpprod18031021,Deep (deep skin w/ neutral/yellow undertones),34,1.0,1.0,
xlsImpprod18031021,Deeper (deep skin w/ neutral /cool undertones),34,1.0,1.0,
xlsImpprod18031021,Light Espresso (deeper skin w/ yellow undertones),34,1.0,1.0,
xlsImpprod18031021,Espresso (for deep skin w/ neutral undertones),34,1.0,1.0,
xlsImpprod18031021,Dark Espresso (deeper skin w/ neutral/cool undertones),34,1.0,1.0,
pimprod2020421,"Blanc (very fair, cool undertone)",56,1.0,1.0,
pimprod2020421,"Vanilla (fair, cool undertone)",56,1.0,1.0,
pimprod2020421,"Pearl (fair, neutral undertone)",56,1.0,1.0,
pimprod2020421,"Porcelain (very light, warm undertone)",56,1.0,1.0,
pimprod2020421,"Shell (light, neutral undertone)",56,1.0,1.0,
pimprod2020421,"Buff (light, warm undertone)",56,1.0,1.0,
pimprod2020421,"Bare (light, golden undertone)",56,1.0,1.0,
pimprod2020421,"Bare (light, golden undertone)",56,1.0,1.0,
pimprod2020421,"Ivory (light medium, warm undertone)",56,1.0,1.0,
pimprod2020421,"Nude (light medium, neutral undertone)",56,1.0,0.0,
pimprod2020421,"Golden (light medium, golden undertone)",56,1.0,1.0,
pimprod2020421,"Light Beige (light medium beige, neutral undertone)",56,1.0,1.0,
pimprod2020421,"Warm Amber (medium beige, warm undertone)",56,1.0,1.0,
pimprod2020421,"Sand (medium, golden undertone)",56,1.0,1.0,
pimprod2020421,"Tan (medium, warm undertone)",56,1.0,1.0,
pimprod2020421,"Beige (medium beige, neutral undertone)",56,1.0,1.0,
pimprod2020421,"Honey (medium beige, golden undertone)",56,1.0,1.0,
pimprod2020421,"Golden Amber (medium tan, golden undertone)",56,1.0,1.0,
pimprod2020421,"Warm Beige (medium tan, neutral undertone)",56,1.0,1.0,
pimprod2020421,"Sable (medium deep, neutral undertone)",56,1.0,1.0,
pimprod2020421,"Chestnut (deep, warm undertone)",56,1.0,1.0,
pimprod2020421,"Ebony (deep, golden undertone)",56,1.0,1.0,
pimprod2013225,Fair Warm,16,1.0,1.0,
pimprod2013225,Fair Cool,16,1.0,1.0,
pimprod2013225,Fair to Light Cool,16,1.0,1.0,
pimprod2013225,Fair Neutral,16,1.0,1.0,
pimprod2013225,Fair to Light Neutral,16,1.0,1.0,
pimprod2013225,Fair to Light Warm,16,1.0,1.0,
pimprod2013225,Light Cool,16,1.0,1.0,
pimprod2013225,Light Cool,16,1.0,1.0,
pimprod2013225,Light to Medium Neutral,16,1.0,1.0,
pimprod2013225,Light Warm,16,1.0,1.0,
pimprod2013225,Medium Cool,16,1.0,1.0,
pimprod2013225,Medium Warm,16,1.0,1.0,
pimprod2013225,Medium Neutral,16,1.0,1.0,
pimprod2013225,Medium to Tan Warm,16,1.0,1.0,
pimprod2013225,Medium Olive,16,1.0,1.0,
pimprod2013225,Medium Peach,16,1.0,1.0,
pimprod2013225,Medium to Tan Peach,16,1.0,1.0,
pimprod2013225,Tan Cool,16,1.0,1.0,
pimprod2013225,Tan Warm,16,1.0,1.0,
pimprod2013225,Tan Neutral,16,1.0,1.0,
pimprod2013225,Tan Olive,16,1.0,1.0,
pimprod2013225,Dark Neutral,16,1.0,1.0,
pimprod2013225,Dark Cool,16,1.0,1.0,
pimprod2013225,Deep Warm,16,1.0,1.0,
pimprod2013225,Deep Neutral,16,1.0,1.0,
pimprod2013225,Deep Cool,16,1.0,1.0,
pimprod2009084,301 Neutral,34,1.0,1.0,
pimprod2009084,303 Warm,34,1.0,1.0,
pimprod2009084,305 Warm,34,1.0,1.0,
pimprod2009084,305 Warm,34,1.0,1.0,
pimprod2009084,305 Warm,34,1.0,1.0,
pimprod2009084,305 Warm,34,1.0,1.0,
pimprod2009084,313 Warm,34,1.0,1.0,
pimprod2009084,315 Warm,34,1.0,1.0,
pimprod2009084,317 Warm,34,1.0,1.0,
pimprod2009084,319 Neutral,34,1.0,1.0,
pimprod2009084,321 Warm,34,1.0,1.0,
pimprod2009084,323 Warm,34,1.0,1.0,
pimprod2009084,325 Neutral,34,1.0,1.0,
pimprod2009084,327 Cool Neutral,34,1.0,1.0,
pimprod2009084,329 Warm Neutral,34,1.0,1.0,
pimprod2009084,331 Neutral,34,1.0,1.0,
pimprod2009084,333 Neutral,34,1.0,1.0,
pimprod2009084,335 Warm,34,1.0,1.0,
pimprod2009084,337 Warm,34,1.0,1.0,
pimprod2009084,339 Neutral,34,1.0,1.0,
pimprod2009084,341 Warm Neutral,34,1.0,1.0,
pimprod2009084,343 Neutral,34,1.0,1.0,
pimprod2009084,345 Warm,34,1.0,1.0,
pimprod2009084,347 Cool,34,1.0,1.0,
pimprod2009084,349 Warm,34,1.0,1.0,
pimprod2009084,351 Neutral,34,1.0,1.0,
pimprod2009084,353 Cool,34,1.0,1.0,
pimprod2009084,355 Warm,34,1.0,1.0,
pimprod2009084,357 Warm Neutral,34,1.0,1.0,
pimprod2009084,359 Cool,34,1.0,1.0,
xlsImpprod1810157,220 Natural Beige,13.99,1.0,1.0,
xlsImpprod1810157,200 Nude,13.99,1.0,1.0,
xlsImpprod1810157,180 Sand Beige,13.99,1.0,1.0,
xlsImpprod1810157,240 Medium Beige,13.99,1.0,1.0,
xlsImpprod1810157,250 Fresh Beige,13.99,1.0,1.0,
xlsImpprod1810157,110 Ivory,13.99,1.0,1.0,
xlsImpprod1810157,150 Buff,13.99,1.0,1.0,
xlsImpprod1810157,340 Early Tan,13.99,1.0,1.0,
xlsImpprod1810157,320 True Beige,13.99,1.0,1.0,
xlsImpprod1810157,300 Golden Beige,13.99,1.0,1.0,
xlsImpprod1810157,310 Warm Golden,13.99,1.0,1.0,
xlsImpprod1810157,330 Natural Tan,13.99,1.0,1.0,
xlsImpprod1810157,350 Rich Tan,13.99,1.0,1.0,
xlsImpprod1810157,275 Golden Caramel,13.99,1.0,1.0,
xlsImpprod1810157,400 Caramel,13.99,1.0,1.0,
xlsImpprod1810157,410 Cappuccino,13.99,1.0,1.0,
pimprod2011577,Porcelain 510,11.99,1.0,1.0,
pimprod2011577,Fair 520,11.99,1.0,1.0,
pimprod2011577,Fair/Light 530,11.99,1.0,1.0,
pimprod2011577,Light 540,11.99,1.0,1.0,
pimprod2011577,Light/Medium 550,11.99,1.0,1.0,
pimprod2011577,Medium 560,11.99,1.0,1.0,
pimprod2011577,Medium/Tan 570,11.99,1.0,1.0,
pimprod2011577,Tan 580,11.99,1.0,1.0,
pimprod2011577,Tan/Rich 590,11.99,1.0,1.0,
pimprod2011577,Rich 600,11.99,1.0,1.0,
pimprod2011577,Rich/Deep 610,11.99,1.0,1.0,
pimprod2011577,Deep 620,11.99,1.0,1.0,
pimprod2011577,Deep/Dark 630,11.99,1.0,1.0,
pimprod2011577,Dark 640,11.99,1.0,1.0,
pimprod2013331,01 (fair with cool undertones),38,0.0,1.0,
pimprod2013331,02 (fair with neutral undertones),38,0.0,1.0,
pimprod2013331,03 (fair with warm-neutral undertones),38,0.0,1.0,
pimprod2013331,04 (light with olive undertones),38,0.0,1.0,
pimprod2013331,05 (light with golden undertones),38,0.0,1.0,
pimprod2013331,06 (light with peach undertones),38,0.0,1.0,
pimprod2013331,07 (light with neutral undertones),38,0.0,1.0,
pimprod2013331,08 (medium with peach undertones),38,0.0,1.0,
pimprod2013331,09 (medium with olive undertones),38,0.0,1.0,
pimprod2013331,10 (medium with rosy undertones),38,0.0,1.0,
pimprod2013331,11 (medium with golden undertones),38,0.0,1.0,
pimprod2013331,12 (medium with neutral undertones),38,0.0,1.0,
pimprod2013331,13 (medium with peach undertones),38,0.0,1.0,
pimprod2013331,14 (medium dark with golden undertones),38,0.0,1.0,
pimprod2013331,15 (medium dark with warm neutral undertones),38,0.0,1.0,
pimprod2013331,16 (medium dark with peach undertones),38,0.0,1.0,
pimprod2013331,17 (medium dark with olive undertones),38,0.0,1.0,
pimprod2013331,18 (medium dark with neutral undertones),38,0.0,1.0,
pimprod2013331,19 (medium dark with deep golden undertones),38,0.0,1.0,
pimprod2013331,20 (dark with olive undertones),38,0.0,1.0,
pimprod2013331,21 (dark with neutral undertones),38,0.0,1.0,
pimprod2013331,22 (dark with golden undertones),38,0.0,1.0,
pimprod2013331,23 (deep with neutral undertones),38,0.0,1.0,
pimprod2013331,24 (deep with golden undertones),38,0.0,1.0,
pimprod2013331,25 (deep with warm neutral undertones),38,0.0,1.0,
xlsImpprod16731069,Porcelain,6.49,1.0,1.0,
xlsImpprod16731069,Shell Ivory,6.49,1.0,1.0,
xlsImpprod16731069,Soft Ivory,6.49,1.0,1.0,
xlsImpprod16731069,Nude Ivory,6.49,1.0,1.0,
xlsImpprod16731069,Rose Ivory,6.49,1.0,1.0,
xlsImpprod16731069,Soft Beige,6.49,1.0,1.0,
xlsImpprod16731069,Buff Bisque,6.49,1.0,1.0,
xlsImpprod16731069,Peach Natural,6.49,1.0,1.0,
xlsImpprod16731069,Golden Beige,6.49,1.0,1.0,
xlsImpprod16731069,Cream Beige,6.49,1.0,1.0,
xlsImpprod16731069,Bronze Beige,6.49,1.0,1.0,
xlsImpprod16731069,Classic Beige,6.49,1.0,1.0,
xlsImpprod16731069,Desert Beige,6.49,1.0,1.0,
xlsImpprod16731069,Amber Beige,6.49,1.0,1.0,
xlsImpprod16731069,Caramel,6.49,1.0,1.0,
xlsImpprod16731069,Toffee,6.49,1.0,1.0,
xlsImpprod16731069,Cocoa,6.49,1.0,1.0,
xlsImpprod16731069,Mocha,6.49,1.0,1.0,
xlsImpprod16731069,Espresso,6.49,1.0,1.0,
xlsImpprod16731069,Mahogany,6.49,1.0,1.0,
xlsImpprod17631407,Ivory,8.99,1.0,1.0,
xlsImpprod17631407,Bisque,8.99,1.0,1.0,
xlsImpprod17631407,Beige,8.99,1.0,1.0,
xlsImpprod17631407,Natural,8.99,1.0,1.0,
xlsImpprod17631407,Medium Beige,8.99,1.0,1.0,
xlsImpprod17631407,Light Tan,8.99,1.0,1.0,
xlsImpprod17631407,Sand,8.99,1.0,1.0,
xlsImpprod17631407,Café,8.99,1.0,1.0,
xlsImpprod17631407,Soft Honey,8.99,1.0,1.0,
xlsImpprod17631407,Golden Bronze,8.99,1.0,1.0,
xlsImpprod17631407,Caramel,4.49,1.0,1.0,
xlsImpprod17631407,Porcelain,8.99,1.0,1.0,
xlsImpprod17631407,Nude,8.99,1.0,1.0,
xlsImpprod17631407,Creamy Cocoa,4.49,1.0,1.0,
xlsImpprod17631407,Espresso,8.99,1.0,1.0,
xlsImpprod17631407,Ebony,4.49,1.0,1.0,
pimprod2004155,P Medium 1 (medium skin w/ pink undertones),29,1.0,1.0,
pimprod2004155,G Medium 1 (medium skin w/ golden undertones),29,1.0,1.0,
pimprod2004155,G Plus Medium 1 (medium olive skin w/ golden undertones),29,1.0,1.0,
pimprod2004155,G Plus Medium 2 (medium to tan olive skin w/ golden undertones),29,1.0,1.0,
pimprod2004155,N Medium 4 (medium to deeply tanned skin w/ neutral undertones),29,1.0,1.0,
pimprod2004155,G Medium 4 (medium to deeply tanned skin w/ golden undertones),29,1.0,1.0,
pimprod2004155,N Deep 1 (deep medium skin w/ neutral undertones),29,1.0,1.0,
pimprod2004155,N Deep 2 (dark to deep skin w/ neutral undertones),29,1.0,1.0,
pimprod2004155,G Deep 2 (medium deep brown skin w/ golden undertones),29,1.0,1.0,
pimprod2004155,N Deep 3 (deep skin w/ neutral undertones),29,1.0,1.0,
pimprod2004155,N Deep 4 (deep rich ebony skin w/ neutral undertones),29,1.0,1.0,
pimprod2004155,N Deep 5 (deepest rich ebony skin w/ neutral undertones),29,1.0,1.0,
pimprod2003537,40NF Neutral Fair (very fair w/ neutral undertone),16,1.0,1.0,
pimprod2003537,39CF Cool Fair (very fair w/ lightpink undertone),16,1.0,1.0,
pimprod2003537,38NF Neutral Fair (very fair w/ a lightpink neutral undertone),16,1.0,1.0,
pimprod2003537,37WL Warm Light (fair light w/ neutral undertone),16,1.0,1.0,
pimprod2003537,36CL Cool Light (fair light w/ peach undertone),16,1.0,1.0,
pimprod2003537,34NL Neutral Light (fair light w/ yellow undertone),16,1.0,1.0,
pimprod2003537,33NL Neutral Light (light w/ yellow olive undertone),16,1.0,1.0,
pimprod2003537,32WL Warm Light (light medium w/ olive undertone),16,1.0,1.0,
pimprod2003537,31CL Cool Light (light medium w/ pink undertone),16,1.0,1.0,
pimprod2003537,29CM Cool Medium (medium w/ peach undertone),16,1.0,1.0,
pimprod2003537,27WM Warm Medium (medium warm w/ olive undertone),16,1.0,1.0,
pimprod2003537,26NM Neutral Medium (medium w/ neutral yellow undertone),16,1.0,1.0,
pimprod2003537,25WM Warm Medium (medium w/ bronze undertone),16,1.0,1.0,
pimprod2003537,23NM Neutral Medium (medium tan w/ neutral beige undertone),16,1.0,1.0,
pimprod2003537,20CM Cool Medium (medium tan w/ slight peach pink undertone),16,1.0,1.0,
pimprod2003537,18WT Warm Tan (tan w/ yellow bronze undertone),16,1.0,1.0,
pimprod2003537,16NT Neutral Tan (tan w/ olive bronze undertone),16,1.0,1.0,
pimprod2003537,15WT Warm Tan (tan w/ yellow undertone),16,1.0,1.0,
pimprod2003537,07WD Warm Deep (deep tan w/ slight red undertone),16,1.0,1.0,
pimprod2003537,06WD Warm Deep (deep tan w/ yellow undertone),16,1.0,1.0,
pimprod2003537,04CD Cool Deep (very deep w/ slight red & yellow undertones),16,1.0,1.0,
pimprod2003537,03WD Warm Deep (very deep w/ slight yellow warm undertone),16,1.0,1.0,
pimprod2003537,02ND Neutral Deep (very deep w/ slight red undertone),16,1.0,1.0,
pimprod2003537,01CD Cool Deep (very deep w/ red undertone),16,1.0,1.0,
pimprod2022002,L10 (fair with neutral undertones),30,1.0,1.0,
pimprod2022002,L20 (light with cool undertones),30,1.0,1.0,
pimprod2022002,L30 (light with neutral undertones),30,1.0,1.0,
pimprod2022002,L40 (light tan with warm undertones),30,1.0,1.0,
pimprod2022002,T10 (light tan with neutral undertones),30,1.0,1.0,
pimprod2022002,T20 (tan with cool undertones),30,1.0,1.0,
pimprod2022002,T30 (tan to medium with warm undertones),30,1.0,1.0,
pimprod2022002,T40 (deep tan with warm undertones),30,1.0,1.0,
pimprod2022002,M10 (medium with warm undertones),30,1.0,1.0,
pimprod2022002,M20 (medium brown with neutral undertones),30,1.0,1.0,
pimprod2022002,M30 (medium deep with warm undertones),30,1.0,1.0,
pimprod2022002,M40 (medium deep with cool undertones),30,1.0,1.0,
pimprod2022002,D10 (rich brown with warm undertones),30,1.0,1.0,
pimprod2022002,D20 (rich brown with red undertones),30,1.0,1.0,
pimprod2022002,D30 (deep with cool undertones),30,1.0,1.0,
pimprod2022002,D40 (deep with neutral undertones),30,1.0,1.0,
pimprod2011884,Fair Porcelain,12.99,0.0,1.0,
pimprod2011884,Fair Ivory,12.99,0.0,1.0,
pimprod2011884,Porcelain Ivory,12.99,0.0,1.0,
pimprod2011884,Classic Ivory,12.99,0.0,1.0,
pimprod2011884,Ivory Beige,12.99,0.0,1.0,
pimprod2011884,Nude Beige,12.99,0.0,1.0,
pimprod2011884,Creamy Natural,12.99,0.0,1.0,
pimprod2011884,Pure Beige,12.99,0.0,1.0,
pimprod2011884,Natural Beige,12.99,0.0,1.0,
pimprod2011884,Cashew,6.49,0.0,1.0,
pimprod2011884,Honey Beige,12.99,0.0,1.0,
pimprod2011884,Coconut,12.99,0.0,1.0,
pimprod2011884,Cocoa,12.99,0.0,1.0,
pimprod2011884,Java,12.99,0.0,1.0,
xlsImpprod17631333,shell,14.29,1.0,1.0,
xlsImpprod17631333,Porcelain,14.29,1.0,1.0,
xlsImpprod17631333,Ivory,14.29,1.0,1.0,
xlsImpprod17631333,Nude,14.29,1.0,1.0,
xlsImpprod17631333,Warm Beige,14.29,1.0,1.0,
xlsImpprod17631333,Natural Beige,14.29,1.0,1.0,
xlsImpprod17631333,Soft Sand,14.29,1.0,1.0,
xlsImpprod17631333,Classic Tan,14.29,1.0,1.0,
xlsImpprod17631333,Tawny,14.29,1.0,1.0,
xlsImpprod17631333,Caramel,14.29,1.0,1.0,
xlsImpprod17631333,Sable,14.29,1.0,1.0,
xlsImpprod17631333,D2 Nutmeg,14.29,1.0,1.0,
xlsImpprod17631333,deep golden,14.29,1.0,1.0,
xlsImpprod17631333,Mocha,14.29,1.0,1.0,
xlsImpprod17631333,cocoa,14.29,1.0,1.0,
pimprod2022194,0.3 (fair with neutral undertone),16,1.0,1.0,
pimprod2022194,1 (fair with cool undertone + hints of peach),16,1.0,1.0,
pimprod2022194,1.1 (fair-light with neutral undertone),16,1.0,1.0,
pimprod2022194,1.2 (fair-light with warm undertone),16,1.0,1.0,
pimprod2022194,"2.1 (light with warm, peachy undertone)",16,1.0,1.0,
pimprod2022194,2.12 (light with neutral undertone),16,1.0,1.0,
pimprod2022194,2.18 (light-medium with neutral undertone),16,1.0,1.0,
pimprod2022194,2.22 (light-medium with neutral olive undertone),16,1.0,1.0,
pimprod2022194,2.3 (light-medium with warm undertone),16,1.0,1.0,
pimprod2022194,"2.4 (light-medium with warm, peachy undertone)",16,1.0,1.0,
pimprod2022194,3.02 (medium with neutral olive undertone),16,1.0,1.0,
pimprod2022194,3.2 (medium-dark with neutral undertone),16,1.0,1.0,
pimprod2022194,"4.0 (medium-dark with warm, peachy undertone)",16,1.0,1.0,
pimprod2022194,4.2 (dark with neutral undertone),16,1.0,1.0,
pimprod2022194,4.3 (deep with neutral undertone),16,1.0,1.0,
pimprod2021445,Fair,11.99,1.0,1.0,
pimprod2021445,Fair to Light,11.99,1.0,1.0,
pimprod2021445,Light,11.99,1.0,1.0,
pimprod2021445,Light Medium,11.99,1.0,1.0,
pimprod2021445,Medium,11.99,1.0,1.0,
xlsImpprod1810159,110 Ivory,13.99,1.0,1.0,
xlsImpprod1810159,Porcelain,13.99,1.0,1.0,
xlsImpprod1810159,150 Buff,13.99,1.0,1.0,
xlsImpprod1810159,180 Sand Beige,13.99,1.0,1.0,
xlsImpprod1810159,200 Nude,13.99,1.0,1.0,
xlsImpprod1810159,220 Natural Beige,13.99,1.0,1.0,
xlsImpprod1810159,240 Medium Beige,13.99,1.0,1.0,
xlsImpprod1810159,250 Fresh Beige,13.99,1.0,1.0,
xlsImpprod1810159,320 True Beige,13.99,1.0,1.0,
xlsImpprod1810159,330 Natural Tan,13.99,1.0,1.0,
xlsImpprod1810159,370 Toast,13.99,1.0,1.0,
xlsImpprod1810159,400 Caramel,13.99,1.0,1.0,
xlsImpprod1810159,410 Cappuccino,13.99,1.0,1.0,
xlsImpprod1810159,460 Macadamia,13.99,1.0,1.0,
xlsImpprod1810159,500 Walnut,13.99,1.0,1.0,
pimprod2006204,Black Pearl - T2W (for dark brown skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,Black Pearl - T2N (for dark brown skin w/ neutral undertones),39,0.0,1.0,
pimprod2006204,Black Pearl - T2C (for dark brown skin w/ cool undertones),39,0.0,1.0,
pimprod2006204,Black Pearl - T1W (for dark brown skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,Black Pearl - T1N (for dark brown skin w/ neutral undertones),39,0.0,1.0,
pimprod2006204,Black Pearl - T1C (for dark brown skin w/ cool undertones),39,0.0,1.0,
pimprod2006204,Brown Sugar - T4W (for brown skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,Brown Sugar - T4N (for brown skin w/ neutral undertones),39,0.0,1.0,
pimprod2006204,Brown Sugar - T4C (for brown skin w/ cool undertones),39,0.0,1.0,
pimprod2006204,Brown Sugar - T3W (for brown skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,Brown Sugar - T3N (for brown skin w/ neutral undertones),39,0.0,1.0,
pimprod2006204,Brown Sugar - T3C (for brown skin w/ cool undertones),39,0.0,1.0,
pimprod2006204,Brown Sugar - T2W (for brown skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,Brown Sugar - T2N (for brown skin w/ neutral undertones),39,0.0,1.0,
pimprod2006204,Brown Sugar - T2C (for brown skin w/ cool undertones),39,0.0,1.0,
pimprod2006204,Brown Sugar - T1W (for brown skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,Brown Sugar - T1N (for brown skin w/ neutral undertones),39,0.0,1.0,
pimprod2006204,Brown Sugar - T1C (for brown skin w/ cool undertones),39,0.0,1.0,
pimprod2006204,Bronze Venus - T3W (for rich tan skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,Bronze Venus - T3N (for rich tan skin w/ neutral undertones),39,0.0,1.0,
pimprod2006204,Bronze Venus - T3C (for rich tan skin w/ cool undertones),39,0.0,1.0,
pimprod2006204,Bronze Venus - T2W (for rich tan skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,Bronze Venus - T2N (for rich tan skin w/ neutral undertones),39,0.0,1.0,
pimprod2006204,Bronze Venus - T2C (for rich tan skin w/ cool undertones),39,0.0,1.0,
pimprod2006204,Bronze Venus - T1W (for rich tan skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,Bronze Venus - T1N (for rich tan skin w/ neutral undertones),39,0.0,1.0,
pimprod2006204,Bronze Venus - T1C (for rich tan skin w/ cool undertones),39,0.0,1.0,
pimprod2006204,Honey Honey - T3W (for olive skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,Honey Honey - T3N (for olive skin w/ neutral undertones),39,0.0,1.0,
pimprod2006204,Honey Honey - T3C (for olive skin w/ cool undertones),39,0.0,1.0,
pimprod2006204,Honey Honey - T2W (for olive skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,Honey Honey - T2N (for olive skin w/ neutral undertones),39,0.0,1.0,
pimprod2006204,Honey Honey - T2C (for olive skin w/ cool undertones),39,0.0,1.0,
pimprod2006204,Honey Honey - T1W (for olive skin w/ warm undertones),39,0.0,0.0,
pimprod2006204,Honey Honey - T1N (for olive skin w/ neutral undertones),39,0.0,0.0,
pimprod2006204,Honey Honey - T1C (for olive skin w/ cool undertones),39,0.0,1.0,
pimprod2006204,Fair Lady - T3W (for fair skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,Fair Lady - T3N (for fair skin w/ neutral undertones),39,0.0,0.0,
pimprod2006204,Fair Lady - T3C (for fair skin w/ cool undertones),39,0.0,1.0,
pimprod2006204,Fair Lady - T2W (for fair skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,Fair Lady - T2N (for fair skin w/ neutral undertones),39,0.0,0.0,
pimprod2006204,Fair Lady - T2C (for fair skin w/ cool undertones),39,0.0,1.0,
pimprod2006204,Fair Lady - T1W (for fair skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,Fair Lady - T1N (for fair skin w/ neutral undertones),39,0.0,1.0,
pimprod2006204,Fair Lady - T1C (for fair skin w/ cool undertones),39,0.0,0.0,
pimprod2006204,White Pearl - T2W (for very fair skin w/ warm undertones),39,0.0,0.0,
pimprod2006204,White Pearl - T2N (for very fair skin w/ neutral undertones),39,0.0,0.0,
pimprod2006204,White Pearl - T2C (for very fair skin w/ cool undertones),39,0.0,0.0,
pimprod2006204,White Pearl - T1W (for very fair skin w/ warm undertones),39,0.0,1.0,
pimprod2006204,White Pearl - T1N (for very fair skin w/ neutral undertones),39,0.0,0.0,
pimprod2006204,White Pearl - T1C (for very fair skin w/ cool undertones),39,0.0,1.0,
pimprod2006666,Cafe Au Lait,6.49,1.0,1.0,
pimprod2006666,Porcelain,6.49,1.0,1.0,
pimprod2006666,Natural Ivory,12.99,1.0,1.0,
pimprod2006666,Ivory,6.49,1.0,1.0,
pimprod2006666,Classic Ivory,12.99,1.0,1.0,
pimprod2006666,Warm Nude,12.99,1.0,1.0,
pimprod2006666,Buff Beige,6.49,1.0,1.0,
pimprod2006666,Almond,6.49,1.0,1.0,
pimprod2006666,Natural Beige,12.99,1.0,1.0,
pimprod2006666,Sun Beige,12.99,1.0,1.0,
pimprod2006666,Toffee,12.99,1.0,1.0,
pimprod2006666,Cappuccino,6.49,1.0,1.0,
pimprod2006666,Cafe Au Lait,6.49,1.0,1.0,
pimprod2006666,Truffle,12.99,1.0,1.0,
pimprod2006666,Java,6.49,1.0,1.0,
pimprod2008837,Nude 1 (fair neutral),36,1.0,1.0,
pimprod2008837,Nude 1.5 (fair neutral cool),36,1.0,1.0,
pimprod2008837,Nude 2 (light neutral cool),36,1.0,1.0,
pimprod2008837,Nude 2.5 (light neutral warm),36,1.0,1.0,
pimprod2008837,Nude 3 (light neutral),36,1.0,1.0,
pimprod2008837,Nude 3.5 (medium neutral cool),36,1.0,1.0,
pimprod2008837,Nude 4 (medium neutral),36,1.0,1.0,
pimprod2008837,Nude 5 (medium neutral),36,1.0,1.0,
pimprod2008837,Nude 6 (medium neutral warm),36,1.0,1.0,
pimprod2008837,Nude 7 (medium/deep neutral cool),36,1.0,1.0,
pimprod2008837,Nude 7.5 (Medium-Dark),36,1.0,1.0,
pimprod2008837,Nude 8 (deep neutral warm),36,1.0,1.0,
pimprod2008837,Nude 9 (deep neutral),36,1.0,1.0,
pimprod2008837,Nude 10 (Dark),36,1.0,1.0,
pimprod2003352,Porcelain,6.49,1.0,1.0,
pimprod2003352,Shell Ivory,6.49,1.0,1.0,
pimprod2003352,Soft Ivory,6.49,1.0,1.0,
pimprod2003352,Classic Ivory,6.49,1.0,1.0,
pimprod2003352,Soft Beige,6.49,1.0,1.0,
pimprod2003352,Vanilla Beige,6.49,1.0,1.0,
pimprod2003352,Shell Bisque,6.49,1.0,1.0,
pimprod2003352,Classic Beige,6.49,1.0,1.0,
pimprod2003352,Cream Beige,6.49,1.0,1.0,
pimprod2003352,Sunkiss Beige,6.49,1.0,1.0,
pimprod2003352,Golden Tan,6.49,1.0,1.0,
pimprod2003352,Sand Beige,6.49,1.0,1.0,
pimprod2003352,Amber,6.49,1.0,1.0,
pimprod2003352,Toffee,6.49,1.0,1.0,
pimprod2003352,Almond,6.49,1.0,1.0,
pimprod2003097,Fair Warm,10,1.0,1.0,
pimprod2003097,Light Cool,10,1.0,0.0,
pimprod2003097,Light Warm,10,1.0,1.0,
pimprod2003097,Light To Medium Cool,10,1.0,1.0,
pimprod2003097,Light To Medium Neutral,10,1.0,0.0,
pimprod2003097,Medium Warm,10,1.0,1.0,
pimprod2003097,Fair Cool,10,1.0,1.0,
pimprod2003097,Fair To Light Warm,10,1.0,1.0,
pimprod2003097,Fair To Light Neutral,10,1.0,1.0,
pimprod2003097,Fair To Light Cool,10,1.0,1.0,
pimprod2003097,Tan Neutral,10,1.0,1.0,
pimprod2003097,Deep Warm,10,1.0,0.0,
pimprod2003097,Deep Neutral,10,1.0,1.0,
pimprod2003097,Deep Cool,10,1.0,1.0,
pimprod2003097,Dark Neutral,10,1.0,1.0,
pimprod2003097,Medium Cool,10,1.0,1.0,
pimprod2003097,Medium Neutral,10,1.0,1.0,
pimprod2003097,Medium To Tan Warm,10,1.0,1.0,
pimprod2003097,Tan Warm,10,1.0,1.0,
pimprod2003097,Tan Cool,10,1.0,1.0,
pimprod2003097,Medium To Tan Peach,10,1.0,1.0,
pimprod2003097,Tan Olive,10,1.0,1.0,
pimprod2003097,Medium Olive,10,1.0,1.0,
pimprod2003097,Dark Cool,10,1.0,1.0,
xlsImpprod16011021,,10,1.0,1.0,
pimprod2019009,110 Fazon (deep dark with warm red or golden undertones),38,0.0,1.0,
pimprod2019009,120 Xia (deep with cool red undertones),38,0.0,1.0,
pimprod2019009,130 Julie (deep with neutral red undertones),38,0.0,1.0,
pimprod2019009,140 Nya (rich brown with golden undertones),38,0.0,1.0,
pimprod2019009,150 Dequan (rich brown with neutral golden undertones),38,0.0,1.0,
pimprod2019009,160 Elliot (rich brown with neutral red undertones),38,0.0,1.0,
pimprod2019009,170 Paetynn (medium deep with golden undertones),38,0.0,1.0,
pimprod2019009,180 Annette (medium deep with rich olive undertones),38,0.0,1.0,
