product_id,sku_id,brand,product,url,rating,no_of_reviews,sale,price,main_category,sub_category,sub_sub_category,sale_price,options,offers
xlsImpprod17631449,2525712,Ardell,Lash Dual Lash Applicator,https://www.ulta.com/p/lash-dual-lash-applicator-xlsImpprod17631449,3.80,62,0,$4.99,tools & brushes,makeup brushes & tools, ,,,
pimprod2020700,2574810,Maybelline,TattooStudio Smokey Gel Pencil Eyeliner,https://www.ulta.com/p/tattoostudio-smokey-gel-pencil-eyeliner-pimprod2020700,4.50,244,0,$8.99,makeup,eyes,eyeliner,,3 Colors,Free Gift with Purchase!
pimprod2026585,2582014,Essence,"I Like To Mauve It, Mauve It! Eyeshadow Palette",https://www.ulta.com/p/i-like-mauve-it-mauve-it-eyeshadow-palette-pimprod2026585,4.40,11,0,$3.99,makeup,makeup palettes, ,,,
pimprod2013931,2560986,e.l.f. Cosmetics,Bite Size Eyeshadow Palette - Cream & Sugar,https://www.ulta.com/p/bite-size-eyeshadow-palette-cream-sugar-pimprod2013931,4.50,1077,0,$3.00,makeup,makeup palettes, ,,,
xlsImpprod19101059,2535994,Morphe,35M Boss Mood Artistry Palette,https://www.ulta.com/p/35m-boss-mood-artistry-palette-xlsImpprod19101059,4.40,588,0,$25.00,makeup,makeup palettes, ,,,
pimprod2022835,2578269,Morphe,The Big Prime Lash Primer,https://www.ulta.com/p/big-prime-lash-primer-pimprod2022835,4.50,89,0,$10.00,makeup,eyes,lash primer & serums,,,
pimprod2026353,2585599,NABLA,Cutie Palette Midnight,https://www.ulta.com/p/cutie-palette-midnight-pimprod2026353,4.80,99,0,$24.00,makeup,makeup palettes, ,,,
pimprod2003762,2540840,Eylure,Pre-Glued Accents No. 003 Lashes,https://www.ulta.com/p/pre-glued-accents-no-003-lashes-pimprod2003762,4.40,77,0,$4.99,makeup,eyes,eyelashes,,,
pimprod2020424,2575765,HOURGLASS,1.5mm Mechanical Gel Eyeliner,https://www.ulta.com/p/15mm-mechanical-gel-eyeliner-pimprod2020424,4.40,10,0,$18.00,makeup,eyes,eyeliner,,5 Colors,
xlsImpprod17081113,2519978,Milani,Stay Put Matte 17HR Wear Liquid Eyeliner,https://www.ulta.com/p/stay-put-matte-17hr-wear-liquid-eyeliner-xlsImpprod17081113,4.00,195,0,$8.99,makeup,eyes,eyeliner,,3 Colors,
xlsImpprod15921132,2510770,MAC,Eyeshadow X 9 - Burgundy Times Nine,https://www.ulta.com/p/eyeshadow-x-9-burgundy-times-nine-xlsImpprod15921132,3.90,123,0,$32.00,makeup,makeup palettes, ,,,
pimprod2004262,2542755,Anastasia Beverly Hills,Mini Dipbrow Gel,https://www.ulta.com/p/mini-dipbrow-gel-pimprod2004262,4.30,575,0,$9.00,makeup,eyes,eyebrows,,5 Colors,
xlsImpprod17721199,2522848,Kiss,"Looks So Natural Lash Shy, Multipack",https://www.ulta.com/p/looks-so-natural-lash-shy-multipack-xlsImpprod17721199,3.60,62,0,$11.99,makeup,eyes,eyelashes,,,
pimprod2020455,2575846,HOURGLASS,Arch Brow Sculpting Pencil,https://www.ulta.com/p/arch-brow-sculpting-pencil-pimprod2020455,5.00,2,0,$34.00,makeup,eyes,eyebrows,,9 Colors,
xlsImpprod18741109,2531188,NYX Professional Makeup,Worth The Hype Volumizing Waterproof Mascara,https://www.ulta.com/p/worth-hype-volumizing-waterproof-mascara-xlsImpprod18741109,4.20,1037,0,$8.00,makeup,eyes,mascara,,,
pimprod2025952,2582298,e.l.f. Cosmetics,Big Mood Mega Volume & Lifting Mascara,https://www.ulta.com/p/big-mood-mega-volume-lifting-mascara-pimprod2025952,4.20,983,0,$7.00,makeup,eyes,mascara,,,
xlsImpprod15481111,2506902,e.l.f. Cosmetics,Expert Liquid Liner,https://www.ulta.com/p/expert-liquid-liner-xlsImpprod15481111,3.50,808,0,$3.00,makeup,eyes,eyeliner,,3 Colors,
xlsImpprod17721195,2522876,Kiss,"Looks So Natural Lash Flirty, Multipack",https://www.ulta.com/p/looks-so-natural-lash-flirty-multipack-xlsImpprod17721195,3.50,75,0,$11.99,makeup,eyes,eyelashes,,,
xlsImpprod17451099,2519873,Eylure,X Jasmine Brown Curly Queen Lashes,https://www.ulta.com/p/x-jasmine-brown-curly-queen-lashes-xlsImpprod17451099,4.50,105,0,$6.99,makeup,eyes,eyelashes,,,
pimprod2012639,2556484,Tarte,Sugar Rush - Travel Size Easy On The Eyes Clay Liner,https://www.ulta.com/p/sugar-rush-travel-size-easy-on-eyes-clay-liner-pimprod2012639,3.00,3,0,$8.40,makeup,travel size, ,,,
pimprod2020454,2575834,HOURGLASS,Arch Brow Micro Sculpting Pencil,https://www.ulta.com/p/arch-brow-micro-sculpting-pencil-pimprod2020454,4.50,8,0,$28.00,makeup,eyes,eyebrows,,9 Colors,
xlsImpprod17631467,2525719,Ardell,Magnetic Lash Accent #001,https://www.ulta.com/p/magnetic-lash-accent-001-xlsImpprod17631467,3.30,248,0,$13.99,makeup,eyes,eyelashes,,,
xlsImpprod15251449,2503791,Smashbox,Always On Gel Eye Liner,https://www.ulta.com/p/always-on-gel-eye-liner-xlsImpprod15251449,4.20,435,0,$23.00,makeup,eyes,eyeliner,,,
xlsImpprod17751011,2526514,Ardell,Lash Natural 174,https://www.ulta.com/p/lash-natural-174-xlsImpprod17751011,4.90,81,0,$4.99,makeup,eyes,eyelashes,,,
pimprod2008577,2553309,W3LL PEOPLE,Expressionist Mascara,https://www.ulta.com/p/expressionist-mascara-pimprod2008577,4.40,752,0,$19.00,makeup,eyes,mascara,,2 Colors,
xlsImpprod17721271,2523064,Essence,Super Precise Eyeliner,https://www.ulta.com/p/super-precise-eyeliner-xlsImpprod17721271,4.30,143,0,$2.99,makeup,eyes,eyeliner,,,
xlsImpprod14381019,2305634,Clinique,High Impact Custom Black Kajal Eyeliner,https://www.ulta.com/p/high-impact-custom-black-kajal-eyeliner-xlsImpprod14381019,4.30,44,0,$20.00,makeup,eyes,eyeliner,,,Purchase $35 in Clinique products and get the Fresh Faced Forward (2584914) for $59.50 (valid thru 12/4/21)! Free Gift with Purchase!
pimprod2006761,2546672,Peter Thomas Roth,Lashes to Die For Turbo Conditioning Lash Enhancer,https://www.ulta.com/p/lashes-die-turbo-conditioning-lash-enhancer-pimprod2006761,4.10,13,0,$85.00,makeup,eyes,lash primer & serums,,,
xlsImpprod2830027,2204079,Maybelline,Volum' Express The Colossal Waterproof Mascara,https://www.ulta.com/p/volum-express-colossal-waterproof-mascara-xlsImpprod2830027,4.20,910,0,$7.99,makeup,eyes,mascara,,2 Colors,Free Gift with Purchase!
pimprod2024485,2581956,KVD Beauty,"Epic Curl, Big Volume Lash Primer and Mascara Duo",https://www.ulta.com/p/epic-curl-big-volume-lash-primer-mascara-duo-pimprod2024485,4.20,18,0,$29.00,makeup,gifts & value sets, ,,,
pimprod2014065,2559609,Tweezerman,Special Edition 40th Anniversary Slant Tweezer,https://www.ulta.com/p/special-edition-40th-anniversary-slant-tweezer-pimprod2014065,3.70,47,0,$23.00,tools & brushes,makeup brushes & tools, ,,,
pimprod2017440,2566758,L.A. Girl,Keep It Playful 9 Color Eyeshadow Palette,https://www.ulta.com/p/keep-it-playful-9-color-eyeshadow-palette-pimprod2017440,4.60,233,1,$9.99,makeup,eyes,eyeshadow palettes,$7.99,3 Colors,
pimprod2009573,2550973,Eylure,ProMagnetic Magnetic Eyeliner & Faux Mink Accent Lash System,https://www.ulta.com/p/promagnetic-magnetic-eyeliner-faux-mink-accent-lash-system-pimprod2009573,3.40,231,0,$16.99,makeup,eyes,eyelashes,,,
pimprod2016879,2564103,bareMinerals,Strength & Length Serum Infused Clear Brow Gel,https://www.ulta.com/p/strength-length-serum-infused-clear-brow-gel-pimprod2016879,4.40,215,0,$22.00,makeup,eyes,eyebrows,,,
pimprod2014989,2564586,I Heart Revolution,Tasty Peach Palette,https://www.ulta.com/p/tasty-peach-palette-pimprod2014989,4.30,36,0,$15.00,makeup,makeup palettes, ,,,
pimprod2023321,2578624,Tarte,Sugar Rush - Lashed & Lifted Lash Curler & Mascara Duo,https://www.ulta.com/p/sugar-rush-lashed-lifted-lash-curler-mascara-duo-pimprod2023321,3.20,9,0,$18.00,makeup,gifts & value sets, ,,,
xlsImpprod4690213,2252979,CoverGirl,Clump Crusher Mascara,https://www.ulta.com/p/clump-crusher-mascara-xlsImpprod4690213,4.30,1499,0,$9.99,makeup,eyes,mascara,,2 Colors,
xlsImpprod18741101,2531183,NYX Professional Makeup,Glitter Goals Liquid Eyeshadow,https://www.ulta.com/p/glitter-goals-liquid-eyeshadow-xlsImpprod18741101,4.10,112,0,$8.00,makeup,eyes,eyeshadow,,8 Colors,
pimprod2010379,2553317,I Heart Revolution,Tasty Coffee Palette,https://www.ulta.com/p/tasty-coffee-palette-pimprod2010379,4.20,69,0,$15.00,makeup,makeup palettes, ,,,
pimprod2006948,2546235,Urban Decay Cosmetics,Sparkle Out Loud Heavy Metal Glitter Gel,https://www.ulta.com/p/sparkle-out-loud-heavy-metal-glitter-gel-pimprod2006948,4.20,69,0,$22.00,makeup,eyes,eyeshadow,,5 Colors,
xlsImpprod18351189,2529368,Maybelline,TattooStudio Brow Tint Pen,https://www.ulta.com/p/tattoostudio-brow-tint-pen-xlsImpprod18351189,3.20,2306,0,$9.99,makeup,eyes,eyebrows,,4 Colors,Free Gift with Purchase!
xlsImpprod14291017,2304426,Anastasia Beverly Hills,Darkside Waterproof Eyeliner,https://www.ulta.com/p/darkside-waterproof-eyeliner-xlsImpprod14291017,4.50,486,0,$18.00,makeup,eyes,eyeliner,,,
pimprod2004510,2536097,Juvia's Place,The Warrior III Eyeshadow Palette,https://www.ulta.com/p/warrior-iii-eyeshadow-palette-pimprod2004510,4.80,529,0,$20.00,makeup,makeup palettes, ,,,
pimprod2019552,2572056,KVD Beauty,Go Big or Go Home Mascara Duo,https://www.ulta.com/p/go-big-go-home-mascara-duo-pimprod2019552,3.50,2,0,$24.00,makeup,gifts & value sets, ,,,
pimprod2004102,2545037,jane iredale,PureLash Lash Extender and Conditioner,https://www.ulta.com/p/purelash-lash-extender-conditioner-pimprod2004102,4.70,295,0,$23.00,makeup,eyes,lash primer & serums,,,
pimprod2024014,2581553,Burt's Bees,Color Nurture Cream Eye Shadow,https://www.ulta.com/p/color-nurture-cream-eye-shadow-pimprod2024014,4.30,48,0,$9.99,makeup,eyes,eyeshadow,,3 Colors,
pimprod2016660,2566754,Too Faced,Kitty Likes to Scratch Mini Eyeshadow Palette,https://www.ulta.com/p/kitty-likes-scratch-mini-eyeshadow-palette-pimprod2016660,4.50,20,0,$27.00,makeup,makeup palettes, ,,,
pimprod2016658,2566757,Too Faced,That's My Jam Mini Eyeshadow Palette,https://www.ulta.com/p/thats-my-jam-mini-eyeshadow-palette-pimprod2016658,4.40,31,0,$27.00,makeup,makeup palettes, ,,,
pimprod2027222,2586807,ColourPop,Sonic Blooms Colour Stix,https://www.ulta.com/p/sonic-blooms-colour-stix-pimprod2027222,3.00,3,0,$7.00,makeup,eyes,eyeshadow,,4 Colors,
pimprod2017258,2564059,ULTA,Medium Z Palette,https://www.ulta.com/p/medium-z-palette-pimprod2017258,3.70,3,0,$17.00,makeup,ulta collection, ,,,Free Gift with Purchase!
pimprod2025138,2582126,Maybelline,Express Brow 2-In-1 Pencil And Powder,https://www.ulta.com/p/express-brow-2-in-1-pencil-powder-pimprod2025138,4.30,415,0,$8.99,makeup,eyes,eyebrows,,6 Colors,Free Gift with Purchase!
xlsImpprod17751121,2523005,Tweezerman,Purple Leopard Tweezer,https://www.ulta.com/p/purple-leopard-tweezer-xlsImpprod17751121,4.60,22,0,$26.00,tools & brushes,makeup brushes & tools, ,,,
pimprod2022601,2578876,Kiss,"Lash Couture Triple Push-Up Multipack, Robe",https://www.ulta.com/p/lash-couture-triple-push-up-multipack-robe-pimprod2022601,4.90,12,0,$15.99,makeup,eyes,eyelashes,,,
pimprod2019055,2571737,Morphe,Morphe 2 Brow Crush Tinted Brow Gel,https://www.ulta.com/p/morphe-2-brow-crush-tinted-brow-gel-pimprod2019055,4.30,39,0,$7.00,makeup,eyes,eyebrows,,3 Colors,
xlsImpprod13741131,2299546,bareMinerals,Lash Domination Volumizing Mascara,https://www.ulta.com/p/lash-domination-volumizing-mascara-xlsImpprod13741131,3.80,643,0,$20.00,makeup,eyes,mascara,,,
pimprod2021913,2574461,Wet n Wild,High On Lash Eyelash Curler,https://www.ulta.com/p/high-on-lash-eyelash-curler-pimprod2021913,3.80,74,0,$2.99,tools & brushes,makeup brushes & tools, ,,,
xlsImpprod2330025,2218872,Maybelline,Volum' Express The Falsies Mascara,https://www.ulta.com/p/volum-express-falsies-mascara-xlsImpprod2330025,4.10,2842,0,$7.99,makeup,eyes,mascara,,2 Colors,Free Gift with Purchase!
pimprod2016937,2566114,CoverGirl,Lash Blast Lash & Brow Serum,https://www.ulta.com/p/lash-blast-lash-brow-serum-pimprod2016937,3.90,349,0,$13.49,makeup,eyes,lash primer & serums,,,
prod1901354,1901354,Tweezerman,Folding I-Lashcomb,https://www.ulta.com/p/folding-i-lashcomb-prod1901354,4.70,256,0,$12.00,tools & brushes,makeup brushes & tools, ,,,
pimprod2011907,2558104,Maybelline,Nudes of New York Eyeshadow Palette,https://www.ulta.com/p/nudes-of-new-york-eyeshadow-palette-pimprod2011907,4.80,35,0,$13.99,makeup,eyes,eyeshadow palettes,,,Free Gift with Purchase!
xlsImpprod17481021,2516857,CoverGirl,Get In Line Liquid Eyeliner,https://www.ulta.com/p/get-in-line-liquid-eyeliner-xlsImpprod17481021,4.00,542,0,$8.99,makeup,eyes,eyeliner,,3 Colors,
pimprod2023267,2578346,Anastasia Beverly Hills,Eye Brag Eyeliner & Mascara Kit,https://www.ulta.com/p/eye-brag-eyeliner-mascara-kit-pimprod2023267,4.00,9,0,$29.00,makeup,gifts & value sets, ,,,
pimprod2003525,2538720,Ardell,Lash Wispies Clusters,https://www.ulta.com/p/lash-wispies-clusters-pimprod2003525,4.30,20,0,$4.99,makeup,eyes,eyelashes,,,
pimprod2021399,2573042,Revlon,So Fierce! Big Bad Lash Mascara,https://www.ulta.com/p/so-fierce-big-bad-lash-mascara-pimprod2021399,4.30,2965,0,$10.49,makeup,eyes,mascara,,2 Colors,"Buy 1, get 1 at 50% off!"
pimprod2021916,2573418,CoverGirl,Lash Blast Clean Volume Mascara,https://www.ulta.com/p/lash-blast-clean-volume-mascara-pimprod2021916,4.20,599,0,$10.99,makeup,eyes,mascara,,2 Colors,
xlsImpprod1790017,2205744,L'Oréal,Voluminous Carbon Black Waterproof Mascara,https://www.ulta.com/p/voluminous-carbon-black-waterproof-mascara-xlsImpprod1790017,3.50,433,0,$8.99,makeup,eyes,mascara,,,"Buy 1, get 1 at 50% off! Free Gift with Purchase!"
xlsImpprod15571017,2504054,Eylure,Accent No. 003,https://www.ulta.com/p/accent-no-003-xlsImpprod15571017,4.70,149,0,$4.99,makeup,eyes,eyelashes,,,
pimprod2018915,2572123,L'Oréal,Air Volume Mega Mascara,https://www.ulta.com/p/air-volume-mega-mascara-pimprod2018915,3.10,205,0,$13.99,makeup,eyes,mascara,,3 Colors,"Buy 1, get 1 at 50% off! Free Gift with Purchase!"
pimprod2019440,2556579,Tarte,Big Ego DIY Brow Detailing Pen,https://www.ulta.com/p/big-ego-diy-brow-detailing-pen-pimprod2019440,3.70,19,0,$21.00,makeup,eyes,eyebrows,,3 Colors,
pimprod2019608,2574153,Too Faced,Be My Lover Mini Eyeshadow Palette,https://www.ulta.com/p/be-my-lover-mini-eyeshadow-palette-pimprod2019608,4.80,17,0,$27.00,makeup,makeup palettes, ,,,
pimprod2013134,2560974,e.l.f. Cosmetics,Pro Eyelash Curler,https://www.ulta.com/p/pro-eyelash-curler-pimprod2013134,3.70,120,0,$4.00,tools & brushes,makeup brushes & tools, ,,,
xlsImpprod15961129,2509400,PÜR,On Point Eyeliner,https://www.ulta.com/p/on-point-eyeliner-xlsImpprod15961129,4.00,80,0,$19.00,makeup,eyes,eyeliner,,2 Colors,
xlsImpprod17781033,2525227,Urban Decay Cosmetics,Naked Petite Heat Eyeshadow Palette,https://www.ulta.com/p/naked-petite-heat-eyeshadow-palette-xlsImpprod17781033,4.60,238,0,$29.00,makeup,makeup palettes, ,,,
pimprod2024890,2583653,BOBBI BROWN,Micro Brow Pencil,https://www.ulta.com/p/micro-brow-pencil-pimprod2024890,3.70,3,0,$34.00,makeup,eyes,eyebrows,,10 Colors,Free Gift with Purchase!
pimprod2005204,2547089,Juvia's Place,The Nubian Mini Eyeshadow Palette,https://www.ulta.com/p/nubian-mini-eyeshadow-palette-pimprod2005204,4.70,147,0,$5.00,makeup,makeup palettes, ,,,
pimprod2028231,2587438,Lancôme,Drama Liqui-Pencil Eyeliner,https://www.ulta.com/p/drama-liqui-pencil-eyeliner-pimprod2028231,4.80,1358,0,$22.00,makeup,eyes,eyeliner,,8 Colors,Online Only Purchase $42 of Lancôme products and get the 9 Full-Size Favorites Set (2588057) for $75 (valid thru 12/31/21 or while quantities last)! Free Gift with Purchase!
pimprod2007523,2552680,I Heart Revolution,S'mores Chocolate Palette,https://www.ulta.com/p/smores-chocolate-palette-pimprod2007523,4.50,57,0,$15.00,makeup,makeup palettes, ,,,
pimprod2025966,2581634,Milani,UnGilded Most Loved Mattes Eyeshadow Palette,https://www.ulta.com/p/ungilded-most-loved-mattes-eyeshadow-palette-pimprod2025966,4.70,3,0,$19.99,makeup,makeup palettes, ,,,
xlsImpprod15711011,2504686,L.A. Girl,Gel Glide Eyeliner,https://www.ulta.com/p/gel-glide-eyeliner-xlsImpprod15711011,4.20,289,1,$3.99,makeup,eyes,eyeliner,$3.19,4 Colors,
pimprod2027458,2587821,Juvia's Place,"I Sculpt, I Shade Brow Gel",https://www.ulta.com/p/i-sculpt-i-shade-brow-gel-pimprod2027458,3.70,6,0,$12.00,makeup,eyes,eyebrows,,5 Colors,
xlsImpprod15651077,2309000,ULTA,Lash Placement Tool,https://www.ulta.com/p/lash-placement-tool-xlsImpprod15651077,4.60,72,0,$10.00,tools & brushes,makeup brushes & tools, ,,,Free Gift with Purchase!
pimprod2003528,2538721,Ardell,Duo Quick-Set Lash Adhesive Dark,https://www.ulta.com/p/duo-quick-set-lash-adhesive-dark-pimprod2003528,4.10,51,0,$6.49,makeup,eyes,eyelashes,,,
pimprod2020464,2575732,HOURGLASS,Lash Curler,https://www.ulta.com/p/lash-curler-pimprod2020464,5.00,1,0,$30.00,tools & brushes,makeup brushes & tools, ,,,
pimprod2025502,2581387,Tarte,Maneater Temptation Eyeshadow Wardrobe,https://www.ulta.com/p/maneater-temptation-eyeshadow-wardrobe-pimprod2025502,5.00,1,0,$39.00,makeup,makeup palettes, ,,,
pimprod2021254,2573217,ColourPop,Falsies Faux Mink Lashes - Bae,https://www.ulta.com/p/falsies-faux-mink-lashes-bae-pimprod2021254,4.90,10,0,$8.00,makeup,eyes,eyelashes,,,
pimprod2020266,2574534,NABLA,Cupid's Arrow Longwear Stylo,https://www.ulta.com/p/cupids-arrow-longwear-stylo-pimprod2020266,4.80,10,0,$18.00,makeup,eyes,eyeliner,,4 Colors,
pimprod2013417,2558457,Wet n Wild,Ultimate Brow Retractable,https://www.ulta.com/p/ultimate-brow-retractable-pimprod2013417,4.30,1256,0,$4.49,makeup,eyes,eyebrows,,2 Colors,
pimprod2026496,2584224,Revlon,ColorStay Eyeliner Pencil 2 Pack,https://www.ulta.com/p/colorstay-eyeliner-pencil-2-pack-pimprod2026496,4.10,2979,0,$13.99,makeup,eyes,eyeliner,,3 Colors,"Buy 1, get 1 at 50% off!"
pimprod2021644,2575361,Tarte,Big Ego Amazonian Clay Brow & Root Camo Kit,https://www.ulta.com/p/big-ego-amazonian-clay-brow-root-camo-kit-pimprod2021644,3.60,28,0,$29.00,hair,hair color, ,,3 Colors,
pimprod2026531,2585686,Wet n Wild,Bayside Cheerleading Mascara,https://www.ulta.com/p/bayside-cheerleading-mascara-pimprod2026531,5.00,4,0,$7.99,makeup,eyes,mascara,,,"Buy 1, get 1 at 50% off!"
pimprod2009526,2552596,ColourPop,Sweet Talk Eyeshadow Palette,https://www.ulta.com/p/sweet-talk-eyeshadow-palette-pimprod2009526,4.60,184,0,$18.00,makeup,makeup palettes, ,,,
pimprod2023259,2578625,Tarte,Maneater Guide To Glam Eye & Cheek Palette,https://www.ulta.com/p/maneater-guide-glam-eye-cheek-palette-pimprod2023259,3.80,6,0,$30.00,makeup,makeup palettes, ,,,
pimprod2003787,2540052,Kiss,"Lash Couture Faux Mink, Little Black Dress Multipack",https://www.ulta.com/p/lash-couture-faux-mink-little-black-dress-multipack-pimprod2003787,3.70,38,0,$15.99,makeup,eyes,eyelashes,,,
xlsImpprod18691129,2568364,ULTA,Metallic Cream Eyeshadow,https://www.ulta.com/p/metallic-cream-eyeshadow-xlsImpprod18691129,4.10,128,0,$8.50,makeup,ulta collection, ,,4 Colors,Free Gift with Purchase!
xlsImpprod13631041,2299119,Buxom,Hold The Line Waterproof Liner,https://www.ulta.com/p/hold-line-waterproof-liner-xlsImpprod13631041,4.60,4422,0,$18.00,makeup,eyes,eyeliner,,5 Colors,
pimprod2024024,2580012,Juvia's Place,Nubian Eyeliner Pencil,https://www.ulta.com/p/nubian-eyeliner-pencil-pimprod2024024,4.50,557,0,$12.00,makeup,eyes,eyeliner,,4 Colors,
xlsImpprod18351105,2531024,CoverGirl,Lash Blast Amplify Eyelash Primer,https://www.ulta.com/p/lash-blast-amplify-eyelash-primer-xlsImpprod18351105,4.30,713,0,$9.99,makeup,eyes,lash primer & serums,,,
xlsImpprod4950089,2254061,Maybelline,Volum' Express The Rocket Waterproof Mascara,https://www.ulta.com/p/volum-express-rocket-waterproof-mascara-xlsImpprod4950089,4.30,872,0,$7.99,makeup,eyes,mascara,,,Free Gift with Purchase!
xlsImpprod1790127,2201113,Maybelline,Lash Stiletto Ultimate Length Mascara,https://www.ulta.com/p/lash-stiletto-ultimate-length-mascara-xlsImpprod1790127,4.20,1343,0,$9.99,makeup,eyes,mascara,,,Free Gift with Purchase!
pimprod2014137,2559613,Eylure,Jasmine Brown JayBee Multipack,https://www.ulta.com/p/jasmine-brown-jaybee-multipack-pimprod2014137,4.30,32,0,$12.99,makeup,eyes,eyelashes,,,
pimprod2025767,2585027,ColourPop,Crème Eyeshadow,https://www.ulta.com/p/creme-eyeshadow-pimprod2025767,3.30,15,0,$8.00,makeup,eyes,eyeshadow,,6 Colors,
pimprod2028870,2588732,ColourPop,Hocus Pocus 2 Super Shock Shadow,https://www.ulta.com/p/hocus-pocus-2-super-shock-shadow-pimprod2028870,0.0,,0,$7.00,makeup,eyes,eyeshadow,,3 Colors,
xlsImpprod12541005,2288816,LORAC,Front of the Line PRO Eye Pencil,https://www.ulta.com/p/front-of-line-pro-eye-pencil-xlsImpprod12541005,4.10,484,0,$20.00,makeup,eyes,eyeliner,,6 Colors,
xlsImpprod18771131,2536083,Juvia's Place,The Saharan Eyeshadow Palette,https://www.ulta.com/p/saharan-eyeshadow-palette-xlsImpprod18771131,4.90,2464,0,$20.00,makeup,makeup palettes, ,,,
xlsImpprod13671113,2299738,Ardell,Double Up Wispies,https://www.ulta.com/p/double-up-wispies-xlsImpprod13671113,4.70,139,0,$5.99,makeup,eyes,eyelashes,,,
pimprod2022475,2576724,Ardell,8D Lashes #953,https://www.ulta.com/p/8d-lashes-953-pimprod2022475,4.90,9,0,$5.99,makeup,eyes,eyelashes,,,
pimprod2020228,2576521,Maybelline,TattooStudio Tattoo Brow 36HR Pigment Brow Pencil,https://www.ulta.com/p/tattoostudio-tattoo-brow-36hr-pigment-brow-pencil-pimprod2020228,3.80,482,0,$8.99,makeup,eyes,eyebrows,,6 Colors,Free Gift with Purchase!
pimprod2021663,2578241,ColourPop,Coast to Coral Eyeshadow Palette,https://www.ulta.com/p/coast-coral-eyeshadow-palette-pimprod2021663,4.50,16,0,$14.00,makeup,eyes,eyeshadow palettes,,,
pimprod2017002,2569979,Petite n Pretty,TropiCali Eyeshadow Palette,https://www.ulta.com/p/tropicali-eyeshadow-palette-pimprod2017002,4.80,9,0,$25.00,makeup,eyes,eyeshadow,,,
11077,1131098,CoverGirl,Perfect Point Plus Eyeliner,https://www.ulta.com/p/perfect-point-plus-eyeliner-11077,3.50,2040,0,$6.99,makeup,eyes,eyeliner,,3 Colors,
xlsImpprod17531299,2520987,NYX Professional Makeup,Always Keepin' It Tight Eyeliner,https://www.ulta.com/p/always-keepin-it-tight-eyeliner-xlsImpprod17531299,3.60,117,0,$9.00,makeup,eyes,eyeliner,,6 Colors,
pimprod2028289,2585415,Makeup Revolution,Makeup Revolution X The Simpsons Gruesome Gel Liner,https://www.ulta.com/p/makeup-revolution-x-simpsons-gruesome-gel-liner-pimprod2028289,0.0,,0,$10.00,makeup,eyes,eyeliner,,2 Colors,
xlsImpprod10991309,2278980,Lancôme,"Grandiose Multi-Benefit Lengthening, Lifting and Volumizing Mascara",https://www.ulta.com/p/grandiose-multi-benefit-lengthening-lifting-volumizing-mascara-xlsImpprod10991309,4.00,325,0,$32.00,makeup,eyes,mascara,,,Online Only Purchase $42 of Lancôme products and get the 9 Full-Size Favorites Set (2588057) for $75 (valid thru 12/31/21 or while quantities last)! Free Gift with Purchase!
pimprod2018328,2567370,Kiss,Magnetic Eyeliner & Lash Kit #02,https://www.ulta.com/p/magnetic-eyeliner-lash-kit-02-pimprod2018328,4.20,782,0,$16.99,makeup,eyes,eyelashes,,,
pimprod2028229,2586352,Tarte,Eye Enhancers Best-Selling Eyeliner Gift Set,https://www.ulta.com/p/eye-enhancers-best-selling-eyeliner-gift-set-pimprod2028229,0.0,,0,$29.00,makeup,gifts & value sets, ,,,
pimprod2009653,2552981,Tarte,Travel Size Opening Act Lash Primer,https://www.ulta.com/p/travel-size-opening-act-lash-primer-pimprod2009653,4.40,41,0,$11.00,makeup,travel size, ,,,
xlsImpprod15651067,2309002,ULTA,Mascara Guard,https://www.ulta.com/p/mascara-guard-xlsImpprod15651067,3.20,64,0,$10.00,tools & brushes,makeup brushes & tools, ,,,Free Gift with Purchase!
pimprod2012027,2558032,Maybelline,Waterproof Falsies Lash Lift Mascara,https://www.ulta.com/p/waterproof-falsies-lash-lift-mascara-pimprod2012027,3.60,71,0,$10.49,makeup,eyes,mascara,,2 Colors,Free Gift with Purchase!
pimprod2021662,2578240,ColourPop,Sandstone Eyeshadow Palette,https://www.ulta.com/p/sandstone-eyeshadow-palette-pimprod2021662,4.30,19,0,$22.00,makeup,eyes,eyeshadow palettes,,,
xlsImpprod17751125,2523061,Tweezerman,Curl 38 Degree Eyelash Curler,https://www.ulta.com/p/curl-38-degree-eyelash-curler-xlsImpprod17751125,4.10,75,0,$19.00,tools & brushes,makeup brushes & tools, ,,,
pimprod2003084,2538861,e.l.f. Cosmetics,Intense H20 Proof Eyeliner Pen,https://www.ulta.com/p/intense-h20-proof-eyeliner-pen-pimprod2003084,4.00,184,0,$6.00,makeup,eyes,eyeliner,,,
xlsImpprod14641527,2309372,Estée Lauder,Little Black Primer,https://www.ulta.com/p/little-black-primer-xlsImpprod14641527,4.40,255,0,$26.00,makeup,eyes,lash primer & serums,,,
35112,2041354,Maybelline,Full 'N Soft Mascara,https://www.ulta.com/p/full-n-soft-mascara-35112,4.30,901,0,$8.99,makeup,eyes,mascara,,,Free Gift with Purchase!
pimprod2017259,2564060,ULTA,Large Z Palette,https://www.ulta.com/p/large-z-palette-pimprod2017259,5.00,8,0,$20.00,makeup,ulta collection, ,,,Free Gift with Purchase!
pimprod2002645,2538218,L'Oréal,Unlimited Length and Lift Waterproof Mascara,https://www.ulta.com/p/unlimited-length-lift-waterproof-mascara-pimprod2002645,4.30,234,0,$6.49,makeup,eyes,mascara,,,
