product_id,option,price,sale,available,timestamp,
pimprod2020783,Fair 150 C,14,1,1,2021-06-22 22:07:58.876016,
pimprod2020783,Light 210 N,14,1,1,2021-06-22 22:08:00.389738,
pimprod2020783,Light 240 W,14,1,1,2021-06-22 22:08:01.738062,
pimprod2020783,Light 280 N,14,1,1,2021-06-22 22:08:03.200595,
pimprod2020783,Medium 310 C,14,1,1,2021-06-22 22:08:04.860520,
pimprod2020783,Medium 330 W,14,1,1,2021-06-22 22:08:06.170520,
pimprod2020783,Medium 375 N,14,1,1,2021-06-22 22:08:07.658901,
pimprod2020783,Tan 415 C,14,1,1,2021-06-22 22:08:09.015368,
pimprod2020783,Tan 425 N,14,1,1,2021-06-22 22:08:10.377675,
pimprod2020783,Deep 500 W,14,1,1,2021-06-22 22:08:11.669565,
pimprod2020783,Deep 540 N,14,1,1,2021-06-22 22:08:13.130033,
pimprod2020783,Deep 560 C,14,1,1,2021-06-22 22:08:14.516920,
pimprod2020783,Rich 620 W,14,1,1,2021-06-22 22:08:16.070982,
pimprod2020783,Rich 660 N,14,1,1,2021-06-22 22:08:17.568045,
pimprod2005688,Clair (fair to light skin tones w/ pink undertones),44,1,1,2021-06-22 22:08:17.769363,
pimprod2005688,"Golden (medium to olive skin tones w/ green, yellow, or golden undertones)",44,1,1,2021-06-22 22:08:20.101780,
pimprod2005688,Caramel (deeper skin tones w/ red and golden undertones),44,1,1,2021-06-22 22:08:22.239971,
pimprod2013015,Fair (very fair skin w/ warm yellow undertone),16,0,0,2021-06-22 22:08:18.473198,
pimprod2013015,Light (light skin w/ warm yellow undertone),16,0,1,2021-06-22 22:08:20.194390,
pimprod2013015,Medium (medium skin w/ warm yellow undertone),16,0,1,2021-06-22 22:08:22.191858,
pimprod2013015,Tan (tan skin w/ warm yellow undertone),16,0,0,2021-06-22 22:08:23.666237,
pimprod2013015,Rich (tan to deep skin w/ warm yellow undertone),16,0,1,2021-06-22 22:08:25.003067,
xlsImpprod6470091,Light,27,0,1,2021-06-22 22:08:23.963754,
xlsImpprod6470091,Medium,27,0,1,2021-06-22 22:08:26.283362,
pimprod2005371,Light,39,1,1,2021-06-22 22:08:21.227196,
pimprod2005371,Light to Medium,39,1,1,2021-06-22 22:08:22.814794,
pimprod2005371,Tan,39,1,1,2021-06-22 22:08:24.396353,
pimprod2005371,Deep Tan,39,1,1,2021-06-22 22:08:25.723887,
pimprod2005371,Deep,39,1,1,2021-06-22 22:08:27.219216,
pimprod2005691,NA,44,0,0,2021-06-22 22:08:28.072141,
pimprod2024519,10N (fair),39,1,1,2021-06-22 22:08:09.310830,
pimprod2024519,15N (fair),39,1,1,2021-06-22 22:08:11.411916,
pimprod2024519,20N (fair to light),39,1,1,2021-06-22 22:08:13.050851,
pimprod2024519,25N (light),39,1,1,2021-06-22 22:08:14.396392,
pimprod2024519,30N (light),39,1,1,2021-06-22 22:08:15.949713,
pimprod2024519,35N (light to medium),39,1,1,2021-06-22 22:08:17.319704,
pimprod2024519,37N (medium),39,1,1,2021-06-22 22:08:18.952439,
pimprod2024519,40N (medium),39,1,1,2021-06-22 22:08:20.357007,
pimprod2024519,43N (medium),39,1,1,2021-06-22 22:08:22.297286,
pimprod2024519,45N (medium to tan),39,1,1,2021-06-22 22:08:23.913661,
pimprod2024519,50N (tan),39,1,1,2021-06-22 22:08:25.247689,
pimprod2024519,60N (tan),39,1,1,2021-06-22 22:08:26.559897,
pimprod2024519,70N (tan),39,1,1,2021-06-22 22:08:27.837809,
pimprod2024519,75N (tan to deep),39,1,1,2021-06-22 22:08:29.170249,
pimprod2024519,85N (deep),39,1,1,2021-06-22 22:08:30.555145,
pimprod2024519,90N (deep),39,1,1,2021-06-22 22:08:31.975157,
xlsImpprod4480195,Light,8.99,0,1,2021-06-22 22:08:32.365795,
xlsImpprod4480195,Light/Medium,8.99,0,1,2021-06-22 22:08:35.350606,
xlsImpprod4480195,Medium,8.99,0,1,2021-06-22 22:08:36.994857,
xlsImpprod4480195,Medium/Deep,8.99,0,1,2021-06-22 22:08:38.559905,
xlsImpprod4480195,Deep,8.99,0,1,2021-06-22 22:08:39.918369,
pimprod2005693,Clair (fair to light skin tones w/ pink undertones),39,0,1,2021-06-22 22:08:40.472369,
pimprod2005693,"Doré (medium to olive skin tones with green, yellow, or golden undertones)",39,0,1,2021-06-22 22:08:42.424782,
pimprod2005693,Caramel (tan to deep skin tones w/ red and golden undertones),39,0,1,2021-06-22 22:08:43.779917,
xlsImpprod4930069,Natural Glow,39,1,1,2021-06-22 22:08:35.299059,
xlsImpprod4930069,Rosy Glow,39,1,1,2021-06-22 22:08:37.687823,
xlsImpprod4930069,Desert Glow,39,1,1,2021-06-22 22:08:39.070169,
xlsImpprod4930069,Beach Glow,39,1,1,2021-06-22 22:08:40.709893,
xlsImpprod4930069,Warm Glow,39,1,1,2021-06-22 22:08:42.641341,
xlsImpprod4930069,Sunkissed,39,1,1,2021-06-22 22:08:44.140155,
xlsImpprod4930069,Deep Glow,39,1,1,2021-06-22 22:08:45.820580,
xlsImpprod17761877,Light/Medium,52,0,1,2021-06-22 22:08:46.578488,
xlsImpprod17761877,Golden,52,0,1,2021-06-22 22:08:49.578698,
pimprod2004088,BB1 (very light w/ neutral undertones),50,1,1,2021-06-22 22:08:36.735009,
pimprod2004088,BB3 (medium light w/ pink undertones),50,1,1,2021-06-22 22:08:38.735147,
pimprod2004088,BB4 (medum light w/ neurtral undertones),50,1,1,2021-06-22 22:08:40.127306,
pimprod2004088,BB5 (medium light w/ gold undertones),50,1,1,2021-06-22 22:08:41.556952,
pimprod2004088,BB6 (medium light w/ strong yellow undertones),50,1,1,2021-06-22 22:08:42.848567,
pimprod2004088,BB7 (medium w/ strong yellow undertones),50,1,1,2021-06-22 22:08:44.395307,
pimprod2004088,BB8 (medium dark w/ golden undertones),50,1,1,2021-06-22 22:08:46.097250,
pimprod2004088,BB9 (medium dark w/ peach/gold undertones),50,1,1,2021-06-22 22:08:47.583518,
pimprod2004088,BB11 (deep w/ gold/brown undertones),50,1,1,2021-06-22 22:08:49.685515,
pimprod2004088,BB12 (deep rich chocolate brown w/ red/gold undertones),50,1,1,2021-06-22 22:08:51.194130,
pimprod2019973,Fair 01,16.99,1,1,2021-06-22 22:08:34.218133,
pimprod2019973,Fair 02,16.99,1,1,2021-06-22 22:08:36.567886,
pimprod2019973,Fair 03,16.99,1,1,2021-06-22 22:08:38.008042,
pimprod2019973,Light 01,16.99,1,1,2021-06-22 22:08:39.331128,
pimprod2019973,Light 02,16.99,1,1,2021-06-22 22:08:40.793488,
pimprod2019973,Light 03,16.99,1,1,2021-06-22 22:08:42.695844,
pimprod2019973,Medium 01,16.99,1,1,2021-06-22 22:08:44.315468,
pimprod2019973,Medium 02,16.99,1,1,2021-06-22 22:08:46.052990,
pimprod2019973,Medium 03,16.99,1,1,2021-06-22 22:08:47.524152,
pimprod2019973,Deep 01,16.99,1,1,2021-06-22 22:08:49.634152,
pimprod2019973,Deep 02,16.99,1,1,2021-06-22 22:08:51.151094,
pimprod2019973,Deep 03,16.99,1,1,2021-06-22 22:08:52.515119,
pimprod2012933,NA,16,1,1,2021-06-22 22:08:57.486586,
pimprod2004243,Shade 1 (for light skintones),40,0,1,2021-06-22 22:08:51.941775,
pimprod2004243,Shade 2 (for light to medium skintones),40,0,1,2021-06-22 22:08:53.893235,
pimprod2004243,Shade 3 (for medium skintones),40,0,1,2021-06-22 22:08:55.346387,
pimprod2004243,Shade 4 (for medium to deep skintones),40,0,1,2021-06-22 22:08:56.758392,
pimprod2004243,Shade 5 (for deep skintones),40,0,1,2021-06-22 22:08:58.708982,
xlsImpprod14161013,Fair,9.99,0,1,2021-06-22 22:08:52.893319,
xlsImpprod14161013,Light/Medium,9.99,0,1,2021-06-22 22:08:55.116943,
xlsImpprod14161013,Light,9.99,0,1,2021-06-22 22:08:56.568408,
xlsImpprod14161013,Medium,9.99,0,1,2021-06-22 22:08:58.659563,
xlsImpprod14161013,Medium/Deep,9.99,0,1,2021-06-22 22:09:00.237337,
xlsImpprod14161013,Deep,9.99,0,1,2021-06-22 22:09:01.659776,
xlsImpprod10791853,Shade 02,39.5,0,1,2021-06-22 22:09:00.275835,
xlsImpprod10791853,Shade 03,39.5,0,1,2021-06-22 22:09:02.588893,
xlsImpprod10721037,Light,8.99,1,1,2021-06-22 22:09:00.798507,
xlsImpprod10721037,Light/Medium,8.99,1,1,2021-06-22 22:09:02.648787,
xlsImpprod10721037,Medium,8.99,1,1,2021-06-22 22:09:04.052422,
xlsImpprod10721037,Medium/Deep,8.99,1,1,2021-06-22 22:09:05.449463,
xlsImpprod10721037,Deep,8.99,1,1,2021-06-22 22:09:07.172316,
pimprod2015577,Clair (fair to light skin tones with pink undertones),24,1,1,2021-06-22 22:09:05.035468,
pimprod2015577,"Golden (medium to olive skin tones with green, yellow, or golden undertones)",24,1,1,2021-06-22 22:09:07.320852,
xlsImpprod6380153,Nude,13,1,0,2021-06-22 22:09:05.854598,
xlsImpprod6380153,Natural,13,1,1,2021-06-22 22:09:07.839518,
xlsImpprod6380153,Golden,13,1,0,2021-06-22 22:09:09.184468,
pimprod2018776,NA,24,0,0,2021-06-22 22:09:11.355889,
xlsImpprod10821034,NA,11.99,1,1,2021-06-22 22:09:13.209059,
xlsImpprod13871063,Shade 6,16,1,1,2021-06-22 22:09:10.219409,
xlsImpprod13871063,Shade 11,16,1,1,2021-06-22 22:09:12.304551,
xlsImpprod13871063,Shade 3,16,1,1,2021-06-22 22:09:13.840296,
xlsImpprod5540023,Light/Medium,14.99,0,1,2021-06-22 22:09:16.777922,
pimprod2015578,Clair (Fair to light skin with pink undertones),22,0,1,2021-06-22 22:09:15.351696,
pimprod2015578,Doré (medium to golden skin),22,0,1,2021-06-22 22:09:17.310457,
xlsImpprod4960053,Light/Medium,14.99,0,1,2021-06-22 22:09:19.195467,
xlsImpprod4480171,Fair,11.99,1,1,2021-06-22 22:09:15.289734,
xlsImpprod4480171,Medium,11.99,1,1,2021-06-22 22:09:17.630520,
xlsImpprod4480171,Light,11.99,1,1,2021-06-22 22:09:19.078606,
xlsImpprod4480171,Deep,11.99,1,1,2021-06-22 22:09:20.514165,
xlsImpprod14271013,Light/Medium,14.99,0,1,2021-06-22 22:09:23.298298,
xlsImpprod14271013,Medium,14.99,0,1,2021-06-22 22:09:25.889258,
xlsImpprod15622709,NA,20,0,1,2021-06-22 22:09:26.501148,
pimprod2017406,Clair (for fair skin with pink undertones),26,0,1,2021-06-22 22:09:22.358647,
pimprod2017406,Nude (for fair skin with yellow undertones),26,0,1,2021-06-22 22:09:24.059733,
pimprod2017406,Dore (for medium to golden skin),26,0,1,2021-06-22 22:09:25.569641,
pimprod2017406,Caramel (for tan to deep skin),26,0,1,2021-06-22 22:09:26.964166,
pimprod2025143,Clair,42,0,1,2021-06-22 22:09:25.045486,
pimprod2025143,Doré,42,0,1,2021-06-22 22:09:27.188387,
pimprod2025144,Clair,22,0,1,2021-06-22 22:09:25.384122,
pimprod2025144,Doré,22,0,1,2021-06-22 22:09:26.798698,
pimprod2025144,Caramel,22,0,1,2021-06-22 22:09:28.149948,
pimprod2011974,Light,14.99,0,1,2021-06-22 22:09:32.421862,
xlsImpprod10821036,NA,11.99,0,1,2021-06-22 22:09:33.992286,
xlsImpprod12101007,NA,42,0,0,2021-06-22 22:09:34.269074,
pimprod2012342,Translucent (for fair to medium skin tones),39,1,1,2021-06-22 22:09:36.223385,
pimprod2012342,Translucent Honey (for medium skin tones),39,1,1,2021-06-22 22:09:38.018151,
pimprod2012342,Translucent Medium Deep (for medium deep to the deepest skin tones),39,1,1,2021-06-22 22:09:39.517264,
pimprod2016791,Light 010,10,0,1,2021-06-22 22:09:34.965893,
pimprod2016791,Medium 020,10,0,1,2021-06-22 22:09:36.534021,
pimprod2016791,Fair Neutral 005,10,0,1,2021-06-22 22:09:38.123490,
pimprod2016791,Light Warm 015,10,0,1,2021-06-22 22:09:39.581813,
pimprod2016791,Medium Warm 030,10,0,1,2021-06-22 22:09:40.976460,
pimprod2016791,Tan Warm 040,10,0,1,2021-06-22 22:09:42.363970,
pimprod2016791,Dark Warm 050,10,0,1,2021-06-22 22:09:43.780638,
xlsImpprod12841021,Translucent,30,1,1,2021-06-22 22:09:45.687430,
xlsImpprod5770265,Transculent,30,1,1,2021-06-22 22:09:58.115197,
pimprod2005433,Fair (porcelain),39,1,1,2021-06-22 22:09:51.556895,
pimprod2005433,Light (fair light),39,1,1,2021-06-22 22:09:53.064020,
pimprod2005433,Medium (light medium),39,1,1,2021-06-22 22:09:54.382303,
pimprod2005433,Medium Tan (warm medium),39,1,1,2021-06-22 22:09:56.149077,
pimprod2005433,Tan (rich medium),39,1,1,2021-06-22 22:09:57.801248,
pimprod2005433,Rich (deep tan),39,1,1,2021-06-22 22:09:59.116178,
pimprod2005433,Deep (rich tan),39,1,1,2021-06-22 22:10:00.706222,
VP11355,0.07 oz,15,1,1,2021-06-22 22:10:10.617405,
VP11355,0.30 oz,27,1,1,2021-06-22 22:10:12.750139,
xlsImpprod15921190,Light (soft pale beige),36,1,1,2021-06-22 22:09:56.460265,
xlsImpprod15921190,Light Plus (pale golden beige),36,1,1,2021-06-22 22:09:58.499413,
xlsImpprod15921190,Medium (soft creamy beige),36,1,1,2021-06-22 22:09:59.854559,
xlsImpprod15921190,Medium Dark (caramel beige),36,1,1,2021-06-22 22:10:01.360740,
xlsImpprod15921190,Medium Golden (medium golden tan),36,1,1,2021-06-22 22:10:02.726911,
xlsImpprod15921190,Medium Tan,36,1,1,2021-06-22 22:10:04.131426,
xlsImpprod15921190,Medium Plus,36,1,1,2021-06-22 22:10:05.500154,
xlsImpprod15921190,Dark (deep caramel),36,1,1,2021-06-22 22:10:07.375305,
xlsImpprod15921190,Give Me Sun! (light summer peach tan),36,1,1,2021-06-22 22:10:08.749637,
xlsImpprod15921190,Dark Deep (Rich Golden Bronze),36,1,1,2021-06-22 22:10:10.307919,
xlsImpprod15921190,Dark Deepest (richest golden bronze),36,1,1,2021-06-22 22:10:11.913983,
xlsImpprod15921190,Dark Tan (Deeper Caramel),36,1,1,2021-06-22 22:10:13.339583,
xlsImpprod15921190,Medium Deep (Rich Golden Tan),36,1,1,2021-06-22 22:10:14.681863,
xlsImpprod15921190,Dark Golden (Dark Golden Tan),36,1,1,2021-06-22 22:10:16.030830,
xlsImpprod10791893,Invisible Matte,31,0,1,2021-06-22 22:10:10.372877,
xlsImpprod10791893,01 Stay Buff,31,0,1,2021-06-22 22:10:12.028137,
xlsImpprod10791893,02 Stay Neutral,31,0,1,2021-06-22 22:10:13.442909,
xlsImpprod10791893,03 Stay Beige,31,0,1,2021-06-22 22:10:14.959182,
xlsImpprod10791893,04 Stay Honey,31,0,1,2021-06-22 22:10:16.301644,
xlsImpprod10791893,05 Stay Spice,31,0,1,2021-06-22 22:10:17.676575,
xlsImpprod10791893,11 Stay Brandy,31,0,1,2021-06-22 22:10:19.077277,
xlsImpprod10791893,17 Stay Golden,31,0,1,2021-06-22 22:10:20.679982,
xlsImpprod10791893,18 Stay Cream,31,0,1,2021-06-22 22:10:22.041009,
xlsImpprod10791893,Stay Honey Wheat,31,0,1,2021-06-22 22:10:23.427955,
xlsImpprod1480002,Fair 01 (fairest porcelain skin w/ cool undertones),21,1,1,2021-06-22 22:09:44.548175,
xlsImpprod1480002,Fair Ivory 02 (fair skin w/ neutral undertones),21,1,1,2021-06-22 22:09:45.964097,
xlsImpprod1480002,Fairly Light 03 (fair skin w/neutral to golden undertones),21,1,1,2021-06-22 22:09:47.321934,
xlsImpprod1480002,Golden Fair 04 (fair skin w/ golden undertones),21,1,1,2021-06-22 22:09:48.871052,
xlsImpprod1480002,Fairly Medium 05 (light skin w/ cool undertones),21,1,1,2021-06-22 22:09:50.521319,
xlsImpprod1480002,Neutral Ivory 06 (light/medium skin w/ neutral to golden undertones),21,1,1,2021-06-22 22:09:51.992965,
xlsImpprod1480002,Golden Ivory 07 (light skin w/ neutral to golden undertones),21,1,1,2021-06-22 22:09:53.372048,
xlsImpprod1480002,Light 08 (light skin w/ golden undertones),21,1,1,2021-06-22 22:09:55.030330,
xlsImpprod1480002,Light Beige 09 (light skin w/ neutral undertones),21,1,1,2021-06-22 22:09:56.748745,
xlsImpprod1480002,Medium 10 (light/medium skin w/ cool undertones),21,1,1,2021-06-22 22:09:58.679418,
xlsImpprod1480002,Soft Medium 11 (light/medium skin w/ cool to neutral undertones),21,1,1,2021-06-22 22:10:00.619166,
xlsImpprod1480002,Medium Beige 12 (medium skin w/ neutral undertones),21,1,1,2021-06-22 22:10:02.294755,
xlsImpprod1480002,Golden Beige 13 (medium skin w/ neutral to golden undertones),21,1,1,2021-06-22 22:10:03.759984,
